name,dedication
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Библиотека им. А. Штанько,им. А. Штанько
Центральная библиотека им. К. А. Кислова п. Юрино,им. К. А. Кислова
Центральная городская библиотека им. И. К. Калашникова,им. И. К. Калашникова
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Центральная городская библиотека им. А. И. Куприна,им. А. И. Куприна
Пушкарская сельская библиотека им. Т. Рыжовой,им. Т. Рыжовой
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Центральная городская детская библиотека им. И. А. Докукина,им. И. А. Докукина
Пукшинерская сельская библиотека-филиал – центр марийской культуры им. Йывана Кырля,им. Йывана Кырля
Библиотека им. Маяковского – филиал № 3,им. В. В. Маяковского
Библиотека № 3 им. О. Ф. Берггольц г. Санкт-Петербург,им. О. Ф. Берггольц
Библиотека им. Г. Н. Хлебникова г. Комсомольска-на-Амуре,им. Г. Н. Хлебникова
Городская детская библиотека им. Н. Носова г. Шарыпово,им. Н. Н. Носова
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Морская библиотека-музей им. В. Г. Гузанова,им. В. Г. Гузанова
Центральная районная библиотека им. Б. Панина,им. Б. Панина
Библиотека семейного чтения им. В. Д. Берестова,им. В. Д. Берестова
Вожгальская сельская библиотека им. Ф. И. Шаляпина,им. Ф. И. Шаляпина
Библиотека семейного чтения им. А. С. Неверова,им. А. С. Неверова
Библиотека № 1 им. Л. Н. Толстого г. Перми,им. Л. Н. Толстого
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Библиотека семейного чтения им. М. Горького,им. М. Горького
Библиотека № 8 им. Н. А. Островского г. Перми,им. Н. А. Островского
Усть-Канская центральная модельная библиотека им. А. Г. Калкина,им. А. Г. Калкина
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Большереченская центральная районная библиотека им. В. А. Макарова,им. В. А. Макарова
Центральная библиотека им. В. И. Ленина г. Нижнего Новгорода,им. В. И. Ленина
Центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 5 им. А. И. Герцена г. Перми,им. А. И. Герцена
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Грайворонская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Центральная городская библиотека им. А. Вампилова,им. А. Вампилова
"Гулькевичская городская детская библиотека им. К. Симонова, филиал № 1",им. К. Симонова
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Нагорьевская библиотека им. Н. А. Брыкина,им. Н. А. Брыкина
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Модельная библиотека № 11 им. Л. С. Абдуллиной,им. Л. С. Абдуллиной
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Троицкосунгурская модельная библиотека им. М. А. Шолохова,им. М. А. Шолохова
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Ясногорская центральная библиотека им. В. В. Вересаева,им. В. В. Вересаева
Модельная библиотека им. Яныбая Хамматова с. Серменево,им. Яныбая Хамматова
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),им. И. З. Сурикова
Пинюгская библиотека семейного чтения им. А. И. Суворова,им. А. И. Суворова
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Детская библиотека-филиал им. А. П. Бринского,им. А. П. Бринского
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Детская библиотека-филиал № 5 им. А. П. Гайдара города Туапсе,им. А. П. Гайдара
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка г. Ирбита,им. Д. Н. Мамина-Сибиряка
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Библиотека-филиал № 10 им. И. А. Куратова,им. И. А. Куратова
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Городская библиотека им. А. Р. Беляева,им. А. Р. Беляева
Центральная детская библиотека им. Л. Чайкиной,им. Л. Чайкиной
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Центральная детская библиотека им. Героя Советского Союза А. И. Захарова,им. А. И. Захарова
Модельная библиотека им. Николая Килькеева,им. Николая Килькеева
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Библиотека им. М. Е. Салтыкова-Щедрина города Ельца,им. М. Е. Салтыкова-Щедрина
Клинская городская библиотека им. М. М. Пришвина,им. М. М. Пришвина
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Детская библиотека им. М. Ю. Лермонтова г. Любима,им. М. Ю. Лермонтова
Центральная районная библиотека им. М. Горького,им. М. Горького
Центральная городская библиотека им. Н. К. Крупской г. Дзержинска,им. Н. К. Крупской
Межпоселенческая центральная библиотека им. братьев В. и Э. Сафоновых,им. братьев В. и Э. Сафоновых
Центральная детская библиотека им. А. М. Горького,им. А. М. Горького
Межпоселенческая библиотека им. Н. И. Родичева,им. Н. И. Родичева
Лесногородская библиотека им. И. А. Новикова,им. И. А. Новикова
Библиотека-филиал № 11 им. Н. Ю. Корнеева г. Курска,им. Н. Ю. Корнеева
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Библиотека № 4 им. Г. К. Сапронова г. Иркутска,им. Г. К. Сапронова
Межпоселенческая центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Библиотека им. М. К. Волдиной с. Казым,им. М. К. Волдиной
Библиотека-филиал № 5 им. В. В. Вишневского,им. В. В. Вишневского
Нагорская центральная библиотека им. Г. И. Обатурова,им. Г. И. Обатурова
Томаровская поселковая библиотека им. И. А. Чернухина,им. И. А. Чернухина
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Библиотека им. А. Ф. Можайского,им. А. Ф. Можайского
Центральная библиотека им. Г. Поротова,им. Г. Г. Поротова
Красноярская городская библиотека им. А. Черкасова,им. А. Т. Черкасова
Ростовская городская библиотека им. А. А. Титова,им. А. А. Титова
Центральная районная библиотека им. А. С. Пушкина п. Сокольское,им. А. С. Пушкина
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Центральная городская библиотека им. Гоголя,им. Н. В. Гоголя
Центральная библиотека им. К. Г. Паустовского п. Базарный Сызган,им. К. Г. Паустовского
Центральная межпоселенческая библиотека им. П. А. Сорокина,им. П. А. Сорокина
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Староюрьевская районная библиотека им. Ю. А. Ознобишина,им. Ю. А. Ознобишина
Центральная библиотека им. Р. Гамзатова г. Кизилюрта,им. Р. Гамзатова
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Уканская сельская библиотека им. Ф. Васильева Ярского района,им. Ф. И. Васильева
Центральная районная библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Центральная детская библиотека им. В. П. Крапивина г. Тюмени,им. В. П. Крапивина
Центральная районная библиотека им. Анатолия Чмыхало,им. А. Чмыхало
Кувинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Калининградская областная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Библиотека им. В. В. Бианки г. Новосибирска,им. В. В. Бианки
Библиотека № 4 им. В. В. Маяковского г. Перми,им. В. В. Маяковского
Библиотека для детей им. В. П. Астафьева г. Барыша,им. В. П. Астафьева
Детская библиотека им. Ю. А. Гагарина,им. Ю. А. Гагарина
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Красноярская городская библиотека им. В. Белинского,им. В. Г. Белинского
Ичалковская сельская библиотека им. В. В. Кованова,им. В. В. Кованова
Библиотека им. Н. Н. Старостина,им. Н. Н. Старостина
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Краснобаковская центральная библиотека им. Н. Г. Тумакова,им. Н. Г. Тумакова
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Палевицкая библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. Н. Крупской г. Азова,им. Н. К. Крупской
Межпоселенческая центральная библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Центральная районная библиотека им. А. С. Пушкина г. Сухой Лог,им. А. С. Пушкина
Уинская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. М. Е. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
"Детская библиотека им. Х. Степанова, филиал № 11",им. Х. Степанова
Центральная библиотека им. С. И. Шуртакова г. Сергача,им. С. И. Шуртакова
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Центральная библиотека им. Н. И. Кочина,им. Н. И. Кочина
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Центральная детская библиотека им. А. П. Гайдара г. Каменск-Шахтинского,им. А. П. Гайдара
Иркутская областная библиотека им. И. И. Молчанова-Сибирского,им. И. И. Молчанова-Сибирского
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Межпоселенческая центральная районная библиотека им. И. Г. Зиненко,им. И. Г. Зиненко
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Детский отдел библиотеки им. князя Г. Е. Львова,им. князя Г. Е. Львова
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Таремская библиотека им. М. С. Хорошева,им. М. С. Хорошева
Центральная районная библиотека им. Г. Н. Потанина,им. Г. Н. Потанина
