corpus,content,n_syllables,duration
Khislavichi,А?,1,0.7019999999999982
Khislavichi,Поскользнулся и поплыл.,7,2.0170000000000243
Khislavichi,"Да, да, да. Свой личный дом.",7,3.4629999999999654
Khislavichi,"Не, не, не было такого, нет.",9,2.4710000000000036
Khislavichi,Детей много было.,6,1.8600000000000003
Khislavichi,"Когда  как , вон нынче, дык совсем, видишь ты, поздно.",14,3.19399999999996
Khislavichi,Вот.,1,0.7200000000000273
Khislavichi,"И он  поскользнулся, и упала кладочка была, эта, на эту.",20,5.228000000000009
Khislavichi,"Всё-таки он  не послухал, пошёл к речке.",12,3.4209999999999923
Khislavichi,"И Духа, всяко, всяко, гуляли все те  праздники.",15,4.611999999999995
Khislavichi,И потом пряли.,5,1.4359999999999218
Khislavichi,Семь годов.,3,1.2450000000000043
Khislavichi,"Вот, женщины.",4,1.191000000000031
Khislavichi,"Всё время, всё время.",6,1.386000000000024
Khislavichi,"Ну, что я расскажу. Что я плохого ничего не расскажу, только.",20,4.855999999999998
Khislavichi,У меня сестра есть  тут вот рядом.,10,2.4180000000000064
Khislavichi,"Веток наломают, ти знаешь, как  пели, скакали!",15,4.567000000000007
Khislavichi,"Сама держит коз, овец.",7,2.4780000000000086
Khislavichi,Поехали в Анапу отдыхать.,10,3.266999999999939
Khislavichi,Жила.,2,0.870000000000001
Khislavichi,"Работали очень крепко, раньше люди работали.",16,3.5260000000000105
Khislavichi,"У меня три дочки, сын.",7,2.685999999999978
Khislavichi,"Его так, тут приходили молодые, спрашивали, ко мне приходили.",22,4.75
Khislavichi,Не было.,3,0.88900000000001
Khislavichi,"Там живут, в деревне там .",7,2.5260000000000105
Khislavichi,"Только сало и такое мясо чтоб было, не просто так.",17,3.926000000000002
Khislavichi,"Уже  я лгать не буду, мне и прибавлять не интересно, я вас не знаю, вы меня не знаете.",29,6.029999999999973
Khislavichi,"Мне так интересно, ой. Ой, ой, ой.",10,3.005999999999972
Khislavichi,"Конопли эти , а это было ж неправда.",13,2.9880000000000564
Khislavichi,Покормим её.,5,1.2849999999999682
Khislavichi,Человеку помочь.,6,1.552000000000021
Khislavichi,В Хиславичах.,4,1.4529999999999743
Khislavichi,"Ну, Угра, раньше дровы .",7,2.336999999999989
Khislavichi,"Она , и он больной, болеет сейчас.",11,2.7770000000000437
Khislavichi,"Страх, страх в то  время.",5,2.4879999999999995
Khislavichi,"Вот, опекуном.",5,1.3719999999999573
Khislavichi,"Всё тут , все тут , все.",5,1.8770000000000664
Khislavichi,"Кто с чем, рассказывают кто что.",9,3.3670000000000755
Khislavichi,Вот так.,2,0.5380000000000109
Khislavichi,"Не, не, не, не, не.",5,1.92999999999995
Khislavichi,Два мальчики у неё.,7,1.5750000000000457
Khislavichi,"Да, да, деточка, с рождения живу. И родилась тут , и живу тут  всё время.",23,6.323999999999955
Khislavichi,Бечёвкой проходила.,7,1.8840000000000143
Khislavichi,"Ну, поверье - Пасха, раз Пасха, большой праздник считалось, и уже.",19,4.954999999999998
Khislavichi,И она и про меня. Вот спросите Журова Вера.,16,3.627999999999986
Khislavichi,Никто мне не помог.,6,1.981999999999999
Khislavichi,"Ну, потом его сколько и. В тёрку.",10,3.657000000000039
Khislavichi,Плохие.,3,0.7270000000000891
Khislavichi,"У меня ферма, я не могла справиться и сдетьми, и с фермой.",18,4.441000000000031
Khislavichi,"Ну вот, как , фундамент заводили,",10,3.8059999999999263
Khislavichi,"Внучка вот тут вот живёт, вот.",8,1.9470000000000027
Khislavichi,"Не, не платили ничего.",8,2.238999999999976
Khislavichi,Толкачём потолкут.,6,1.8600000000000136
Khislavichi,"Ну, и всё, больше там  ничего сейчас нема.",13,2.866999999999962
Khislavichi,"Ну, и всё.",3,0.8139999999999645
Khislavichi,"Да, а тогда  назавтрева уже пастух идёт, да, да, да.",17,3.4939999999999714
Khislavichi,"Вот такие вот, да.",6,0.91800000000012
Khislavichi,"Шинели, и примудрялись тогда  в них.",11,3.3610000000001037
Khislavichi,"И этого, а он  мне этого уже  под конец, всё, не спас.",18,5.193000000000012
Khislavichi,Да.,1,0.46299999999996544
Khislavichi,"Он хороший мужик такой, простой.",10,2.9400000000000546
Khislavichi,Вот что.,2,0.7789999999999964
Khislavichi,Старушки все вот.,5,2.1580000000000155
Khislavichi,Пять детей.,3,0.9940000000000282
Khislavichi,"А раньше было всё, всё было.",9,2.3130000000000024
Khislavichi,"Ай, это всё прошло  уже , всё ничего.",12,2.726999999999975
Khislavichi,"Ну, Рождество - праздник. Знали уже  все, что праздник. Это уже  все собирались, Рождество.",26,6.971000000000004
Khislavichi,"Кто её знает, как , как  ещё, говорят, чем повернется.",17,4.149999999999977
Khislavichi,"Резали, привозили.",7,1.896000000000072
Khislavichi,Восемьдесят годов.,6,1.5609999999999786
Khislavichi,"А что сучастница была, то была, когда .",13,2.6099999999999
Khislavichi,давали всё время это вот всё.,10,2.5070000000000014
Khislavichi,"не оказал мне помощи, что это ж всё-таки колхозная работа.",21,4.667000000000002
Khislavichi,"Тоже мальчик у меня, вот, коров доила тут вот внизу.",17,4.544000000000011
Khislavichi,Да.,1,0.5289999999999964
Khislavichi,"Содатские наденут эти , костюмы такие.",15,3.627999999999929
Khislavichi,"Мы, может, вы были у них, а?",9,1.8949999999999816
Khislavichi,Обидно дуже за это.,8,1.809000000000026
Khislavichi,"Да, делали, делали всё, а сейчас ничего не делают, всё запрещено.",23,4.604000000000042
Khislavichi,"И всё тут  праздновали, да, да.",9,2.417999999999978
Khislavichi,Я пекла пасху.,5,0.9949999999999974
Khislavichi,"Поздно Пасха, значит поздно при= выгон.",11,3.548999999999978
Khislavichi,Тут  я и построила дом этот .,10,2.5170000000000528
Khislavichi,Было такое.,5,1.5289999999999964
Khislavichi,Лида.,2,0.8799999999999955
Khislavichi,Внучка моя.,4,1.1049999999999045
Khislavichi,"Возит в больницу, привозит и всё.",10,2.5289999999999964
Khislavichi,И сейчас она помо=.,7,1.7019999999999982
Khislavichi,"Вот тут вот сын, и это ж она  будет благодарить вас.",16,3.1229999999999905
Khislavichi,"Батон, яиц , сахару туда  насыпешь.",12,2.701999999999998
Khislavichi,"Вот, всю жизнь.",3,1.5970000000000084
Khislavichi,"И, вот расскажите ей, так им, объясните что.",14,4.052000000000021
Khislavichi,"Да, да, да, да, да, да, да.",7,2.7369999999999663
Khislavichi,"Ну, во что. Музыка, музыка обычно гармоня была.",17,5.2309999999999945
Khislavichi,Что детям надо помочь.,7,1.983000000000004
Khislavichi,"Ну, а я.",3,0.67999999999995
Khislavichi,Ну раньше же было.,6,1.8599999999999992
Khislavichi,как  вот эта женщина своим трудом строила дом или чьим?,18,5.0470000000000255
Khislavichi,"А пожилые вот люди спросите, скажите,",14,2.895999999999958
Khislavichi,"А матка вот, коров доила.",9,2.977000000000089
Khislavichi,"Ну, и закругляли.",6,1.5819999999999936
Khislavichi,"Да, вон на лугу.",5,1.5589999999999975
Khislavichi,"Луг, Сож, речка большая.",7,3.2229999999999848
Khislavichi,"Во, дык этот  наш цыган",7,2.79099999999994
Khislavichi,"Я не помню, не, я не припомню.",10,2.683999999999969
Khislavichi,"А сейчас живет моя сестра там ,",10,3.4300000000000637
Khislavichi,"Уже так не выпускали, что-то давали.",13,2.701999999999998
Khislavichi,"Ой, позвони, позвони, как  ты там. Такие мальцы хорошие, как  дубы.",22,5.456000000000017
Khislavichi,"Скажет сестра вон моя двоюродная, она  тоже строила себе  дом.",22,4.045000000000073
Khislavichi,"Пятьдесят, ти пятьдесят? Сколько, Ленка, годов? Наверно, пятьдесят, больше.",21,4.703999999999951
Khislavichi,"А только так от обиды я говорю, что было такое.",18,3.718999999999994
Khislavichi,А?,1,0.5370000000000061
Khislavichi,"Па=, па=.",2,0.6570000000000391
Khislavichi,"И про меня она  это, мы с ней вместе работали, вместе всё.",19,5.270999999999958
Khislavichi,Семь годов было мальчику.,8,1.806999999999988
Khislavichi,получался круглый дом.,7,2.4939999999999145
Khislavichi,"сала в отвал, это ж не то, что сейчас.",11,2.7509999999999906
Khislavichi,"Пошла вот коров доить, всё бегом, всё бегом, всё некогда .",17,4.01700000000001
Khislavichi,"Вот то вот тут вот сюда  вы пройдёте, через ровочек и тут .",18,5.081000000000017
Khislavichi,И пасха.,3,0.8559999999999945
Khislavichi,У этого цыгана.,7,1.475999999999999
Khislavichi,"Тёрка была, на коне возили эту .",12,3.2029999999999745
Khislavichi,"Назавтрова уже пере= приходит пастух, самостоятельно, и всё.",21,5.478000000000009
Khislavichi,"А никто мне денег, ни копейки не помог, ни,",14,3.256
Khislavichi,Спокойный такой.,5,1.7210000000000036
Khislavichi,"Да, да.",2,1.0300000000000011
Khislavichi,"Такие артисты, что уходи.",10,1.8949999999999816
Khislavichi,Вот.,1,0.6630000000000109
Khislavichi,"Всё, из камушка, деточка, во, начиная с камушка, вот с этого  вот.",21,4.477999999999952
Khislavichi,"Все в деревне знают. Все, вся деревня знает, что у меня так мальчик сложился.",23,6.034999999999997
Khislavichi,"Даже, сколько тяж=, ой, не, не сбиться.",10,3.3880000000000337
Khislavichi,"С внуками, с внучками.",6,2.20900000000006
Khislavichi,"Ну, это не, алохого ничего не было.",14,4.668999999999983
Khislavichi,"Ой, я сколько, всю жизнь тут прожила.",10,2.465000000000032
Khislavichi,"Ну, у нас, да, Усатая гора, есть  вон там.",13,3.644999999999982
Khislavichi,"Свекровь  была, свекр был. [У меня семью] большую.",14,4.790000000000001
Khislavichi,А шелухой.,4,1.391999999999996
Khislavichi,семь детей.,3,1.414999999999992
Khislavichi,"У которых пожилые, конечно, а молодые они  не знают.",21,3.923999999999978
Khislavichi,"Вся, и сколько и жили, живём.",9,2.133999999999901
Khislavichi,"А что не знаю, то не знаю.",9,1.6330000000000382
Khislavichi,Потеряла такого дитенка на работе. Это ж не то что где-то.,21,3.755999999999972
Khislavichi,"И тогда , поджарят.",6,2.7789999999999964
Khislavichi,"Каток этот , каток крутили, и ткань вырабатывалась такая.",20,3.8079999999999927
Khislavichi,А.,1,0.3719999999998436
Khislavichi,"Курей, вот, уток.",5,1.8810000000000289
Khislavichi,А ещё у меня много дочек.,10,2.5260000000000673
Khislavichi,Название - фестиваль.,7,1.9069999999999256
Khislavichi,"Вот я не ходила я в эту, не сучастница была.",16,3.1230000000000473
Khislavichi,"Ну, обряд такой был.",6,3.0750000000000455
Khislavichi,"Сама, без всякого прибавления.",11,2.2670000000000528
Khislavichi,Вот так.,2,0.7030000000000882
Khislavichi,Тут  стояло гумно.,6,1.6340000000000146
Khislavichi,"Это вот сейчас уже троху чего есть , обувь есть  и всё, я скажу правду только.",24,5.5
Khislavichi,Надо же ногой случиться.,8,2.738999999999976
Khislavichi,"Живет с цыганом с родным, с...",7,3.283999999999992
Khislavichi,Так.,1,0.8060000000000116
Khislavichi,И вот сижу на коляске.,8,1.842000000000006
Khislavichi,"Вон дочка ей, наверно, сейчас скажет.",11,2.4170000000000016
Khislavichi,Вот такие дела.,6,2
Khislavichi,Поваренкова Зойка.,7,1.683999999999969
Khislavichi,Каток такой.,4,1.1569999999999254
Khislavichi,[Нрзб.] не могу разговаривать.,8,3.9470000000000023
Khislavichi,"Но никого не кидала, никого не кидала. Старушка была тут слепая выше.",26,5.192000000000007
Khislavichi,Вот дочка за мной ухаживает.,10,3.1229999999999905
Khislavichi,"Ну, делали, знаете, была тёрка такая.",14,4.2269999999999754
Khislavichi,"Теперь  эту, вот тут  как  вот зелёный дом.",12,3.947999999999979
Khislavichi,Это в ступе толкли.,6,1.6159999999999854
Khislavichi,А ещё расстроилась я.,8,2.1690000000000964
Khislavichi,"Хорошее было, красивое всё.",11,1.9930000000000232
Khislavichi,"Это, считай, му=...",5,1.5220000000000056
Khislavichi,Делали масло подсолнечное.,10,1.9879999999999427
Khislavichi,"Из цыбули шелуху, да.",8,3.381999999999998
Khislavichi,"Где, ну она  ж на работу пойдёт, сестра моя двоюродная.",19,3.5439999999999827
Khislavichi,"Люди жили, простые люди.",9,1.8719999999999573
Khislavichi,"Да, да, да, да, дом деревянный.",9,2.880999999999972
Khislavichi,Скользкие.,3,1.3559999999999943
Khislavichi,"Вот, дык вы сходите к ним.",7,1.7440000000000282
Khislavichi,"И коло речки, и ничего не шкодили, ничего, молодежь собиралась, да.",24,4.841999999999871
Khislavichi,Вот такая она  старушка уже.,11,1.9420000000000073
Khislavichi,"Вот, знаете дизель трактор?",8,1.6420000000000528
Khislavichi,Стариков не обижает.,8,1.9710000000000036
Khislavichi,И тогда  снопочками такими вот вязала.,14,2.6219999999999573
Khislavichi,"Да, всё, всё сами, всё сами.",8,2.0750000000000455
Khislavichi,Хороший дом.,4,1.0149999999999864
Khislavichi,"Всё да кусок паски, яйца.",8,2.4529999999999994
Khislavichi,"Это, колядовали, кто сало, кто.",11,2.854000000000042
Khislavichi,И так тогда  и ели с картошкой с толчённой.,13,3.4069999999999254
Khislavichi,"Восемьдесят, наверно,",7,1.40099999999984
Khislavichi,"Да, не просто так он  жил.",7,2.2210000000000036
Khislavichi,"Вы ей объясните сразу, что откуда, какие  это, она , знаете, старый человек, она  спугается.",33,5.581999999999994
Khislavichi,"И, и шесть внуков.",5,1.9710000000000036
Khislavichi,"Да, и у него пятеро бртьев .",9,3.312999999999988
Khislavichi,"Ой, жалею всех.",5,1.8310000000000173
Khislavichi,"Да, ткань делали.",5,1.6449999999999818
Khislavichi,"Это, вредно, если какой  краской красить.",12,4.149000000000001
Khislavichi,"Не сказали, а ездить они ездили туда  на ту  гору.",18,3.9120000000000346
Khislavichi,Такие дела.,5,1.0170000000000528
Khislavichi,"Да, бабочками, ну лён ставили, бабочки звались.",15,4.232999999999947
Khislavichi,А сейчас считают.,6,1.9710000000000036
Khislavichi,Гумно звали.,4,1.1509999999999536
Khislavichi,"Вот, работает, в больнице работает всё время.",15,3.40300000000002
Khislavichi,А у нас эти .,5,1.3659999999999854
Khislavichi,"И, и делали масло, это ж уже сколько годочков.",16,4.1580000000000155
Khislavichi,"Было такое, я ни= никого, ничего не прибавляю.",18,3.790999999999997
Khislavichi,"Сходите, хорошая дуже женщина.",12,2.965000000000032
Khislavichi,"О, как .",2,0.6850000000000591
Khislavichi,"Не то что, как  сейчас, напьются, дак.",10,2.872000000000071
Khislavichi,"Это уже собирались на праздник, да, гулять, пели.",16,3.9010000000000673
Khislavichi,"Ну а колхозное ж, конечно, другое, совсем по-другому.",18,3.790999999999997
Khislavichi,"Сейчас же поймали его, мальчика этого.",14,3.256
Khislavichi,"что вредно, нельзя, говорят.",8,3.4180000000000064
Khislavichi,"А она работает, старушек приглядает.",14,3.2379999999999427
Khislavichi,Плохие дела.,5,1.561000000000007
Khislavichi,"Не балованые были, бывало, что она  скажет, то и слухали её.",23,3.976999999999975
Khislavichi,"Дай мы ей поможем хоть что-нибудь, ну вообще, ну никто ничего.",20,4.902999999999992
Khislavichi,И сразу мальчик же у меня тогда .,11,2.4189999999999827
Khislavichi,"Такая жизня была, ну, и сейчас вот.",12,2.451999999999998
Khislavichi,"Да. Да, да, да, да, угу, угу.",9,3.074999999999932
Khislavichi,"Помощь какая , да, звоните в сельсовет.",12,3.8770000000000095
Khislavichi,"Как  бы не, ноги мои такие не были, ноги мои.",17,3.5289999999999964
Khislavichi,"Этот  на доставку шофёр, на машине.",12,5.081999999999994
Khislavichi,"У этой, у меня сестра двоюродная. Вон она , живет через вот, туда, боркана вот у этого.",31,6.025999999999954
Khislavichi,Богомоленные.,6,1.316000000000031
Khislavichi,"И покормит она  их, всё.",8,1.9710000000000036
Khislavichi,"И, и шесть.",3,2.6269999999999527
Khislavichi,"Не, не скажу я ничто.",7,1.9890000000000327
Khislavichi,"пять, а может, и больше, померла.",10,2.3859999999999673
Khislavichi,"И я всё начала, всё это построила я.",14,3.157000000000039
Khislavichi,"Интересно, я ж говорю, всех я приучала, стариков.",17,4.034999999999968
Khislavichi,А именно только шелуха.,9,1.6800000000000068
Khislavichi,"И всё, свои были занятия, свои разговоры были.",18,4.715000000000032
Khislavichi,"Ну, а он , а он  работает на этой.",12,3.947999999999979
Khislavichi,"Ну, у нас, у нас такого больше ничего не выращивали.",19,3.298000000000002
Khislavichi,"Держала много курей, а вот заболела.",13,2.7210000000000036
Khislavichi,"Гуляли они всё, да.",7,2.0579999999999927
Khislavichi,"Дык, я.",2,0.7720000000000482
Khislavichi,Ещё только первый день выкатили.,11,2.0849999999999937
Khislavichi,"Вы эти, лежите.",6,1.1970000000000027
Khislavichi,Гумно большое стояло.,8,1.7379999999999427
Khislavichi,"Ко мне приходят когда  иногда, спрашивали Усатую гору эту.",22,5.4360000000000355
Khislavichi,"Да, праздновали Пасху, да. Это уж обязательно, кто придет.",19,4.236999999999999
Khislavichi,"Было мяса в отвал,",6,1.8290000000000075
Khislavichi,Тоже гумно звали.,6,1.5750000000000457
Khislavichi,"Ну, а тогда  воду лили в ямку, лили воду, лили, лили, я ж сама делала, всё знаю.",27,6.326000000000022
Khislavichi,Вот сколько мы живём.,6,1.6739999999999782
Khislavichi,"Клуб, не= нету того [уже].",8,2.171999999999997
Khislavichi,"Вот сколько у меня, четыре правнуки и всё...",14,2.8079999999999927
Khislavichi,"Ну, ямину, и тогда  округляли, и",12,2.506999999999948
Khislavichi,"Была б она , матка, сейчас жива.",10,2.877999999999986
Khislavichi,"Ну и, по=, свои ходили.",8,2.853999999999985
Khislavichi,"В самом, в самом краю.",6,2.035000000000082
Khislavichi,"Скот пасётся, ямка такая для песка.",12,3.727000000000089
Khislavichi,А?,1,0.38900000000001
Khislavichi,"На, [нрзб.], тут.",2,2.0410000000000537
Khislavichi,"Все идут, баба, баба, баба. Это они вот не видели, как  вы прошли , тут бы уже были.",28,5.210000000000036
Khislavichi,Вот.,1,0.6269999999999811
Khislavichi,"Было, ну, когда  подопьют, дык гуляли хорошо.",15,3.641999999999996
Khislavichi,Тоже было по закону.,8,1.768000000000001
Khislavichi,"Это уже праздник был, всё,",8,2.090000000000032
Khislavichi,И две сестры было.,6,1.6569999999999254
Khislavichi,Вот делали такую.,7,1.603999999999928
Khislavichi,"Ну, что сказать, что.",5,1.7789999999999964
Khislavichi,Не знаю ничего.,6,1.7959999999999354
Khislavichi,А?,1,0.5
Khislavichi,"Да, да-да.",3,1.268000000000029
Khislavichi,"Было такое, а я сама всё дояркой, дояркой, дояркой, упряжка, упряжка, упряжка.",28,6.116999999999962
Opochka,А потом Путина ругают.,9,2.17999999999995
Opochka,Жена  в Испании за границей.,10,4.649999999999864
Opochka,Пасти их некому.,6,2.5270000000000437
Opochka,"Я говорю, миленький, мне тебе дать нечего сегодня.",17,5.462999999999965
Opochka,Все  на машинах являются.,9,3.942999999999984
Opochka,"У них  их  коровы, <нрзб> коровы - и навязывает, тут навязывал, всё. А теперь <нрзб>.",24,7.573999999999955
Opochka,А эта...,3,1.8300000000000016
Opochka,А мы примерно помираем - то в церкви проводят.,15,5.26299999999992
Opochka,"Сегодня две гуляло. Соседовы. Они приезжие, не местные.",21,8.885999999999967
Opochka,"Племянница дочка есть, сын есть.",9,3.033000000000129
Opochka,"Вот на летних он уехал, а эти зимние лежат.",16,4.8539999999998145
Opochka,"Другой день - ничего, другой день - плохо.",11,4.295999999999822
Opochka,Что с этой помойки и крысы развелись.,12,4.77800000000002
Opochka,"А деревня - если от мосту начинается, Барабаны, я конец Барабаны. Начинается Серово.",33,12.324999999999932
Opochka,Да я ну никогда покупать не буду эту землянику.,18,4.351999999999862
Opochka,Дрова  были сухие. На улице  переволочила.,17,6.123000000000047
Opochka,У той бабки?,4,1.5579999999999998
Opochka,Народу-то нет теперь.,7,2.0330000000000155
Opochka,С двумя девками.,5,3.108000000000174
Opochka,Помёрзли.,3,1.7200000000000273
Opochka,"А цыгане теперь в ягоды ходят, продают.",14,5.463000000000193
Opochka,А сюда я пришла - тут такой дичи не было.,14,4.456000000000017
Opochka,"А тех  девочек, забыла я?..",9,3.0159999999999982
Opochka,Да.,1,1.365000000000009
Opochka,"И голые, и босые ходили.",11,3.6399999999999864
Opochka,"Крысы провода обгрызают, это, обрезан провод.",16,7.708000000000084
Opochka,Ну там закопано не знаю сколько военных.,14,7.001999999999953
Opochka,"Которые на зиму, которые на лето.",14,3.3980000000001382
Opochka,"Ну там, наверно, в Кадникове дачники есть, вот где бабки находились, там тот дом не бросить. Он...",28,10.36200000000008
Opochka,Раньше был брод.,4,2.4139999999999873
Opochka,"А гуляй, Россия, гуляй.",8,5.095000000000027
Opochka,Ну раньше гулянки были. Собирались по избам.,15,6.974999999999909
Opochka,Вот у меня пенсия трудовая. Какая трудовая?,18,3.981999999999971
Opochka,"А ты видел, какой забор? Через такой забор перелез.",17,6.294000000000096
Opochka,Вот ещё на горе тут.,7,2.9050000000002
Opochka,Километр.,3,0.8249999999999886
Opochka,Две повети называется.,9,3.664999999999963
Opochka,А туда дальше за деревней село там было Емельянцево.,19,6.2029999999999745
Opochka,"Ой, спасибо, сынок.",6,2.5799999999999272
Opochka,А?,1,0.8530000000000086
Opochka,"Потом не, думаю, это стукает.",11,2.5519999999999925
Opochka,Ну вот.,2,1.9209999999998215
Opochka,Вот.,1,2.1180000000001655
Opochka,А докуда вы тут будете?,9,2.2799999999999727
Opochka,В сельсовете записались.,8,3.2350000000001273
Opochka,"Ещё к девятносто двинется, так кого ж?",12,2.9650000000000034
Opochka,А у соседа две коровы.,9,3.025000000000091
Opochka,И всё.,2,1.7860000000000582
Opochka,"Сынок, у меня здоровье плохое. Вот я и сегодня: сделали укол, и я лежала.",27,7.570999999999913
Opochka,"А = вот, с этого боку мой, а туда - соседов огород.",17,5.09900000000016
Opochka,Покрашенный.,4,1.5629999999998745
Opochka,Отслужил два году.,6,2.2309999999999945
Opochka,"А Матюшкино - это там, конечно, и магазин, и сельсовет был, а сейчас-то уже, считай, ликвидирован в Матюшкине.",37,11.093000000000018
Opochka,А.,1,0.8079999999999927
Opochka,А теперь никого я не могу.,10,4.605000000000018
Opochka,"Да, в Белках, сын и внук.",6,3.817999999999998
Opochka,"Сграбит, сметает, всё. А теперь не хотят и косу в руки брать.",18,5.920999999999822
Opochka,Теперь медпункта нету.,7,1.9329999999999927
Opochka,Ага.,2,0.8089999999999691
Opochka,"Пляшут, под гармонь песни поют.",9,3.4880000000000564
Opochka,Вот прискакал мужик на коне - победа.,12,4.548999999999978
Opochka,"А сейчас не знаю, они живут в Емельянцеве или в Пуршево ушедши, не знаю.",26,7.503000000000043
Opochka,"Под поветями, в хлеву дрова , в дровяннике дрова .",15,4.31899999999996
Opochka,А поехал двоюродный брат его проведывать - на границу ж не пустят.,22,7.426999999999907
Opochka,"Я говорю, а золу я высыпаю на огород .",16,4.230000000000018
Opochka,Теперь притащили мне помойку.,10,3.59699999999998
Opochka,Восемьдесят восемь.,6,1.6499999999999917
Opochka,Тушить некому.,5,1.728999999999928
Opochka,И по деревне.,5,1.8100000000000025
Opochka,"Папка с мамкой получат пенсию, мне дадут, ну, а зачем я буду работать?",23,9.10200000000009
Opochka,"Тут вот на горе были, а потом вот так пойдёт до конца.",17,4.742999999999995
Opochka,А он  теперь хозяин.,7,2.356999999999971
Opochka,"Давление, сердце.",6,3.04300000000012
Opochka,Откуда - не знаю.,6,3.1800000000000637
Opochka,"Молодых два хлопца пришли, выкосили мне сад, кругом обкосили.",20,6.266999999999825
Opochka,Та  по помойкам бегала.,8,3.0289999999999964
Opochka,В дому только.,4,2.91399999999976
Opochka,"Мы с ним идём по городу, а мужчина говорит: ""Сынок, что ты сделал, что тебя с границы отпустили?",31,9.349999999999907
Opochka,"Не в гробах хоронят, а сжигают, в коробки.",13,5.544999999999845
Opochka,Да. Песни поют под гармонь - и сразу драка.,13,7.154999999999973
Opochka,Вот тебе таблетки такие и такие.,13,3.9440000000000026
Opochka,А за войну...,4,2.2749999999999773
Opochka,"Не, не в этом. Ну году два, а может, три, вот.",13,6.93300000000005
Opochka,Вот.,1,0.7990000000000066
Opochka,"Ой-ой-ой, ребятки.",6,6.064999999999827
Opochka,А вот рядом клуб раньше был.,8,3.183999999999969
Opochka,Много. Прошлом году их двести пятьдесят продавали.,16,6.108999999999924
Opochka,А я осталась.,5,1.3690000000000282
Opochka,Воду с реки надо привезти.,9,3.3700000000003456
Opochka,"Я ветеран тылу, я ветеран труда.",12,5.119000000000028
Opochka,"Конечно. Плясали, песни пели, танцевали.",14,4.976999999999862
Opochka,Там всякая сброд привезён у него .,11,4.324000000000069
Opochka,"С разных деревень. Староверы - с этим = нашим русским. Такой  ж парень, только числятся они староверы.",30,11.27800000000002
Opochka,Дрова  в той повети у меня.,9,3.5719999999996617
Opochka,Мало платят.,4,2.161999999999921
Opochka,А кому я старая надо?,9,4.4099999999998545
Opochka,Ну хорошие яблони были.,10,2.2560000000000855
Opochka,"Пожар, конечно, страшное дело. Вот кирпичный дом на углу, и рядом дом, а я посерёдке.",28,8.793000000000006
Opochka,Какая дорога?,6,1.9909999999999857
Opochka,Ранетка там будет.,6,3.298999999999978
Opochka,Вот рядом сосед - в доме вода у его.,12,5.168999999999869
Opochka,"Белки, сначала Панютино - налево, а потом начинается деревня Белки.",25,8.72199999999998
Opochka,"А, ты хочешь со старшим?",7,4.7409999999999854
Opochka,А в бане  не пришлось мыться.,8,3.4980000000000473
Opochka,"А там слыхать, как мы поём.",8,2.475999999999999
Opochka,"Ой, там старших уже нет никого.",10,6.540999999999997
Opochka,А у нас какие свадьбы были.,10,3.286000000000058
Opochka,"А теперь приняли человека сжечь, и эту золу в коробку, коробку закапывают.",27,7.611999999999853
Opochka,Вот.,1,0.9689999999998236
