id,line,line_name,name,former_name,opened,elevation_m,type,latitude,longitude
277,14,московское центральное кольцо,Автозаводская,,2016-09-10,0,surface,55.7063888888889,37.6630555555556
278,14,московское центральное кольцо,ЗИЛ,,2016-09-10,0,surface,55.6983333333333,37.6483333333333
279,14,московское центральное кольцо,Верхние Котлы,,2016-09-10,0,surface,55.69,37.6188888888889
280,14,московское центральное кольцо,Крымская,,2016-09-10,0,surface,55.69,37.605
281,14,московское центральное кольцо,Площадь Гагарина,,2016-09-10,-5,underground,55.7069444444444,37.5858333333333
282,14,московское центральное кольцо,Лужники,,2016-09-10,5,surface,55.7202777777778,37.5630555555556
283,14,московское центральное кольцо,Кутузовская,,2016-09-10,0,surface,55.7408333333333,37.5333333333333
284,14,московское центральное кольцо,Деловой центр,,2016-09-10,7,elevated,55.7472222222222,37.5322222222222
285,14,московское центральное кольцо,Шелепиха,,2016-09-10,5,elevated,55.7575,37.5255555555556
286,14,московское центральное кольцо,Хорошёво,,2016-09-10,0,surface,55.7772222222222,37.5072222222222
287,14,московское центральное кольцо,Зорге,,2016-11-04,0,surface,55.7877777777778,37.5044444444444
288,14,московское центральное кольцо,Панфиловская,,2016-11-08,0,surface,55.7991666666667,37.4988888888889
289,14,московское центральное кольцо,Стрешнево,,2016-09-10,0,surface,55.8136111111111,37.4869444444444
290,14,московское центральное кольцо,Балтийская,,2016-09-10,0,surface,55.8258333333333,37.4961111111111
291,14,московское центральное кольцо,Коптево,,2016-11-01,0,surface,55.8397222222222,37.5202777777778
292,14,московское центральное кольцо,Лихоборы,,2016-09-10,0,surface,55.8472222222222,37.5513888888889
293,15,некрасовская,Нижегородская,,2020-03-27,-22,"column, triple-span",55.7316666666667,37.73
294,15,некрасовская,Стахановская,,2020-03-27,-19,"column, triple-span",55.725,37.7619444444444
295,15,некрасовская,Окская,,2020-03-27,-20,"column, triple-span",55.7186111111111,37.7816666666667
296,15,некрасовская,Юго-Восточная,,2020-03-27,-20,"column, triple-span",55.705,37.8188888888889
297,15,некрасовская,Косино,,2019-06-03,-27,"column, triple-span",55.7033333333333,37.8511111111111
298,15,некрасовская,Улица Дмитриевского,,2019-06-03,-18,"column, double-span",55.71,37.8791666666667
299,15,некрасовская,Лухмановская,,2019-06-03,-15,"column, triple-span",55.7086111111111,37.9002777777778
300,15,некрасовская,Некрасовка,,2019-06-03,-16,"column, double-span",55.7036111111111,37.9263888888889
