corpus,content,n_syllables,duration
Khislavichi,Ну товар.,3,1.1329999999999814
Khislavichi,"Ну. Некому, была я, оставалась одна почти что.",16,5.3089999999999975
Khislavichi,"Не, змеи на Сдвиженье, да.",8,2.7129999999999654
Khislavichi,Тут ?,1,0.5739999999999839
Khislavichi,Дык как  их назвают?,6,1.6610000000000014
Khislavichi,"По семь гектаров. Ну за эти  гектары там сена, если дадут, два тюки.",22,6.600000000000001
Khislavichi,"Ну тут местные дык это в том краю, уже девяносто,",17,4.618000000000009
Khislavichi,"Всякие ж бывали, это сейчас уже  спокойно, молодых нема никого.",23,5.261000000000024
Khislavichi,Она  ходит гулять по старухах.,10,3.7870000000000346
Khislavichi,Чего она  так называется Жанвиль.,12,2.2869999999999777
Khislavichi,И хватит из меня.,6,1.4259999999999875
Khislavichi,"Что тут ? Ну может, раньше что и знали старые, гомонили, а уже таких нема теперь .",27,5.918999999999983
Khislavichi,"Это сейчас всё купленые, эти , готовые, надевай, купляй, да и надевай, раньше ж",27,5.189000000000021
Khislavichi,"Ну. Дык они  в Белоруссии дуже так,",12,3.536000000000002
Khislavichi,"И то раскотят по проходу им, а тогда  они  уже раскладают коровам.",24,5.530000000000001
Khislavichi,"Дык они  за= заведут их туда , а ввечери прриходят забирают.",21,5.866999999999962
Khislavichi,"Ну и в Рудне было гнездо, бутяны,",11,2.691000000000031
Khislavichi,"Да, вот эта б Нинка та  сказала больше чего, она  ж тут",17,5.470000000000027
Khislavichi,"залезут на крышу, комин закроют стеклом,",13,4.156000000000006
Khislavichi,Дык. Так же больше прицепишь.,8,2.302000000000021
Khislavichi,"Этот , их доить.",5,2.0810000000000173
Khislavichi,Ходят купалят. Сейчас тут  некому дуже тоже.,15,3.7690000000000055
Khislavichi,"Да, там ...",2,0.8999999999999986
Khislavichi,Так что...,2,0.9850000000000136
Khislavichi,"Снопок этих, зерновых.",7,2.6399999999999864
Khislavichi,И всё.,2,0.9560000000000172
Khislavichi,"Ну всё это только что, раньше всё...",10,2.382999999999982
Khislavichi,"А он это уже давно оно  было, я сёлето не крестила.",20,4.084000000000003
Khislavichi,Не...,1,0.5450000000000728
Khislavichi,десять и одиннадцать коров.,9,2.282000000000039
Khislavichi,"Ну, заговор, видно, такой она знала.",12,2.8159999999999172
Khislavichi,Ти в огороде что накупалят.,10,3.156000000000006
Khislavichi,"Ну на показ. Что зерновые хорошие, они ж плохие не выберут, а которые хорошие, тогда  чтоб видели, что это хороший урожай.",46,10.609999999999983
Khislavichi,"есть  гадание это, как  на Коляды на эти .",15,4.030000000000001
Khislavichi,"Валёк такой длинный и три кони,",10,3.4559999999999604
Khislavichi,Угу.,2,0.6539999999999964
Khislavichi,"Вон на башне, там , на этом, вот, по де=, по улице по этой.",18,6.397000000000048
Khislavichi,"Как  она  всё, гомонит тоже много всё.",12,3.131999999999948
Khislavichi,Уже тогда  к ней идут все.,8,2.800999999999931
Khislavichi,Ходит. Ко мне другой раз приходит.,10,3.177000000000021
Khislavichi,"И братья  два были, тоже померли.",11,3.8899999999999864
Khislavichi,"Как  так косить, оно  тогда  рассыпается, а как  из этим , оно  ложится и ложится всё так.",29,6.514999999999986
Khislavichi,Ну и зерновые дают.,8,2.34
Khislavichi,А тут  луг там отвели такой.,9,3.690999999999917
Khislavichi,Не знаю.,3,0.6979999999999791
Khislavichi,"Наверное, кто ж их ведает?",9,2.227999999999838
Khislavichi,"у кого, у= даже на= за= как  вот, у нас там еще в Рудне,",17,4.343999999999994
Khislavichi,"В загоне, они ж никуда  не вылезут.",12,2.7060000000000173
Khislavichi,"Эти  не, а то  крупное.",8,2
Khislavichi,"Ну они  вот как  по телевизору, дык по-своему говорят.",19,3.117999999999995
Khislavichi,"Да, ну как  кто знает, уже свои знали, показывают по рукам это всё.",23,5.675999999999988
Khislavichi,Стаж.,1,1.037000000000006
Khislavichi,"Это ничего у нас, хоть мы и колхозных, как  только в мае выгоняют, и всё.",24,7.448000000000093
Khislavichi,"Да, да, тут , в России.",6,2
Khislavichi,"Ну, наверное ж, есть . Кто ж их ведает?",11,3.089000000000169
Khislavichi,"Да, да.",2,0.7129999999999939
Khislavichi,Много у нас умирают.,8,2.1690000000000396
Khislavichi,"Ну что? Ну, спортят это, и всё.",9,2.6000000000000227
Khislavichi,"[путча] щипали, липовые листья.",11,3.27
Khislavichi,Вот наша артистка.,6,1.8079999999999927
Khislavichi,Моего брата дочка.,7,2.0710000000000264
Khislavichi,"А раньше, Господи! И на дороге понаставят всего,",17,4.599999999999994
Khislavichi,"Ну, вот с километр, может,будет и всё, тут, там  ж тоже же ничего нема, всё заросло лесом.",27,7.685000000000059
Khislavichi,Ага.,2,0.5960000000000036
Khislavichi,"Ну так это ж не то что его заставляют, а",14,2.993000000000052
Khislavichi,"Ну рядом вот идут, а ты уже сзади только руководишь, каб они ,",21,3.927000000000021
Khislavichi,"И всё. А так тогда , я, было нас трое.",12,4.316000000000031
