name,dedication
"Библиотека им. Н. А. Некрасова, филиал № 5 г. Нижнего Новгорода",им. Н. А. Некрасова
Усть-Сыновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Специализированная библиотека № 22 им. М. Ю. Лермонтова г. Ульяновска,им. М. Ю. Лермонтова
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Центр семейного чтения им. А. С. Пушкина,им. А. С. Пушкина
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина на ул. Советской,им. В. П. Крапивина
Библиотека-филиал № 4 им. Ю. В. Бондарева,им. Ю. В. Бондарева
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 4 им. А. А. Прокофьева,им. А. А. Прокофьева
Библиотека им. Н. К. Крупской г. Краснодара,им. Н. К. Крупской
Лузская районная библиотека им. В. А. Меньшикова,им. В. А. Меньшикова
Библиотека № 1 им. М. Е. Евсевьева,им. М. Е. Евсевьева
Библиотека-филиал № 7 им. Гайдара г. Орска,им. А. П. Гайдара
Библиотека-филиал № 35 им. А. Ф. Пархаева пгт. Краснобродского,им. А. Ф. Пархаева
Библиотека им. К. Симонова г. Нижнего Новгорода,им. К. Симонова
Пукшинерская сельская библиотека-филиал – центр марийской культуры им. Йывана Кырля,им. Йывана Кырля
Томаровская поселковая библиотека им. И. А. Чернухина,им. И. А. Чернухина
Библиотека им. Н. В. Волкова села Елового,им. Н. В. Волкова
Библиотека № 90 им. А. С. Неверова г. Москвы,им. А. С. Неверова
Библиотека им. М. Е. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Библиотека им. Г. С. Ларковича № 5,им. Г. С. Ларковича
Центральная городская библиотека им. Л. Н. Толстого г. Севастополя,им. Л. Н. Толстого
Центральная библиотека им. И. А. Мухлынина,им. И. А. Мухлынина
Библиотека семейного чтения им. В. Д. Берестова,им. В. Д. Берестова
Качканарская городская библиотека им. Ф. Т. Селянина (взрослая),им. Ф. Т. Селянина
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Библиотека им. Мерзликина – филиал № 4,им. Мерзликина
Кирсинская центральная библиотека им. Г. М. Вяземского,им. Г. М. Вяземского
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Тарусская районная детская библиотека им. Н. В. Богданова,им. Н. В. Богданова
Красноярская городская библиотека им. Н. Добролюбова,им. Н. А. Добролюбова
Центральная библиотека им. В. Маяковского г. Чебоксары,им. В. В. Маяковского
Нившерская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городская библиотека им. А. Н. Ткалуна,им. А. Н. Ткалуна
Центральная районная библиотека им. Анатолия Чмыхало,им. А. Чмыхало
Новосильский библиотечный филиал им. А. А. Ростовцевой,им. А. А. Ростовцевой
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Центральная библиотека им. С. Сулеймановой,им. С. Сулеймановой
Детская библиотека им. Л. А. Кассиля,им. Л. А. Кассиля
Библиотека № 5 им. А. И. Герцена г. Перми,им. А. И. Герцена
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Заборьинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. А. И. Герцена г. Нижнего Новгорода,им. А. И. Герцена
Центральная городская библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Красноярская городская библиотека им. М. Светлова,им. М. Светлова
Центральная межпоселенческая библиотека им. А. Л. Алейнова,им. А. Л. Алейнова
Библиотека им. Р. Солнцева,им. Р. Солнцева
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Октябрьская библиотека им. Н. П. Гурьяновой,им. Н. П. Гурьяновой
Детская библиотека-филиал № 5 им. А. П. Гайдара города Туапсе,им. А. П. Гайдара
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Клинская центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. Е. Р. Дашковой,им. Е. Р. Дашковой
Библиотека им. Александра Ивановича Куприна г. Армавира,им. А. И. Куприна
Центральная библиотека им. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Библиотека им. И. У. Басаргина,им. И. У. Басаргина
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Библиотека семейного чтения им. В. Бианки,им. В. В. Бианки
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Библиотека-филиал № 17 им. М. А. Шолохова,им. М. А. Шолохова
Центральная районная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Модельная специализированная детская библиотека № 24 им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Красноярская городская библиотека им. Ф. Достоевского,им. Ф. М. Достоевского
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Лопатинская сельская библиотека им. В. А. Москвичёва,им. В. А. Москвичёва
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Хоринская центральная межпоселенческая библиотека им. Д. З. Жалсараева,им. Д. З. Жалсараева
Библиотека им. М. Шумилова (филиал № 8),им. М. Шумилова
Центральная библиотека им. И. И. Фешина,им. И. И. Фешина
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Калининская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Красноярская городская библиотека им. Н. Гоголя,им. Н. В. Гоголя
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Библиотека № 13 им. А. В. Луначарского г. Костромы,им. А. В. Луначарского
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Астраханская областная научная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Детско-юношеская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Библиотека им. М. М. Пришвина г. Тюмени,им. М. М. Пришвина
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Викторопольская модельная библиотека – филиал № 1 им. Н. П. Таволжанского,им. Н. П. Таволжанского
Краснобаковская центральная библиотека им. Н. Г. Тумакова,им. Н. Г. Тумакова
Специализированная детская библиотека № 27 им. С. В. Михалкова,им. С. В. Михалкова
Елабужский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Центральная городская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Библиотека им. А. Н. Островского г. Новошахтинска,им. А. Н. Островского
Введено-Готнянская модельная библиотека – филиал № 8 им. В. В. Курбатова,им. В. В. Курбатова
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Библиотека им. Володи Ульянова,им. В. Ульянова
Специализированная библиотека № 4 им. Е. А. Евтушенко,им. Е. А. Евтушенко
Библиотека № 3 им. Леонида Беспрозванного,им. Леонида Беспрозванного
Красноярская городская библиотека им. А. М. Горького,им. А. М. Горького
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Жулановская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городской филиал Ясногорской центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Библиотека им. К. Симонова г. Дзержинска,им. К. Симонова
Зашижемская сельская библиотека им. Ю. С. Розадорского,им. Ю. С. Розадорского
Красноярская городская библиотека им. М. Булгакова,им. М. Булгакова
Библиотека № 2 им. Н. В. Гоголя,им. Н. В. Гоголя
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Центральная библиотека им. Ф. Алиевой г. Каспийска,им. Ф. Алиевой
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Библиотека им. А. Д. Знаменского,им. А. Д. Знаменского
Библиотеки им. Маяковского – филиал № 1,им. В. В. Маяковского
Центральная библиотека им. Р. Гамзатова г. Кизилюрта,им. Р. Гамзатова
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Филиал № 2 – библиотека им. Декабристов,им. Декабристов
Библиотека № 4 им. В. В. Маяковского г. Перми,им. В. В. Маяковского
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Аннинская центральная библиотека им. Е. П. Ростопчиной,им. Е. П. Ростопчиной
Библиотека им. А. С. Серафимовича г. Нижнего Новгорода,им. А. С. Серафимовича
Библиотека им. К. Д. Воробьева,им. К. Д. Воробьева
Библиотека им. Н.А. Некрасова,им. Н. А. Некрасова
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Валуйский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Библиотека № 8 им. В. А. Кораблинова г. Воронежа,им. В. А. Кораблинова
Центральная городская библиотека им. А. А. Азовского,им. А. А. Азовского
Центральная городская детская библиотека им. И. А. Докукина,им. И. А. Докукина
Детская библиотека № 3 им. И. А. Крылова,им. И. А. Крылова
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Центральная городская библиотека им. А. С. Пушкина г. Симферополя,им. А. С. Пушкина
Опочецкая районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. И. С. Тургенева г. Новосибирска,им. И. С. Тургенева
Библиотека № 9 им. А. В. Жигулина,им. А. В. Жигулина
Уинская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Центральная детская библиотека им. Л. Чайкиной,им. Л. Чайкиной
Центральная детская библиотека им. А. П. Гайдара г. Каменск-Шахтинского,им. А. П. Гайдара
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Библиотека им. Н. Полоруссова-Шелеби,им. Н. Полоруссова-Шелеби
Филиал № 10 – библиотека им. В. М. Шукшина г. Нижнего Новгорода,им. В. М. Шукшина
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Библиотека семейного чтения № 2 им. М. Горького,им. М. Горького
Библиотека № 4 им. М. Соколова,им. М. Соколова
Библиотека им. Н. А. Некрасова г. Алдана,им. Н. А. Некрасова
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Библиотека им. Ю. Ф. Федотова,им. Ю. Ф. Федотова
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Корткеросская центральная библиотека им. М. Н. Лебедева,им. М. Н. Лебедева
Библиотека-филиал № 11 им. К. Г. Паустовского,им. К. Г. Паустовского
Библиотека № 7 им. В. А. Закруткина,им. В. А. Закруткина
Библиотека им. Ю. П. Кузнецова,им. Ю. П. Кузнецова
Детская библиотека № 6 им. В. В. Бианки,им. В. В. Бианки
Центральная городская библиотека им. А. Н. Арцибашева,им. А. Н. Арцибашева
Юрасовская сельская библиотека им. Н. И. Костомарова,им. Н. И. Костомарова
Центральная детская библиотека им. А. C. Макаренко г. Евпатории,им. А. C. Макаренко
Центральная городская библиотека им. Ф. М. Достоевского г. Назарово,им. Ф. М. Достоевского
Молодежная библиотека – филиал № 18 им. М. Горького,им. М. Горького
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Центральная детская библиотека им. С. Маршака г. Бузулука,им. С. Я. Маршака
Колыванская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Центральная городская библиотека им. П. П. Бажова,им. П. П. Бажова
Центральная районная библиотека им. Г. А. Пирожникова,им. Г. А. Пирожникова
Центральная городская библиотека им. А. Вампилова,им. А. Вампилова
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Библиотека им. Д. С. Лихачёва г. Кирово-Чепецка,им. Д. С. Лихачёва
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Детская библиотека им. А. М. Матросова,им. А. М. Матросова
Специализированная библиотека № 15 им. Н. Н. Благова,им. Н. Н. Благова
Свердловская областная специальная библиотека для незрячих и слабовидящих им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная библиотека им. А. Шогенцукова,им. А. Шогенцукова
Детский отдел Центральной библиотеки им. К. А. Кислова,им. К. А. Кислова
Библиотека № 7 им. Б. С. Житкова,им. Б. С. Житкова
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Цепочкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Библиотека № 14 им. Б. А. Порфирьева,им. Б. А. Порфирьева
Центральная детская библиотека им. Гайдара г. Зеленодольска,им. А. П. Гайдара
Юношеская библиотека № 14 им. И. Сельвинского,им. И. Сельвинского
Туртапинская сельская библиотека им. В. Л. Силаева,им. В. Л. Силаева
Центральная библиотека им. К. Г. Паустовского п. Базарный Сызган,им. К. Г. Паустовского
Библиотека № 35 им. Б. И. Стукалина,им. Б. И. Стукалина
Центральная районная библиотека им. А. С. Пушкина г. Санкт-Петербурга,им. А. С. Пушкина
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,им. А. П. Гайдара
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Библиотека № 9 им. Федора Наумова,им. Федора Наумова
Белоевская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. А. Грина,им. А. С. Грина
Центральная детская библиотека им. А. В. Митяева,им. А. В. Митяева
Городская библиотека семейного чтения им. Дмитриева,им. Дмитриева
Детская библиотека им. Ф. Э. Дзержинского,им. Ф. Э. Дзержинского
Библиотека им. П. Хузангая (филиал № 20),им. П. Хузангая
Библиотека им. Д. С. Лихачева,им. Д. С. Лихачева
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Библиотека-филиал № 3 им. И. П. Котляревского,им. И. П. Котляревского
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Сорвижская сельская библиотека им. Т. И. Смертиной,им. Т. И. Смертиной
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Железногорская межпоселенческая библиотека им. Н. М. Перовского,им. Н. М. Перовского
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Молодежная библиотека им. К. Чуковского – филиал № 1,им. К. И. Чуковского
Библиотека-филиал № 1 им. П. А. Павленко,им. П. А. Павленко
Центральная детская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Детская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Детская библиотека им. Ю. А. Гагарина,им. Ю. А. Гагарина
Центральная районная библиотека им. К. Л. Мхце,им. К. Л. Мхце
Детская библиотека № 5 им. Е. Ф. Трутневой,им. Е. Ф. Трутневой
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Лальская городская библиотека им. И. С. Пономарева,им. И. С. Пономарева
Вильвенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная межпоселенческая библиотека им. И. А. Куратова,им. И. А. Куратова
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Центральная библиотека им. В. Т. Слипенчука с. Черниговка,им. В. Т. Слипенчука
Центральная районная детская библиотека им. А. Пешкова,им. А. Пешкова
Библиотека им. В. И. Даля,им. В. И. Даля
Детская библиотека им. М. Ю. Лермонтова г. Любима,им. М. Ю. Лермонтова
Детская библиотека – филиал № 7 им. Г. А. Черкашина,им. Г. А. Черкашина
Центральная городская детская библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Библиотека № 19 им. И. С. Тургенева,им. И. С. Тургенева
Детская библиотека им. А. М. Береснева г. Кемерово,им. А. М. Береснева
Центральная городская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
Тавровская поселенческая библиотека им. Ю. Н. Говорухо-Отрока – филиал № 27,им. Ю. Н. Говорухо-Отрока
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Модельная библиотека № 14 им. митрополита Макария (Булгакова) г. Старый Оскол,им. митрополита Макария
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Половодовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. И. К. Калашникова,им. И. К. Калашникова
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Культурный центр семейного чтения и досуга им. А. П. Гайдара,им. А. П. Гайдара
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. С. В. Михалкова,им. С. В. Михалкова
Библиотека им. А. Н. Радищева,им. А. Н. Радищева
Дульдургинская межпоселенческая центральная библиотека им. Ж. Тумунова,им. Ж. Тумунова
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
Центральная детская библиотека им. А. П. Гайдара г. Дивногорска,им. А. П. Гайдара
Библиотека-филиал им. П. И. Мельникова-Печерского,им. П. И. Мельникова-Печерского
Библиотека им. З. Космодемьянской г. Нижнего Новгорода,им. З. Космодемьянской
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Библиотека им. С. Я. Маршака г. Санкт-Петербурга,им. С. Я. Маршака
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Центральная городская муниципальная библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Городская библиотека № 1 им. А. П. Чехова,им. А. П. Чехова
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. Горького,им. М. Горького
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Центральная библиотека им. Героя Советского Союза А. Н. Пайкова п. Воскресенского,им. А. Н. Пайкова
Библиотека им. П. Васильева,им. П. Васильева
Красноярская городская детская библиотека им. П. Бажова,им. П. П. Бажова
Библиотека им. И. М. Киселева,им. И. М. Киселева
Центральная городская детская библиотека им. Гайдара,им. А. П. Гайдара
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная районная библиотека им. С. С. Сурун-оола,им. С. С. Сурун-оола
Центральная детская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Библиотека им. А. И. Недогонова,им. А. И. Недогонова
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Модельная библиотека-филиал им. Н. К. Крупской,им. Н. К. Крупской
Центральная детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Межпоселенческая центральная библиотека им. С. А. Королева,им. С. А. Королева
Нердвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Зерноградская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Приморская краевая библиотека им. А. М. Горького,им. А. М. Горького
Библиотека № 5 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека им. М. Горького г. Новочеркасск,им. М. Горького
Красноярская городская библиотека семейного чтения им. Р. Солнцева,им. Р. Солнцева
Библиотека-филиал № 4 им. Н. К. Крупской,им. Н. К. Крупской
Большенеклиновский отдел им. В. Г. Саранских с. Большая Неклиновка,им. В. Г. Саранских
Детская библиотека № 19 им. В. П. Стародумова г. Иркутска,им. В. П. Стародумова
Детско-юношеская библиотека – филиал № 1 им. В. И. Лихоносова г. Анапы,им. В. И. Лихоносова
Центральная детская библиотека им. А. П. Гайдара г. Ачинска,им. А. П. Гайдара
Центральная районная библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Центральная районная библиотека им. И. Г. Истомина,им. И. Г. Истомина
Пушкарская сельская библиотека им. Т. Рыжовой,им. Т. Рыжовой
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Жерлыкская поселенческая библиотека им. И. Ф. Котляра,им. И. Ф. Котляра
Библиотека им. А. Пушкина г. Азова,им. А. С. Пушкина
Библиотека им. В. Яна (библиотека-филиал № 7),им. В. Яна
Библиотека им. П. Хузангая,им. П. Хузангая
Межпоселенческая центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека им. Ю. Р. Кисловского,им. Ю. Р. Кисловского
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Детский информационный центр им. Л. Кассиля,им. Л. А. Кассиля
Библиотека семейного чтения им. М. Горького,им. М. Горького
Троицкосунгурская модельная библиотека им. М. А. Шолохова,им. М. А. Шолохова
Центральная библиотека им. А. В. Луначарского г. Кропоткина,им. А. В. Луначарского
Библиотека № 8 им. П. С. Кириллова,им. П. С. Кириллова
Библиотека № 1 им. А. С. Грибоедова. Отдел чтения для детей и юношества,им. А. С. Грибоедова
Детская библиотека № 13 с. п. им. М. Горького,им. М. Горького
Библиотека № 1 им. Н. А. Островского,им. Н. А. Островского
Центральная районная библиотека им. А. С. Пушкина п. Сокольское,им. А. С. Пушкина
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина,им. В. П. Крапивина
Центральная городская публичная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека им. М. А. Шолохова г. Шахты,им. М. А. Шолохова
Центральная районная библиотека им. М. Горького,им. М. Горького
Грайворонская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Кабардино-Балкарская республиканская детская библиотека им. Бекмурзы Пачева,им. Бекмурзы Пачева
Центральная улусная модельная библиотека им. Н. М. Рыкунова,им. Н. М. Рыкунова
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Детская библиотека с. им. Полины Осипенко,им. Полины Осипенко
Городская библиотека им. Н. В. Гоголя г. Саки,им. Н. В. Гоголя
Сельская библиотека им. Н. А. Некрасова д. Грешнево,им. Н. А. Некрасова
Емецкая библиотека им. Н. М. Рубцова,им. Н. М. Рубцова
Иркутская областная библиотека им. И. И. Молчанова-Сибирского,им. И. И. Молчанова-Сибирского
Библиотека семейного чтения им. А. С. Пушкина г. Дзержинска,им. А. С. Пушкина
Межпоселенческая центральная районная библиотека им. И. Г. Зиненко,им. И. Г. Зиненко
Красногорская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Свердловская областная универсальная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека им. Н. Островского,им. Н. А. Островского
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
Библиотека им. А. А. Фета г. Орла,им. А. А. Фета
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Межпоселенческая библиотека Амурского района им. К. Р. Выборова,им. К. Р. Выборова
Судинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Историко-краеведческая библиотека им. И. И. Василёва,им. И. И. Василёва
Центральная районная библиотека им. И. П. Мордвинова,им. И. П. Мордвинова
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Библиотека национальных литератур России и зарубежных стран им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека им. И. М. Лаврова г. Новосибирска,им. И. М. Лаврова
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Филиал № 5 – библиотека им. К. А. Тимирязева г. Нижнего Новгорода,им. К. А. Тимирязева
Филиал № 9 – библиотека им. В. И. Чапаева г. Нижнего Новгорода,им. В. И. Чапаева
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Воронежская областная специальная библиотека для слепых им. В. Г. Короленко,им. В. Г. Короленко
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красненская сельская библиотека-клуб им. Г. С. Малеванкиной,им. Г. С. Малеванкиной
Троицкая сельская библиотека им. В. И. Ренова,им. В. И. Ренова
Библиотечно-информационный центр им. П. И. Бартенева,им. П. И. Бартенева
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Библиотека им. А. Беляева,им. А. Р. Беляева
Троицко-Печорская межпоселенческая центральная библиотека им. Г. А. Фёдорова,им. Г. А. Фёдорова
