name,dedication
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Нижнепенская модельная библиотека-филиал № 21 им. А. Д. Алексейченко,им. А. Д. Алексейченко
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Библиотека им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Красноярская городская библиотека им. С. Есенина,им. С. А. Есенина
Новоусадская сельская библиотека-филиал им. В. П. Вахтерова,им. В. П. Вахтерова
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека-филиал № 7 им. Ф. В. Гладкова,им. Ф. В. Гладкова
Центральная городская библиотека им. Гоголя,им. Н. В. Гоголя
Библиотека им. П. П. Бажова г. Новосибирска,им. П. П. Бажова
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Саратовская областная библиотека для детей и юношества им. А. С. Пушкина,им. А. С. Пушкина
Дебесская районная библиотека им. С. П. Широбокова,им. С. П. Широбокова
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Краснодарская краевая универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. А. С. Пушкина г. Сургута,им. А. С. Пушкина
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Детская центральная библиотека им. П. П. Ершова,им. П. П. Ершова
Библиотека им. Н. Н. Муравьева-Амурского г. Владивостока,им. Н. Н. Муравьева-Амурского
Детская библиотека им. Зои Космодемьянской,им. З. Космодемьянской
Центральная библиотека им. Н. И. Кочина,им. Н. И. Кочина
Центральная библиотека им. А. С. Пушкина п. Переволоцкого,им. А. С. Пушкина
Борисоглебская центральная городская библиотека им. В. Кина,им. В. Кина
Краеведческая библиотека им. А. Ф. Землянского,им. А. Ф. Землянского
Библиотека им. Н. К. Крупской г. Новосибирска,им. Н. К. Крупской
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Красноярская городская библиотека им. Н. Чернышевского,им. Н. Чернышевского
Городская библиотека им. В. М. Шукшина г. Сосновоборска,им. В. М. Шукшина
Алтынайская сельская библиотека им. К. А. Некрасовой,им. К. А. Некрасовой
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Областная детская библиотека им. И. А. Крылова,им. И. А. Крылова
Библиотека им. А. С. Попова,им. А. С. Попова
Библиотека-филиал № 16 «Зал семейного чтения им. А. П. Гайдара»,им. А. П. Гайдара
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
Центральная городская библиотека им. И. А. Новикова,им. И. А. Новикова
Залазнинская сельская библиотека им. И. В. Алфимова,им. И. В. Алфимова
Детская библиотека им. А. П. Гайдара г. Курган,им. А. П. Гайдара
Емашинская сельская модельная библиотека им. Ф. Н. Баишева,им. Ф. Н. Баишева
Библиотека Петровского сельского поселения им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Библиотека № 17 им. А. С. Макаренко,им. А. С. Макаренко
Библиотека-филиал № 6 им. И. А. Гончарова,им. И. А. Гончарова
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Красноярская городская библиотека им. Т. Шевченко,им. Т. Г. Шевченко
Яйвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Н. К. Крупской г. Нижнего Новгорода,им. Н. К. Крупской
Библиотека им. М. Горького г. Лесосибирска,им. М. Горького
Межпоселенческая центральная библиотека им. братьев В. и Э. Сафоновых,им. братьев В. и Э. Сафоновых
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Библиотека № 16 им. Н. А. Добролюбова,им. Н. А. Добролюбова
Зеленецкая библиотека-филиал им. А. А. Лыюрова,им. А. А. Лыюрова
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Библиотека № 6 им. Ф. Ф. Павленкова с. Ваньки,им. Ф. Ф. Павленкова
Детско-юношеская библиотека им. И. С. Тургенева г. Новочеркасска,им. И. С. Тургенева
Библиотека им. П. А. Заломова г. Нижнего Новгорода,им. П. А. Заломова
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Подосиновская центральная библиотека им. А. А. Филева,им. А. А. Филева
Карсунская центральная библиотека им. Н. М. Языкова,им. Н. М. Языкова
Хлевищенская модельная библиотека им. Н. П. Рыжих,им. Н. П. Рыжих
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Бежецкая центральная библиотека им. В. Я. Шишкова,им. В. Я. Шишкова
Библиотека семейного чтения им. С. Маршака,им. С. Я. Маршака
Кайская сельская библиотека-филиал им. М. М. Синцова,им. М. М. Синцова
Модельная библиотека им. Яныбая Хамматова с. Серменево,им. Яныбая Хамматова
Библиотека им. Н. А. Некрасова г. Новосибирска,им. Н. А. Некрасова
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Библиотека им. Маяковского – филиал № 3,им. В. В. Маяковского
Библиотека-филиал им. М. В. Ломоносова г. Нижнего Новгорода,им. М. В. Ломоносова
Специальная городская библиотека искусств им. А. С. Пушкина,им. А. С. Пушкина
Тугулымская центральная районная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. К. Маркса г. Новосибирска,им. К. Маркса
Библиотека им. Г. Е. Юрова,им. Г. Е. Юрова
Центральная библиотека им. Олега Чупрова,им. Олега Чупрова
Никольская поселенческая библиотека им. А. К. Филатова,им. А. К. Филатова
Библиотека им. Л. Красина,им. Л. Красина
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Библиотека им. М. Светлова – литературно-эстетический центр,им. М. Светлова
Алапаевская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Центральная детская модельная библиотека им. В. И. Воробьева,им. В. И. Воробьева
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Черкизовская библиотека им. Д. Кедрина,им. Д. Кедрина
Новомирская сельская библиотека-филиал им. А. Б. Нейдгарта,им. А. Б. Нейдгарта
Городская библиотека им. В. А. Замыслова,им. В. А. Замыслова
Хвалынская межпоселенческая центральная библиотека им. С. С. Наровчатова,им. С. С. Наровчатова
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка г. Ирбита,им. Д. Н. Мамина-Сибиряка
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Красноярская городская детская библиотека им. О. Кошевого,им. О. Кошевого
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Библиотека им. А. П. Чехова г. Новочеркасска,им. А. П. Чехова
Молодежная библиотека им. И. Тургенева – филиал № 18,им. И. С. Тургенева
"Гулькевичская городская детская библиотека им. К. Симонова, филиал № 1",им. К. Симонова
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Алтайская краевая детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Кувинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная универсальная научная библиотека им. Н. А. Некрасова (филиал № 1),им. Н. А. Некрасова
Детская библиотека-филиал № 15 им. С. Я. Маршака,им. С. Я. Маршака
Филатовская сельская библиотека им. Г. Н. Веговой,им. Г. Н. Веговой
Библиотека-филиал № 3 им. И. А. Бурмистрова,им. И. А. Бурмистрова
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Библиотека-филиал им. В. Г. Короленко,им. В. Г. Короленко
Библиотека-филиал им. Н. В. Гоголя г. Нижнего Новгорода,им. Н. В. Гоголя
Библиотека-филиал № 10 им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская детская библиотека им. Ю. Гагарина,им. Ю. А. Гагарина
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 2),им. Л. А. Кассиля
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Центральная библиотека им. А. П. Чехова г. Владивостока,им. А. П. Чехова
Библиотека-филиал № 9 им. А. Ахматовой,им. А. А. Ахматовой
Модельная центральная библиотека им. В. Н. Татищева,им. В. Н. Татищева
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Верх-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Библиотека им. С. Кучина,им. С. Кучина
Молодежная библиотека им. А. П. Чехова г. Благовещенска,им. А. П. Чехова
Синегорская сельская библиотека им. Е. И. Кострова,им. Е. И. Кострова
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Библиотека № 12 им. Н. А. Некрасова,им. Н. А. Некрасова
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Национальная библиотека Чеченской Республики им. А. А. Айдамирова,им. А. А. Айдамирова
Жешартская библиотека им. С. А. Попова,им. С. А. Попова
Арбажская центральная библиотека им. А. П. Батуева,им. А. П. Батуева
Библиотека № 44 им. В. Г. Короленко (филиал № 2),им. В. Г. Короленко
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Казачинская межпоселенческая центральная библиотека им. героя советского союза И. П. Герасимова,им. И. П. Герасимова
Библиотека им. А. П. Чехова г. Дзержинска,им. А. П. Чехова
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красноярская городская детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Удомельская центральная библиотека им. Н. А. Зворыкина,им. Н. А. Зворыкина
Филиал № 7 – библиотека им. Ф. Э. Дзержинского г. Нижнего Новгорода,им. Ф. Э. Дзержинского
Библиотека им. А. Н. Толстого Московского района Нижнего Новгорода,им. А. Н. Толстого
Республиканская специальная библиотека для слепых и слабовидящих им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека-филиал им. Ленинского комсомола,им. Ленинского комсомола
Шушенская центральная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Библиотека № 16 им. Г. Жукова,им. Г. Жукова
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
