corpus,content,n_syllables,duration
Khislavichi,десять и одиннадцать коров.,9,2.282000000000039
Khislavichi,"Дык а чего там, если не живой?",10,2.149000000000001
Khislavichi,"Да, да.",2,0.7129999999999939
Khislavichi,Ну то  яйцо тогда  крупнейшее.,10,2.7309999999999945
Khislavichi,"Да, вот эта б Нинка та  сказала больше чего, она  ж тут",17,5.470000000000027
Khislavichi,"Особо там в Рудне был немой, тогда  как  побежит по деревне, как  закричит, а все вс=",25,5.427999999999997
Khislavichi,"а тогда  уже они , а я уже с бидонами  с пустыми, с ведрами с этими  еду домой одна.",30,6.7650000000001
Khislavichi,Она  ходит гулять по старухах.,10,3.7870000000000346
Khislavichi,"есть , их не устережешь, стоять тогда  голову задравши каб, как  отойдешь,",22,6.477999999999952
Khislavichi,Уже тогда  к ней идут все.,8,2.800999999999931
Khislavichi,"А сейчас всё колхоз, и техникой посеют, и уберут техникой.",20,9.100000000000025
Khislavichi,А.,1,0.7460000000000377
Khislavichi,Картошку сеяли.,6,1.7719999999999914
Khislavichi,Угу.,2,0.6490000000000009
Khislavichi,"Да, да. Да, каждый год.",6,2.3700000000000045
Khislavichi,Тоже.,2,0.5300000000000864
Khislavichi,"Вот из чего, лозу ти что это сделают,",13,4.176999999999964
Khislavichi,Ну бороны.,4,1.1990000000000125
Khislavichi,На Крещение.,5,1.1750000000000114
Khislavichi,"три, три бороны.",5,1.7139999999999986
Khislavichi,Угу.,2,0.6400000000001
Khislavichi,"и вот морда распухнет и всё это тогда , оно  ж видно, что змея укусила.",24,5.793999999999983
Khislavichi,Много у нас умирают.,8,2.1690000000000396
Khislavichi,"яровые, всякие.",7,2.117000000000018
Khislavichi,"Что раньше когда  что было, дак это...",11,2.492999999999995
Khislavichi,"Ну приезжаешь и идешь тогда , просишь ее, каб пошептала.",19,4.543999999999983
Khislavichi,"У нас же паев по семь гектаров, тогда  раньше там давали, ну и тут так само.",24,6.13
Khislavichi,"А так... У нас больших нема, как  по телевизору другой раз показывают, дык а боже ж мой какие , большие.",34,8.03599999999983
