language,glottocode,latitude,longitude,value
Pagu,pagu1249,1.2134,127.78,present
North Marquesan,nort2845,-8.89412,-140.108,present
Jaminjung-Ngaliwurru,djam1255,-15.0558,130.06,present
Sukuma,suku1261,-3.16082,32.8765,present
Axamb,axam1237,-16.4838,167.707,present
San Andres Creole English,sana1297,12.55352,-81.70425,present
Iquito,iqui1243,-3.31233,-73.97046,present
Chamorro,cham1312,13.438011,144.74474,present
West Uvean,west2516,-20.4145,166.589,present
Udihe,udih1248,46.6309,135.678,present
Second Mesa,seco1242,35.7653,-110.535,present
Gela,gela1263,-9.04587,160.186,present
Pulaar,pula1263,13.8694,-13.4482,present
Zayse-Zergulla,zays1235,5.83747,37.3409,present
Dagbani,dagb1246,9.64745,-0.43227,present
Tunni,tunn1238,1.06167,43.6847,present
Kotiria,guan1269,1.07554,-69.5705,present
South Saami,sout2674,62.8801,13.7006,present
Purepecha,pure1242,19.2467,-101.631,present
Mele-Fila,mele1250,-17.6841,168.275,present
Gaam,gaam1241,11.4674,33.9797,present
Bori-Karko,bori1243,27.62812,94.3538,present
Lembena,lemb1266,-4.99504,143.891,present
Quileute,quil1240,47.9106,-124.603,present
Galician,gali1258,42.2446,-7.5343,present
Sichuan Yi,sich1238,28.1947,102.121,present
Torres Strait-Lockhart River Creole,torr1261,-11.066,142.692,present
Central Maewo,cent2058,-15.0784,168.135,present
Tektiteko,tekt1235,15.4599,-92.1136,present
Saya,saya1246,9.69441,9.71748,present
Panamint,pana1305,36.0007,-117.901,present
Atayal,atay1247,24.5209,121.388,present
Uripiv-Wala-Rano-Atchin,urip1239,-16.00951,167.34643,present
Kosraean,kosr1238,5.31,162.98,present
Plautdietsch,plau1238,49.578028,-109.353868,present
Xokleng,xokl1240,-26.9217,-49.5886,present
Old Malay,oldm1243,-0.648259,103.353479,present
Phom Naga,phom1236,26.4715,94.7476,present
Tikar,tika1246,5.87004,11.6104,present
Bambam,bamb1270,-3.02759,119.201,present
Cocos Islands Malay,coco1260,-12.193342,96.833679,present
Selaru,sela1259,-8.18376,130.961,present
Arhuaco,arhu1242,10.7018,-73.6363,present
Coptic,copt1239,29.472,31.2053,present
Mangareva,mang1401,-23.1095,-134.97,present
Pa'a,paaa1242,11.0175,9.30091,present
Tuwuli,tuwu1238,7.31095,0.38008,present
Siamou,siam1242,10.998,-4.92143,present
Nubi,nubi1253,-0.183215,34.7552,present
Hulaulá,hula1244,31.9111,43.4865,present
Sanaani Arabic,sana1295,15.6552,44.8412,present
Aiton,aito1238,26.5145,92.3169,present
Masana,masa1322,10.0606,15.4748,present
Birri,birr1240,5.33,24.6,present
Upper Chehalis,uppe1439,46.7981,-123.169,present
Northern Lushootseed,lush1252,48.42,-122.529,present
Twana,twan1247,47.7419,-121.765,present
Central Dusun,cent2100,6.02998,116.681,present
Xinka-Jumaytepeque,xink1235,14.341898,-90.256519,present
Mwaghavul,mwag1236,9.47205,8.96522,present
Zoogocho Zapotec,zoog1238,17.2016,-96.3433,present
Batha,bath1248,12.188285,12.360552,present
Maiani,maia1253,-4.55066,145.239,present
Cofán,cofa1242,0.276675,-77.0643,present
Takuu,taku1257,-4.773094,157.032085,present
Lele (Chad),lele1276,9.158,15.81149,present
Navajo,nava1243,36.33,-109.38,present
Bilibil,bilb1241,-5.26505,145.764,present
Southwest Tanna,sout2869,-19.57953,169.35603,present
Mende (Sierra Leone),mend1266,7.90935,-10.9926,present
Nyulnyul,nyul1247,-16.9129,122.851,present
Tukang Besi North,tuka1248,-5.30994,123.578,present
Ignaciano,igna1246,-15.1188,-65.3993,present
Yakoma,yako1252,4.1651,22.1702,present
Bandial,band1340,12.5258,-16.4245,present
Basque,basq1248,43.2787,-1.31622,present
Waray (Philippines),wara1300,11.4911,125.012,present
Coeur d'Alene,coeu1236,47.2958,-116.715,present
Ben Tey Dogon,bent1238,14.78,-2.94,present
Ga,gaaa1244,5.65488,-0.18598,present
Blablanga,blab1237,-8.15058,159.419,present
Icelandic,icel1247,63.4837,-19.0212,present
Seke (Vanuatu),seke1241,-15.8839,168.197,present
Lusengo,luse1252,0.16988,18.3991,present
Pangasinan,pang1290,15.9377,120.365,present
Baram Kayan,bara1370,3.51211,114.482,present
Tugun,tugu1245,-7.72555,126.7,present
Sikule,siku1242,2.69113,95.9636,present
Bilua,bilu1245,-7.92388,156.663,present
Bambassi,bamb1262,9.82554,34.6522,present
Namakura,nama1268,-16.8979,168.569,present
