road_id,longitude,latitude
1781,7.72841999999946,36.7841200000003
1781,7.73374999999942,36.7978199999998
1781,7.74365000000034,36.8377999999993
1781,7.75012000000061,36.8699699999997
1781,7.75202999999965,36.8808200000003
1781,7.75336000000061,36.8887200000008
113,13.1960999999992,48.6162899999999
113,13.2109700000001,48.6085500000008
113,13.2294099999999,48.6008199999997
113,13.2775999999994,48.5978500000001
113,13.3186399999995,48.5954700000002
113,13.3632600000001,48.5889200000001
113,13.3935999999994,48.5740499999993
113,13.4114399999999,48.5704800000003
113,13.4869899999994,48.5669099999996
113,13.5131700000002,48.5782199999994
113,13.5280399999992,48.57762
113,13.5446900000006,48.5597799999996
113,13.5666999999994,48.55026
113,13.6023999999998,48.5544200000004
113,13.6261900000009,48.5472800000007
113,13.6487899999993,48.5294400000003
113,13.7029299999995,48.5032599999995
113,13.7237499999992,48.4943399999993
113,13.76836,48.4628100000009
113,13.7939399999996,48.4509099999996
113,13.8129800000006,48.4408000000003
113,13.8349899999994,48.4336600000006
113,13.8801999999996,48.4068900000002
113,13.9105400000008,48.3908300000003
113,13.9289800000006,48.3765600000006
113,13.9765700000007,48.3521700000001
113,13.9908400000004,48.3420499999993
113,13.9961999999996,48.3259899999994
113,14.0146399999994,48.3140999999996
113,14.08007,48.2962499999994
113,14.1038700000008,48.2962499999994
113,14.1615700000002,48.3075499999995
113,14.1823899999999,48.3087400000004
113,14.2389000000003,48.2974400000003
113,14.2829199999996,48.2992200000008
113,14.2817300000006,48.2748300000003
113,14.2502000000004,48.2575799999995
29,35.0211500000005,38.9733699999997
29,35.06041,38.95291
29,35.0800299999992,38.9395999999997
29,35.0944099999997,38.9252799999995
29,35.1126999999997,38.9119699999992
29,35.1375399999997,38.9047800000008
1478,4.0983699999997,34.6513900000009
1478,4.10407999999916,34.6785199999995
1478,4.11644999999953,34.7108800000005
1478,4.1250199999995,34.7527599999994
1478,4.13644000000022,34.7984400000005
1478,4.14595999999983,34.8336600000002
1478,4.14785999999913,34.8679200000006
1478,4.15452000000005,34.8850600000005
1478,4.14405000000079,34.9097999999994
1478,4.13738999999987,34.9383600000001
1478,4.12787000000026,34.9669099999992
1478,4.12311000000045,35.0011699999995
1478,4.1221600000008,35.0325799999991
1478,4.12311000000045,35.0582799999993
