name,dedication
Софринская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Модельная детская библиотека-филиал № 17 им. С. Я. Маршака,им. С. Я. Маршака
Ряжская городская библиотека № 2 им. В. Силкина,им. В. Силкина
Центральная городская библиотека им. А. Грина,им. А. С. Грина
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная детская библиотека им. А. М. Горького,им. А. М. Горького
Центральная библиотека им. М. М. Зощенко,им. М. М. Зощенко
Центральная библиотека им. Н. Рубцова,им. Н. М. Рубцова
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Библиотека № 37 им. В. А. Добрякова,им. В. А. Добрякова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Сунтарская районная библиотека им. Л. А. Попова,им. Л. А. Попова
Библиотека им. К. Д. Воробьева,им. К. Д. Воробьева
Александровск-Сахалинская центральная библиотека им. М. С. Мицуля,им. М. С. Мицуля
Центральная городская детская библиотека им. И. А. Докукина,им. И. А. Докукина
Красноярская городская библиотека им. М. Булгакова,им. М. Булгакова
Луковецкая библиотека им. Ю. Т. Мамонтова,им. Ю. Т. Мамонтова
Просветительский центр им. С. Т. Аксакова «Аленький цветочек»,им. С. Т. Аксакова
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Модельная детская библиотека им. Н. Ш. Куулар,им. Н. Ш. Куулар
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Шушенская центральная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека им. В. В. Маяковского,им. В. В. Маяковского
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Карсунская центральная библиотека им. Н. М. Языкова,им. Н. М. Языкова
Центральная районная детская библиотека им. Н. А. Зайцева,им. Н. А. Зайцева
Центральная библиотека им. П. Д. Аввакумова,им. П. Д. Аввакумова
Центральная детская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Библиотека-филиал № 5 им. В. В. Вишневского,им. В. В. Вишневского
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Библиотека им. М. Горького г. Кургана,им. М. Горького
Центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. Н. Полоруссова-Шелеби,им. Н. Полоруссова-Шелеби
Карабановская городская библиотека им. Ю. Н. Худова,им. Ю. Н. Худова
Городская библиотека № 4 им. К. С. Бадигина г. Пензы,им. К. С. Бадигина
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная районная библиотека им. 1 Мая,им. 1 Мая
Библиотека-филиал № 4 им. Н. К. Крупской,им. Н. К. Крупской
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Центральная межпоселенческая библиотека им. В. В. Юхнина с. Объячево,им. В. В. Юхнина
Центральная районная детская библиотека им. А. В. Кольцова,им. А. В. Кольцова
Жулановская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. А. А. Азовского,им. А. А. Азовского
Библиотека «Таврика» им. А. Х. Стевена – научная библиотека Центрального музея Тавриды,им. А. Х. Стевена
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Свердловская областная универсальная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Центральная библиотека им. А. С. Пушкина г. Ногинска,им. А. С. Пушкина
Библиотека им. Р. Солнцева,им. Р. Солнцева
Библиотека № 17 им. Ф. Ф. Павленкова с. Фоки,им. Ф. Ф. Павленкова
Центральная районная библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
Центральная районная библиотека им. А. С. Пушкина г. Нижний Новгород,им. А. С. Пушкина
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 1),им. И. З. Сурикова
Детская библиотека им. А. Чехова,им. А. П. Чехова
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Красногорская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Центральная городская детская библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Библиотека им. Н. Островского,им. Н. А. Островского
Слудская библиотека им. А. В. Некрасова,им. А. В. Некрасова
Библиотека им. М. М. Пришвина г. Тюмени,им. М. М. Пришвина
Библиотека-филиал № 10 им. А. С. Пушкина,им. А. С. Пушкина
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Юрасовская сельская библиотека им. Н. И. Костомарова,им. Н. И. Костомарова
Республиканская детская библиотека Республики Татарстан им. Роберта Миннуллина,им. Роберта Миннуллина
Городская детская библиотека им. В. Д. Давыдовой,им. В. Д. Давыдовой
Центральная городская библиотека им. Н. Крупской,им. Н. К. Крупской
Центральная детская библиотека им. Г. Г. Поротова,им. Г. Г. Поротова
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Центральная городская библиотека им. А. М. Каутского,им. А. М. Каутского
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Центральная районная детская библиотека им. В. Г. Белинского г. Нижнего Новгорода,им. В. Г. Белинского
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Емецкая библиотека им. Н. М. Рубцова,им. Н. М. Рубцова
Библиотека-филиал № 22 им. Е. А. Баратынского,им. Е. А. Баратынского
Красноярская городская библиотека им. А. Блока,им. А. А. Блока
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Чернохолуницкая сельская библиотека им. В. А. Труфакина,им. В. А. Труфакина
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Воробьевская библиотека им. А. А. Романова,им. А. А. Романова
Тарусская районная детская библиотека им. Н. В. Богданова,им. Н. В. Богданова
Тяжинская центральная окружная библиотека им. Н. И. Масалова,им. Н. И. Масалова
Библиотека-филиал № 4 им. Е. И. Полянского г. Курска,им. Е. И. Полянского
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Михайловская центральная библиотека им. Н. М. Перовского,им. Н. М. Перовского
Библиотека № 44 им. В. Г. Короленко (филиал № 1),им. В. Г. Короленко
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Красноярская городская детская библиотека им. А. Грина,им. А. С. Грина
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Библиотека № 7 им. А. П. Чехова г. Перми,им. А. П. Чехова
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Крымская республиканская детская библиотека им. В. Н. Орлова,им. В. Н. Орлова
Детский отдел Центральной библиотеки им. К. А. Кислова,им. К. А. Кислова
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Центральная библиотека им. А. С. Пушкина г. Сургута,им. А. С. Пушкина
Центральная библиотека им. И. А. Мухлынина,им. И. А. Мухлынина
Верх-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Городская библиотека им. Н. В. Гоголя г. Саки,им. Н. В. Гоголя
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
Красноярская городская детская библиотека им. В. Дубинина,им. В. Дубинина
Культурный центр семейного чтения и досуга им. П. А. Михина,им. П. А. Михина
Красноярская городская библиотека семейного чтения им. Р. Солнцева,им. Р. Солнцева
Приморская краевая библиотека им. А. М. Горького,им. А. М. Горького
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Библиотека семейного чтения № 2 им. М. Горького,им. М. Горького
Городская библиотека им. Ф. Н. Слепушкина,им. Ф. Н. Слепушкина
Центральная городская библиотека им. А. Н. Арцибашева,им. А. Н. Арцибашева
Библиотека № 1 им. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Центральная библиотека им. Ф. Алиевой г. Каспийска,им. Ф. Алиевой
Библиотека им. С. Есенина г. Азова,им. С. А. Есенина
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Библиотека им. Ф. Г. Кедрова г. Ижевска,им. Ф. Г. Кедрова
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 7 им. И. М. Ермакова,им. И. М. Ермакова
Библиотека семейного чтения им. С. Маршака,им. С. Я. Маршака
Модельная библиотека им. Даута Юлтыя г. Белорецка,им. Даута Юлтыя
Библиотека № 16 им. Г. Жукова,им. Г. Жукова
Городская библиотека № 4 им. В. П. Астафьева,им. В. П. Астафьева
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Центральная библиотека им. С. И. Шуртакова г. Сергача,им. С. И. Шуртакова
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Детская библиотека № 8 им. П. П. Бажова,им. П. П. Бажова
Нердвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детско-юношеская библиотека им. И. С. Тургенева г. Новочеркасска,им. И. С. Тургенева
Детская библиотека № 3 им. И. А. Крылова,им. И. А. Крылова
Детская библиотека им. А. М. Береснева г. Кемерово,им. А. М. Береснева
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Библиотека № 1 им. Л. Н. Толстого г. Перми,им. Л. Н. Толстого
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Библиотека им. Н. Галушкина,им. Н. Галушкина
Детская библиотека № 19 им. В. П. Стародумова г. Иркутска,им. В. П. Стародумова
Библиотека семейного чтения им. И. Зуева,им. И. Зуева
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека № 44 им. В. Г. Короленко (филиал № 3),им. В. Г. Короленко
Детская библиотека № 16 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Красноярская городская детская библиотека им. С. Маршака,им. С. Я. Маршака
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Алтынайская сельская библиотека им. К. А. Некрасовой,им. К. А. Некрасовой
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Библиотека им. А. Грина,им. А. С. Грина
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Центральная межпоселенческая библиотека им. П. А. Сорокина,им. П. А. Сорокина
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Городищенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Маяковского г. Зеленогорска,им. В. В. Маяковского
Детская библиотека им. А. П. Гайдара г. Читы,им. А. П. Гайдара
Мезенская центральная библиотека им. К. С. Бадигина,им. К. С. Бадигина
Центральная универсальная научная библиотека им. Н. А. Некрасова (филиал № 1),им. Н. А. Некрасова
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Детский информационный центр им. Л. Кассиля,им. Л. А. Кассиля
Библиотека им. А. С. Пушкина г. Октябрьска,им. А. С. Пушкина
Библиотека им. А. Н. Островского г. Нижнего Новгорода,им. А. Н. Островского
Отдел «Общение» Центральной городской библиотеки им. А. М. Каутского,им. А. М. Каутского
Библиотека им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Верхнетагильская городская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. М. В. Наумова,им. М. В. Наумова
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Детская библиотека им. А. М. Матросова,им. А. М. Матросова
Центральная библиотека им. В. И. Ленина г. Нижнего Новгорода,им. В. И. Ленина
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 1),им. Л. А. Кассиля
Городская библиотека им. Е. Е. Аксеновой,им. Е. Е. Аксеновой
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
"Библиотека № 17 им. А. Н. Радищева, г. Кострома",им. А. Н. Радищева
Зеленецкая библиотека-филиал им. А. А. Лыюрова,им. А. А. Лыюрова
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Библиотека-филиал № 4 им. Ю. В. Бондарева,им. Ю. В. Бондарева
Библиотека им. А. С. Пушкина г. Новосибирска,им. А. С. Пушкина
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Библиотека им. И. М. Лаврова г. Новосибирска,им. И. М. Лаврова
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Библиотека-читальня им. И. С. Тургенева (строение 2),им. И. С. Тургенева
Усть-Канская центральная модельная библиотека им. А. Г. Калкина,им. А. Г. Калкина
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Модельная библиотека-филиал им. Н. К. Крупской,им. Н. К. Крупской
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Центральная библиотека им. Н. В. Гоголя г. Александрова,им. Н. В. Гоголя
Центральная районная библиотека им. С. С. Сурун-оола,им. С. С. Сурун-оола
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Библиотека им. А. Ф. Можайского,им. А. Ф. Можайского
Красноярская городская библиотека им. А. Пушкина,им. А. С. Пушкина
Центральная модельная библиотека им. М. Ю. Лермонтова г. Ефремов,им. М. Ю. Лермонтова
Библиотека им. В. И. Лунина,им. В. И. Лунина
Библиотека № 14 им. Б. А. Порфирьева,им. Б. А. Порфирьева
Малопургинская районная библиотека им. С. Самсонова,им. Ю. С. Самсонова
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Раздольненская центральная районная библиотека им. А. И. Домбровского,им. А. И. Домбровского
Синегорская сельская библиотека им. Е. И. Кострова,им. Е. И. Кострова
Центральная городская библиотека им. А. Д. Старцева,им. А. Д. Старцева
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Библиотека № 10 им. Фёдора Абрамова округа Варавино-Фактория,им. Ф. А. Абрамова
Библиотека № 17 им. А. П. Гайдара,им. А. П. Гайдара
Залазнинская сельская библиотека им. И. В. Алфимова,им. И. В. Алфимова
Нагорьевская библиотека им. Н. А. Брыкина,им. Н. А. Брыкина
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Центральная детская библиотека им. Л. Чайкиной,им. Л. Чайкиной
Библиотека № 18 им. А. И. Куприна,им. А. И. Куприна
Хлевищенская модельная библиотека им. Н. П. Рыжих,им. Н. П. Рыжих
Детская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная библиотека им. И. И. Фешина,им. И. И. Фешина
Центральная городская библиотека им. Фадеева,им. А. А. Фадеева
Хвалынская межпоселенческая центральная библиотека им. С. С. Наровчатова,им. С. С. Наровчатова
Нагорская центральная библиотека им. Г. И. Обатурова,им. Г. И. Обатурова
Республиканская специальная библиотека для слепых и слабовидящих им. Ш. К. Еникеева,им. Ш. К. Еникеева
Советская центральная библиотека им. А. С. Крупнякова,им. А. С. Крупнякова
Модельная центральная городская специализированная библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека национальных литератур России и зарубежных стран им. Н. А. Некрасова,им. Н. А. Некрасова
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Библиотека № 8 им. П. С. Кириллова,им. П. С. Кириллова
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Высокомысовская модельная библиотека им. В. П. Замятина,им. В. П. Замятина
Детская библиотека – филиал № 7 им. Л. С. Мерзликина,им. Л. С. Мерзликина
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 2),им. Л. А. Кассиля
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Библиотека им. А. Пушкина г. Азова,им. А. С. Пушкина
Библиотека-филиал № 6 им. В. В. Ходарева,им. В. В. Ходарева
Центральная городская детская библиотека им. Ю. Гагарина,им. Ю. А. Гагарина
Филиал № 7 – библиотека им. А. П. Чехова г. Нижнего Новгорода,им. А. П. Чехова
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Вожгальская сельская библиотека им. Ф. И. Шаляпина,им. Ф. И. Шаляпина
Библиотека-филиал № 5 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красноярская городская детская библиотека им. Л. Кассиля,им. Л. А. Кассиля
Библиотека им. А. Чехова г. Кургана,им. А. П. Чехова
Библиотека им. Г. Е. Николаевой,им. Г. Е. Николаевой
Центральная районная библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Модельная библиотека им. Николая Килькеева,им. Николая Килькеева
Библиотека им. Л. Агакова − филиал № 17,им. Л. Агакова
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Красноярская городская детская библиотека им. П. Бажова,им. П. П. Бажова
Клинская городская библиотека им. М. М. Пришвина,им. М. М. Пришвина
Библиотека № 9 им. А. В. Жигулина,им. А. В. Жигулина
Центральная городская детская библиотека им. А. П. Гайдара г. Новочеркасска,им. А. П. Гайдара
Библиотека-филиал № 2 им. Н. Островского г. Туапсе,им. Н. А. Островского
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Центральная библиотека им. Ф. Г. Сухова,им. Ф. Г. Сухова
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Библиотека им. А. И. Люкина Московского района Нижнего Новгорода,им. А. И. Люкина
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная детская библиотека им. А. C. Макаренко г. Евпатории,им. А. C. Макаренко
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Библиотечно-информационный центр им. П. И. Бартенева,им. П. И. Бартенева
Онежская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная детская библиотека им. Л. А. Лихановой,им. Л. А. Лихановой
Калужская городская библиотека – филиал № 8 им. Есенина,им. С. А. Есенина
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Библиотека № 1 им. Н. А. Островского,им. Н. А. Островского
Библиотека им. А. С. Серафимовича г. Нижнего Новгорода,им. А. С. Серафимовича
Сельская модельная библиотека – филиал № 9 им. И. Д. Панаева,им. И. Д. Панаева
Кежемская межпоселенческая центральная районная библиотека им. А. Ф. Карнаухова,им. А. Ф. Карнаухова
Межпоселенческая центральная библиотека им. Александра Кердана г. Коркино,им. А. Кердана
Центральная библиотека им. Горького,им. М. Горького
Бородулинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека семейного чтения им. П. П. Бажова,им. П. П. Бажова
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Красноярская городская библиотека им. В. Белинского,им. В. Г. Белинского
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Городская библиотека – филиал № 7 им. Некрасова,им. Н. А. Некрасова
Модельная библиотека-филиал № 7 – Центр башкирской и татарской литературы им. А. Инана,им. А. Инана
Центральная улусная модельная библиотека им. Н. М. Рыкунова,им. Н. М. Рыкунова
Судинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Стрельская сельская библиотека – филиал им. В. Л. Волгина,им. В. Л. Волгина
Библиотека им. К. Маркса г. Новосибирска,им. К. Маркса
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека семейного чтения им. М. Горького,им. М. Горького
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Библиотека № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. М. А. Шолохова,им. М. А. Шолохова
Рудничная городская библиотека им. Л. А. Сафронова,им. Л. А. Сафронова
Библиотека им. А. А. Фадеева г. Новосибирска,им. А. А. Фадеева
Культурный центр семейного чтения и досуга им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Библиотека № 44 им. В. Г. Короленко (филиал № 2),им. В. Г. Короленко
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Библиотека-филиал № 11 им. К. Г. Паустовского,им. К. Г. Паустовского
Центральная городская библиотека им. А. С. Пушкина г. Клинцы,им. А. С. Пушкина
Заборьинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Оричевская центральная районная библиотека им. Людмилы Ишутиновой,им. Людмилы Ишутиновой
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Красноярская городская детская библиотека им. С. Михалкова,им. С. В. Михалкова
Центральная библиотека им. М. Горького г. Орехово-Зуево,им. М. Горького
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Библиотека-филиал № 2 им. Е. И. Носова г. Курска,им. Е. И. Носова
Центральная районная библиотека им. М. Горького,им. М. Горького
Емашинская сельская модельная библиотека им. Ф. Н. Баишева,им. Ф. Н. Баишева
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Библиотека № 8 им. В. А. Кораблинова г. Воронежа,им. В. А. Кораблинова
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Библиотека им. А. И. Герцена г. Нижнего Новгорода,им. А. И. Герцена
Модельная библиотека № 14 им. митрополита Макария (Булгакова) г. Старый Оскол,им. митрополита Макария
Библиотека им. А. А. Блока г. Новосибирска,им. А. А. Блока
Дульдургинская межпоселенческая центральная библиотека им. Ж. Тумунова,им. Ж. Тумунова
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Детский отдел библиотеки им. князя Г. Е. Львова,им. князя Г. Е. Львова
Библиотека им. Ю. А. Адрианова г. Нижнего Новгорода,им. Ю. А. Адрианова
Библиотека им. Н. К. Крупской г. Нижнего Новгорода,им. Н. К. Крупской
Пикшенская библиотека-филиал им. П. К. Любаева,им. П. К. Любаева
Центральная библиотека им. А. П. Чехова г. Владивостока,им. А. П. Чехова
Специализированная библиотека № 15 им. Н. Н. Благова,им. Н. Н. Благова
Детская библиотека им. А. П. Гайдара г. Орла,им. А. П. Гайдара
Курская областная универсальная научная библиотека им. Н. Н. Асеева,им. Н. Н. Асеева
Библиотека им. С. А. Есенина,им. С. А. Есенина
Центральная библиотека им. Л. А. Малюгина,им. Л. А. Малюгина
Красноярская городская детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Детская библиотека – филиал № 28 им. В. Д. Берестова,им. В. Д. Берестова
Центральная городская библиотека им. М. Ю. Лермонтова г. Бородино,им. М. Ю. Лермонтова
Центральная библиотека им. Н. К. Крупской г. Самары,им. Н. К. Крупской
Библиотека им. М. Шумилова (филиал № 8),им. М. Шумилова
Библиотека им. А. С. Попова,им. А. С. Попова
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Городская детская библиотека им. Н. Носова г. Шарыпово,им. Н. Н. Носова
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Волгоградская областная универсальная научная библиотека им. М. Горького,им. М. Горького
Центральная межпоселенческая библиотека им. И. А. Куратова,им. И. А. Куратова
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Библиотека р. п. им. Цюрупы,им. Цюрупы
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Калужская областная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
"Библиотека им. М. М. Пришвина, филиал № 4",им. М. М. Пришвина
