name,dedication
Октябрьская сельская библиотека-филиал им. И. А. Наговицына,им. И. А. Наговицына
Бугульминский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
Центральная библиотека им. Н. Крупской г. Азова,им. Н. К. Крупской
Библиотека-филиал № 10 им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. М. Е. Салтыкова-Щедрина города Ельца,им. М. Е. Салтыкова-Щедрина
Красноярская городская библиотека им. В. Белинского,им. В. Г. Белинского
Детская библиотека-филиал № 5 им. А. П. Гайдара города Туапсе,им. А. П. Гайдара
Библиотека им. А. И. Люкина Московского района Нижнего Новгорода,им. А. И. Люкина
Детская библиотека им. А. Чехова,им. А. П. Чехова
Библиотека национальных литератур России и зарубежных стран им. Н. А. Некрасова,им. Н. А. Некрасова
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина на ул. Советской,им. В. П. Крапивина
Удомельская центральная библиотека им. Н. А. Зворыкина,им. Н. А. Зворыкина
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Библиотека им. Н. Галушкина,им. Н. Галушкина
Библиотека им. М. Горького г. Лесосибирска,им. М. Горького
Казачинская межпоселенческая центральная библиотека им. героя советского союза И. П. Герасимова,им. И. П. Герасимова
Библиотека им. А. А. Фадеева г. Новосибирска,им. А. А. Фадеева
Модельная центральная городская специализированная библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Библиотека им. А. Л. Барто,им. А. Л. Барто
Библиотека-филиал № 4 им. Е. И. Полянского г. Курска,им. Е. И. Полянского
Библиотека им. А. С. Попова,им. А. С. Попова
Центральная районная библиотека им. А. С. Пушкина г. Санкт-Петербурга,им. А. С. Пушкина
Алтайская краевая детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека «Новогородская» им. А. И. Курицына,им. А. И. Курицына
Городская библиотека им. А. Р. Беляева,им. А. Р. Беляева
Емецкая библиотека им. Н. М. Рубцова,им. Н. М. Рубцова
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Нагорская городская библиотека им. В. А. Норсеева,им. В. А. Норсеева
Библиотека № 2 им. Н. В. Гоголя,им. Н. В. Гоголя
Центральная городская библиотека им. А. А. Азовского,им. А. А. Азовского
Арбажская центральная библиотека им. А. П. Батуева,им. А. П. Батуева
Центральная районная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Библиотека № 1 им. Н. А. Островского,им. Н. А. Островского
Центральная библиотека им. А. П. Чехова г. Владивостока,им. А. П. Чехова
Центральная городская библиотека им. Ф. М. Достоевского г. Назарово,им. Ф. М. Достоевского
Красноярская городская библиотека им. А. М. Горького,им. А. М. Горького
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Центральная библиотека им. Н. И. Кочина,им. Н. И. Кочина
Детская библиотека им. А. К. Салтыкова,им. А. К. Салтыкова
Центральная детская библиотека им. В. С. Рыжакова,им. В. С. Рыжакова
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Тувинская республиканская детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Центральная библиотека им. Г. Поротова,им. Г. Г. Поротова
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Модельная библиотека им. Николая Килькеева,им. Николая Килькеева
Центральная детская библиотека им. А. Гайдара,им. А. П. Гайдара
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Нердвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал им. М. В. Ломоносова г. Нижнего Новгорода,им. М. В. Ломоносова
Библиотека № 4 им. М. Г. Исаковой,им. М. Г. Исаковой
Библиотека им. Н. Некрасова г. Рыбинска,им. Н. А. Некрасова
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. И. М. Киселева,им. И. М. Киселева
Библиотека № 3 им. Б. Л. Васильева г. Смоленска,им. Б. Л. Васильева
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Библиотека № 1 им. Л. Н. Толстого г. Перми,им. Л. Н. Толстого
Центральная городская библиотека им. А. С. Пушкина г. Перми,им. А. С. Пушкина
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Ромодановская центральная районная библиотека им. Н. Эркая,им. Н. Эркая
Центральная библиотека им. Горького,им. М. Горького
Детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Детская библиотека № 10 им. М. М. Пришвина,им. М. М. Пришвина
Барсаевская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Зашижемская сельская библиотека им. Ю. С. Розадорского,им. Ю. С. Розадорского
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Библиотека им. П. А. Заломова г. Нижнего Новгорода,им. П. А. Заломова
Библиотека им. К. Симонова г. Дзержинска,им. К. Симонова
"Библиотека № 17 им. А. Н. Радищева, г. Кострома",им. А. Н. Радищева
Пукшинерская сельская библиотека-филиал – центр марийской культуры им. Йывана Кырля,им. Йывана Кырля
Яйвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Коношская центральная районная библиотека им. Иосифа Бродского,им. И. Бродского
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Центральная библиотека им. А. С. Пушкина г. Малая Вишера,им. А. С. Пушкина
Детская библиотека им. Л. А. Кассиля,им. Л. А. Кассиля
Центральная городская детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Центральная городская библиотека им. В. В. Верещагина,им. В. В. Верещагина
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Библиотека – литературный музей им. Н. Н. Блинова,им. Н. Н. Блинова
Библиотека № 8 им. Ф. Ф. Павленкова с. Вассята,им. Ф. Ф. Павленкова
Микуньская библиотека им. Б. А. Старчикова,им. Б. А. Старчикова
Филиал № 5 – библиотека им. К. А. Тимирязева г. Нижнего Новгорода,им. К. А. Тимирязева
Библиотека им. Д. С. Лихачёва г. Кирово-Чепецка,им. Д. С. Лихачёва
"Городская библиотека им. Э. Н. Успенского, филиал № 6",им. Э. Н. Успенского
Центральная библиотека им. Александра Ероховца,им. А. Ероховца
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
Шушенская центральная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Молодежная библиотека им. И. Тургенева – филиал № 18,им. И. С. Тургенева
Городская библиотека – филиал № 9 им. Пушкина,им. А. С. Пушкина
Библиотека им. М. Горького,им. М. Горького
Детская библиотека с. им. Полины Осипенко,им. Полины Осипенко
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Городская библиотека-филиал № 3 им. М. Сеспеля,им. М. Сеспеля
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Большереченская центральная районная библиотека им. В. А. Макарова,им. В. А. Макарова
Межпоселенческая библиотека им. В. М. Клыкова,им. В. М. Клыкова
Центральная детско-юношеская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Центральная библиотека им. Н. С. Клестова-Ангарского,им. Н. С. Клестова-Ангарского
Библиотека № 11 им. А. С. Грибоедова,им. А. С. Грибоедова
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Библиотека № 4 им. М. Соколова,им. М. Соколова
Костромская областная библиотека для детей и молодежи им. А. Гайдара на ул. Симановского,им. А. П. Гайдара
Детская библиотека № 13 с. п. им. М. Горького,им. М. Горького
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Библиотека № 1 им. М. Е. Евсевьева,им. М. Е. Евсевьева
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Центральная городская детская библиотека им. И. А. Докукина,им. И. А. Докукина
Библиотека им. М. А. Шолохова,им. М. А. Шолохова
Центральная районная библиотека им. А. П. Чехова г. Санкт-Петербурга,им. А. П. Чехова
Центральная межпоселенческая библиотека им. А. Л. Алейнова,им. А. Л. Алейнова
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Библиотека-филиал № 4 им. Г. К. Дерман,им. Г. К. Дерман
Аннинская центральная библиотека им. Е. П. Ростопчиной,им. Е. П. Ростопчиной
Центральная библиотека им. Олега Чупрова,им. Олега Чупрова
Библиотека им. Р. Солнцева,им. Р. Солнцева
Детская библиотека им. А. С. Пушкина п. Сосьва,им. А. С. Пушкина
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Библиотека-читальня им. И. С. Тургенева (строение 2),им. И. С. Тургенева
Красноярская городская детская библиотека им. С. Маршака,им. С. Я. Маршака
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Центральная детская библиотека им. Л. Чайкиной,им. Л. Чайкиной
Луковецкая библиотека им. Ю. Т. Мамонтова,им. Ю. Т. Мамонтова
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка г. Ирбита,им. Д. Н. Мамина-Сибиряка
Железногорская межпоселенческая библиотека им. Н. М. Перовского,им. Н. М. Перовского
Библиотека № 7 им. И. М. Ермакова,им. И. М. Ермакова
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Библиотека им. А. В. Селиванова г. Сергиева Посада,им. А. В. Селиванова
Филиал № 8 – библиотека им. В. А. Жуковского г. Нижнего Новгорода,им. В. А. Жуковского
Центральная городская библиотека им. Светланы Кузнецовой,им. Светланы Кузнецовой
Филиал № 2 – библиотека им. Декабристов,им. Декабристов
Центральная межпоселенческая библиотека им. И. А. Куратова,им. И. А. Куратова
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Кайская сельская библиотека-филиал им. М. М. Синцова,им. М. М. Синцова
Библиотека № 22 им. И. А. Бунина,им. И. А. Бунина
Библиотека им. М. А. Лаврентьева,им. М. А. Лаврентьева
Центральная городская библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Сосногорская межпоселенческая центральная библиотека им. Я. М. Рочева,им. Я. М. Рочева
Центральная городская библиотека им. А. Вампилова,им. А. Вампилова
Библиотека семейного чтения им. В. Бианки,им. В. В. Бианки
Библиотека им. К. И. Чуковского,им. К. И. Чуковского
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека-филиал № 7 им. Гайдара г. Орска,им. А. П. Гайдара
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Библиотека-филиал № 3 им. И. А. Бурмистрова,им. И. А. Бурмистрова
Центральная городская библиотека им. Фадеева,им. А. А. Фадеева
Детская библиотека № 16 им. Аллы Стародубовой,им. А. Стародубовой
Библиотека-филиал № 4 им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 6 им. И. А. Гончарова,им. И. А. Гончарова
Библиотека-филиал № 4 им. А. С. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека им. А. Ф. Краснова г. Комсомольска-на-Амуре,им. А. Ф. Краснова
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Порезская сельская библиотека им. В. Г. Шумихина,им. В. Г. Шумихина
Городская библиотека им. Ю. Р. Кисловского,им. Ю. Р. Кисловского
Родинская библиотека им. Ю. И. Макарова,им. Ю. И. Макарова
Центральная городская библиотека им. А. Грина,им. А. С. Грина
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Детская библиотека № 8 им. Н. Островского,им. Н. А. Островского
Детский отдел им. В. В. Олефиренко с. Кагальник,им. В. В. Олефиренко
Воробьевская библиотека им. А. А. Романова,им. А. А. Романова
Центральная детская библиотека им. Л. А. Лихановой,им. Л. А. Лихановой
Библиотека № 11 им. Ф. Ф. Павленкова с. Зипуново,им. Ф. Ф. Павленкова
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
Карпогорская центральная библиотека им. Ф. А. Абрамова,им. Ф. А. Абрамова
Библиотека им. Г. Е. Юрова,им. Г. Е. Юрова
Городская библиотека им. Я. И. Бередникова – филиал № 1,им. Я. И. Бередникова
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная библиотека им. М. Н. Богданова г. Барыша,им. М. Н. Богданова
Библиотека № 44 им. В. Г. Короленко (филиал № 1),им. В. Г. Короленко
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 2),им. Л. А. Кассиля
Библиотека им. А. Пушкина г. Азова,им. А. С. Пушкина
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Краеведческая библиотека им. А. Ф. Землянского,им. А. Ф. Землянского
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Онежская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Центральная библиотека им. В. Т. Слипенчука с. Черниговка,им. В. Т. Слипенчука
Сельская библиотека им. Н. А. Некрасова д. Грешнево,им. Н. А. Некрасова
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Детско-юношеская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Центральная детская библиотека им. А. В. Митяева,им. А. В. Митяева
Библиотека № 18 им. А. И. Куприна,им. А. И. Куприна
Детская библиотека им. А. П. Гайдара г. Читы,им. А. П. Гайдара
Библиотека-филиал № 2 им. Е. И. Носова г. Курска,им. Е. И. Носова
Советская центральная библиотека им. А. С. Крупнякова,им. А. С. Крупнякова
Заборьинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 5 им. Николая Рубцова г. Санкт-Петербурга,им. Н. М. Рубцова
Центральная библиотека им. П. И. Федорова,им. П. И. Федорова
Константиновская районная библиотека им. Ф. П. Крюкова,им. Ф. П. Крюкова
Библиотека им. А. А. Фета г. Орла,им. А. А. Фета
Центральная детская библиотека им. В. П. Крапивина г. Тюмени,им. В. П. Крапивина
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Библиотека им. М. М. Пришвина г. Тюмени,им. М. М. Пришвина
Таловская центральная библиотека им. Е. П. Дубровина,им. Е. П. Дубровина
Центральная библиотека им. А. Фадеева,им. А. А. Фадеева
Библиотека им. С. А. Есенина,им. С. А. Есенина
Слободская городская библиотека им. А. Грина (отдел обслуживания),им. А. С. Грина
Специализированная детская библиотека № 28 им. А. А. Пластова,им. А. А. Пластова
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Центральная библиотека им. А. М. Горького,им. А. М. Горького
Красноярская городская детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Библиотека № 90 им. А. С. Неверова г. Москвы,им. А. С. Неверова
Городская библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Тамбовская областная универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Судинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Грайворонская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Детский отдел библиотеки им. князя Г. Е. Львова,им. князя Г. Е. Львова
Колыванская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Тавровская поселенческая библиотека им. Ю. Н. Говорухо-Отрока – филиал № 27,им. Ю. Н. Говорухо-Отрока
Детская библиотека № 8 им. П. П. Бажова,им. П. П. Бажова
Детский информационный центр им. А. Гайдара,им. А. П. Гайдара
Тумботинская поселковая библиотека им. В. В. Березина,им. В. В. Березина
Центральная библиотека им. А. Шогенцукова,им. А. Шогенцукова
Центральная городская детская библиотека им. Ю. Гагарина,им. Ю. А. Гагарина
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Софринская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Центральная детская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Хлевищенская модельная библиотека им. Н. П. Рыжих,им. Н. П. Рыжих
Юрьевецкая городская библиотека им. Ф. С. Грибунина,им. Ф. С. Грибунина
Библиотека им. Л. Красина,им. Л. Красина
Библиотека семейного чтения им. А. Н. Кузнецова г. Орлова,им. А. Н. Кузнецова
Сорвижская сельская библиотека им. Т. И. Смертиной,им. Т. И. Смертиной
Библиотека № 11 им. Я. Гашека,им. Я. Гашека
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Центральная районная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Городская библиотека-филиал № 7 им. Ф. В. Гладкова,им. Ф. В. Гладкова
Специализированная библиотека № 22 им. М. Ю. Лермонтова г. Ульяновска,им. М. Ю. Лермонтова
Сельская библиотека – филиал № 10 им. А. Я. Уваровского,им. А. Я. Уваровского
Библиотека № 13 им. Е. Д. Петряева,им. Е. Д. Петряева
Библиотека-филиал № 13 им. Н. М. Овчинникова,им. Н. М. Овчинникова
Красноярская городская библиотека им. Н. Некрасова,им. Н. А. Некрасова
Филатовская сельская библиотека им. Г. Н. Веговой,им. Г. Н. Веговой
Специализированная библиотека № 4 им. Е. А. Евтушенко,им. Е. А. Евтушенко
Новоусадская сельская библиотека-филиал им. В. П. Вахтерова,им. В. П. Вахтерова
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Библиотека № 17 им. Г. Я. Бакланова г. Воронежа,им. Г. Я. Бакланова
Центральная районная библиотека им. А. С. Пушкина п. Сокольское,им. А. С. Пушкина
Библиотека № 13 им. А. В. Луначарского г. Костромы,им. А. В. Луначарского
Посадский отдел обслуживания им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Высокомысовская модельная библиотека им. В. П. Замятина,им. В. П. Замятина
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Библиотека-филиал им. М. Джалиля – Центр татарской культуры и литературы,им. М. Джалиля
Центральная библиотека им. В. А. Пазухина г. Кинешмы,им. В. А. Пазухина
Зеленецкая библиотека-филиал им. А. А. Лыюрова,им. А. А. Лыюрова
Красноярская городская библиотека им. Н. Чернышевского,им. Н. Чернышевского
Викторопольская модельная библиотека – филиал № 1 им. Н. П. Таволжанского,им. Н. П. Таволжанского
Кежемская межпоселенческая центральная районная библиотека им. А. Ф. Карнаухова,им. А. Ф. Карнаухова
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Красноярская городская детская библиотека им. П. Бажова,им. П. П. Бажова
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Центральная районная детская библиотека им. О. Кошевого,им. О. Кошевого
Центральная межпоселенческая библиотека им. Н. С. Устиновича,им. Н. С. Устиновича
Центральная районная библиотека им. 1 Мая,им. 1 Мая
Библиотека им. Ю. Ф. Федотова,им. Ю. Ф. Федотова
Центральная библиотека им. А. В. Луначарского г. Кропоткина,им. А. В. Луначарского
Библиотека им. А. С. Пушкина г. Новосибирска,им. А. С. Пушкина
Петровская сельская библиотека им. А. Г. Архангельской,им. А. Г. Архангельской
Красноярская городская библиотека им. Н. Гоголя,им. Н. В. Гоголя
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Краснобаковская центральная библиотека им. Н. Г. Тумакова,им. Н. Г. Тумакова
Центральная городская библиотека им. М. Ю. Лермонтова г. Бородино,им. М. Ю. Лермонтова
Библиотека им. Н. Островского,им. Н. А. Островского
Центральная районная детская библиотека им. В. Г. Белинского г. Нижнего Новгорода,им. В. Г. Белинского
Центральная городская библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Библиотека им. Александра Ивановича Куприна г. Армавира,им. А. И. Куприна
Центральная детская библиотека им. Г. Г. Поротова,им. Г. Г. Поротова
Стрельская сельская библиотека – филиал им. В. Л. Волгина,им. В. Л. Волгина
Библиотека им. М. К. Волдиной с. Казым,им. М. К. Волдиной
Библиотека им. Н. А. Некрасова г. Алдана,им. Н. А. Некрасова
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Детская библиотека им. Афанасия Никитина,им. Афанасия Никитина
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Библиотека семейного чтения им. А. С. Неверова,им. А. С. Неверова
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина,им. В. П. Крапивина
Нижнепенская модельная библиотека-филиал № 21 им. А. Д. Алексейченко,им. А. Д. Алексейченко
Центральная городская библиотека им. В. И. Муравленко,им. В. И. Муравленко
Библиотека им. Л. А. Никоновой г. Новокузнецка,им. Л. А. Никоновой
Центральная городская библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,им. А. П. Гайдара
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Библиотека для детей № 16 им. Л. В. Дьяконова,им. Л. В. Дьяконова
Библиотека № 6 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Сунтарская районная библиотека им. Л. А. Попова,им. Л. А. Попова
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная универсальная научная библиотека им. Н. А. Некрасова (филиал № 1),им. Н. А. Некрасова
Старотушкинская сельская библиотека им. Л. А. Гребнева,им. Л. А. Гребнева
Центр чтения детей им. Б. Абидуева,им. Б. Абидуева
Библиотека № 13 им. В. А. Вонлярлярского,им. В. А. Вонлярлярского
Центральная библиотека им. А. С. Пушкина г. Кстово,им. А. С. Пушкина
Библиотека № 16 им. Г. Жукова,им. Г. Жукова
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Центральная районная детская библиотека им. Н. А. Зайцева,им. Н. А. Зайцева
Мокинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
Центральная библиотека им. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),им. И. З. Сурикова
Муниципальная детская библиотека им. П. С. Комарова,им. П. С. Комарова
Центральная районная библиотека им. М. Горького,им. М. Горького
Детское отделение Мценской межпоселенческой районной библиотеки им. И. С. Тургенева,им. И. С. Тургенева
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека № 19 им. А. Т. Прасолова,им. А. Т. Прасолова
Межпоселенческая центральная районная библиотека им. И. Г. Зиненко,им. И. Г. Зиненко
Усть-Вымская библиотека им. Н. М. Дьяконова,им. Н. М. Дьяконова
Санчурская центральная библиотека им. А. М. Рыжова,им. А. М. Рыжова
Библиотеки им. Маяковского – филиал № 1,им. В. В. Маяковского
Центральная детская библиотека им. А. П. Чехова г. Лесосибирска,им. А. П. Чехова
Библиотека № 3 им. Леонида Беспрозванного,им. Леонида Беспрозванного
Модельная детская библиотека-филиал № 17 им. С. Я. Маршака,им. С. Я. Маршака
Центральная районная детская библиотека им. И. Крылова г. Нижнего Новгорода,им. И. А. Крылова
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Центральная городская библиотека им. Н. К. Крупской г. Дзержинска,им. Н. К. Крупской
Ростовская городская библиотека им. А. А. Титова,им. А. А. Титова
Детская библиотека им. А. М. Береснева г. Кемерово,им. А. М. Береснева
Подосиновская центральная библиотека им. А. А. Филева,им. А. А. Филева
Турочакская центральная библиотека им. В. М. Башунова,им. В. М. Башунова
Хватовская сельская библиотека-филиал им. М. В. Шестерикова,им. М. В. Шестерикова
Краснодарская краевая универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Центральная библиотека им. К. А. Кислова п. Юрино,им. К. А. Кислова
Библиотека им. Володи Ульянова,им. В. Ульянова
Центральная районная библиотека им. Г. Н. Потанина,им. Г. Н. Потанина
Староюрьевская районная библиотека им. Ю. А. Ознобишина,им. Ю. А. Ознобишина
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Библиотека им. П. Хузангая (филиал № 20),им. П. Хузангая
Бежецкая центральная библиотека им. В. Я. Шишкова,им. В. Я. Шишкова
Карабановская городская библиотека им. Ю. Н. Худова,им. Ю. Н. Худова
Библиотека им. А. Н. Радищева,им. А. Н. Радищева
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Бородулинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. Н. Островского,им. Н. А. Островского
Детская библиотека им. М. М. Пришвина г. Переславля-Залесского,им. М. М. Пришвина
Детская библиотека им. Веры Чаплиной,им. В. Чаплиной
Свердловская областная специальная библиотека для незрячих и слабовидящих им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Библиотека семейного чтения им. М. Горького,им. М. Горького
Просветительский центр им. С. Т. Аксакова «Аленький цветочек»,им. С. Т. Аксакова
Афипсипская сельская модельная библиотека им. К. Х. Жанэ,им. К. Х. Жанэ
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Специализированная детская библиотека № 27 им. С. В. Михалкова,им. С. В. Михалкова
