name,dedication
Юрьевецкая городская библиотека им. Ф. С. Грибунина,им. Ф. С. Грибунина
Центральная городская библиотека им. А. И. Солженицына,им. А. И. Солженицына
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Валуйский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Специализированная детская библиотека № 25 им. Б. В. Аржанцева,им. Б. В. Аржанцева
Библиотека № 2 им. Федора Абрамова г. Санкт-Петербурга,им. Ф. А. Абрамова
Бисеровская модельная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 9 им. А. Ахматовой,им. А. А. Ахматовой
Тавровская поселенческая библиотека им. Ю. Н. Говорухо-Отрока – филиал № 27,им. Ю. Н. Говорухо-Отрока
Центральная районная библиотека им. К. Л. Мхце,им. К. Л. Мхце
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 1),им. И. З. Сурикова
Молодежная библиотека им. И. Тургенева – филиал № 18,им. И. С. Тургенева
Детский отдел библиотеки им. князя Г. Е. Львова,им. князя Г. Е. Львова
Юношеская модельная библиотека им. А. С. Васильева № 1,им. А. С. Васильева
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Кежемская межпоселенческая центральная районная библиотека им. А. Ф. Карнаухова,им. А. Ф. Карнаухова
Ичалковская сельская библиотека им. В. В. Кованова,им. В. В. Кованова
Районная библиотека им. А. И. Куприна с. Наровчат,им. А. И. Куприна
Центральная районная библиотека им. Т. Г. Шевченко,им. Т. Г. Шевченко
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Центральная библиотека им. А. Фадеева,им. А. А. Фадеева
Городская библиотека им. Н. В. Гоголя г. Саки,им. Н. В. Гоголя
Библиотека № 1 им. Валерия Алексеева,им. В. Алексеева
Межпоселенческая центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 11 им. Я. Гашека,им. Я. Гашека
Красногорская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Библиотека им. А. А. Блока г. Новосибирска,им. А. А. Блока
Библиотека № 5 им. А. И. Герцена г. Перми,им. А. И. Герцена
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Кирсинская центральная библиотека им. Г. М. Вяземского,им. Г. М. Вяземского
Центральная городская библиотека им. Светланы Кузнецовой,им. Светланы Кузнецовой
Краснобаковская центральная библиотека им. Н. Г. Тумакова,им. Н. Г. Тумакова
Детская библиотека им. Веры Чаплиной,им. В. Чаплиной
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Калининская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Верхнетагильская городская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Городская центральная библиотека им. Г. Н. Айги,им. Г. Н. Айги
Красноярская городская детская библиотека им. Л. Кассиля,им. Л. А. Кассиля
Черкизовская библиотека им. Д. Кедрина,им. Д. Кедрина
Читальный зал периодики Архангельской областной научной библиотеки им. Н. А. Добролюбова,им. Н. А. Добролюбова
Специализированная библиотека № 4 им. Е. А. Евтушенко,им. Е. А. Евтушенко
Модельная специализированная детская библиотека № 24 им. А. С. Пушкина,им. А. С. Пушкина
Библиотека семейного чтения им. М. Горького,им. М. Горького
Центральная городская детская библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Красноярская городская детская библиотека им. С. Маршака,им. С. Я. Маршака
Филиал № 5 – библиотека им. К. А. Тимирязева г. Нижнего Новгорода,им. К. А. Тимирязева
Ставропольская краевая детская библиотека им. А. Е. Екимцева,им. А. Е. Екимцева
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Ставропольская краевая универсальная научная библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека-филиал № 3 им. Шевченко,им. Т. Г. Шевченко
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Библиотека им. Ф. Г. Кедрова г. Ижевска,им. Ф. Г. Кедрова
Тугулымская центральная районная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Красноярская городская детская библиотека им. А. Грина,им. А. С. Грина
Библиотека им. Н. Н. Старостина,им. Н. Н. Старостина
Филипповская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 17 им. М. А. Шолохова,им. М. А. Шолохова
Старооскольский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
Центральная районная библиотека им. Б. Панина,им. Б. Панина
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Центральная городская библиотека им. В. Маяковского,им. В. В. Маяковского
Библиотека-филиал им. Л. Н. Толстого,им. Л. Н. Толстого
Казачинская межпоселенческая центральная библиотека им. героя советского союза И. П. Герасимова,им. И. П. Герасимова
Центральная городская библиотека им. Н. К. Крупской г. Тамбова,им. Н. К. Крупской
Красноярская городская библиотека им. А. Блока,им. А. А. Блока
Библиотека-филиал им. М. Джалиля – Центр татарской культуры и литературы,им. М. Джалиля
Городская библиотека им. Я. И. Бередникова – филиал № 1,им. Я. И. Бередникова
Волгоградская областная универсальная научная библиотека им. М. Горького,им. М. Горького
Белгородская государственная специальная библиотека для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Центральная библиотека им. Горького,им. М. Горького
Центральная библиотека им. А. С. Пушкина г. Старый Оскол,им. А. С. Пушкина
Троицкая сельская библиотека им. В. И. Ренова,им. В. И. Ренова
Библиотека им. М. Горького г. Новочеркасск,им. М. Горького
Библиотека семейного чтения им. С. Маршака,им. С. Я. Маршака
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Набережночелнинский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Кировская ордена Почёта государственная универсальная областная научная библиотека им. А. И. Герцена,им. А. И. Герцена
Центральная районная детская библиотека им. И. Крылова г. Нижнего Новгорода,им. И. А. Крылова
Библиотека им. М. А. Шолохова г. Новочеркасска,им. М. А. Шолохова
Центральная библиотека им. Ф. Алиевой г. Каспийска,им. Ф. Алиевой
Санчурская центральная библиотека им. А. М. Рыжова,им. А. М. Рыжова
Красноярская городская библиотека им. Ф. Достоевского,им. Ф. М. Достоевского
Белоевская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Мерзликина – филиал № 4,им. Мерзликина
Детское отделение Мценской межпоселенческой районной библиотеки им. И. С. Тургенева,им. И. С. Тургенева
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Библиотека им. Л. Н. Толстого г. Дзержинска,им. Л. Н. Толстого
Арзамасская центральная районная библиотека им. И. Н. Сахарова,им. И. Н. Сахарова
Центральная детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Дивногорская городская библиотека им. В. Г. Распутина,им. В. Г. Распутина
Карабановская городская библиотека им. Ю. Н. Худова,им. Ю. Н. Худова
Библиотека № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека № 18 им. А. И. Куприна,им. А. И. Куприна
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Микуньская библиотека им. Б. А. Старчикова,им. Б. А. Старчикова
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Центральная городская библиотека им. Фадеева,им. А. А. Фадеева
Библиотека-филиал им. П. И. Мельникова-Печерского,им. П. И. Мельникова-Печерского
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Детская библиотека им. С. Я. Маршака г. Заволжье,им. С. Я. Маршака
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Центральная библиотека им. К. А. Кислова п. Юрино,им. К. А. Кислова
Большереченская центральная районная библиотека им. В. А. Макарова,им. В. А. Макарова
Библиотека им. И. М. Лаврова г. Новосибирска,им. И. М. Лаврова
Библиотека им. К. Симонова г. Дзержинска,им. К. Симонова
Детско-юношеская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Центральная городская библиотека им. А. М. Горького,им. А. М. Горького
Красноярская городская библиотека им. А. М. Горького,им. А. М. Горького
Центральная библиотека им. В. Маяковского г. Чебоксары,им. В. В. Маяковского
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Удомельская центральная библиотека им. Н. А. Зворыкина,им. Н. А. Зворыкина
Костромская областная библиотека для детей и молодежи им. А. Гайдара на ул. Симановского,им. А. П. Гайдара
Рудничная городская библиотека им. Л. А. Сафронова,им. Л. А. Сафронова
Туванская сельская библиотека им. Г. И. Федорова,им. Г. И. Федорова
Красноярская городская детская библиотека им. З. Портновой,им. З. Портновой
Библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Троицкосунгурская модельная библиотека им. М. А. Шолохова,им. М. А. Шолохова
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Библиотека (универсальная) № 21 им. Н. М. Рубцова г. Сургута,им. Н. М. Рубцова
Центральная районная библиотека им. М. Горького,им. М. Горького
Республиканская детская библиотека Республики Татарстан им. Роберта Миннуллина,им. Роберта Миннуллина
Библиотека им. А. С. Макаренко,им. А. С. Макаренко
Борисоглебская центральная городская библиотека им. В. Кина,им. В. Кина
Районная публичная библиотека им. А. Герцена,им. А. И. Герцена
Филиал № 8 – библиотека им. В. А. Жуковского г. Нижнего Новгорода,им. В. А. Жуковского
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Центральная городская публичная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Детская библиотека им. А. П. Гайдара г. Курган,им. А. П. Гайдара
Таремская библиотека им. М. С. Хорошева,им. М. С. Хорошева
Библиотека № 14 им. А. Луначарского г. Тольятти,им. А. В. Луначарского
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Библиотека № 4 им. Г. К. Сапронова г. Иркутска,им. Г. К. Сапронова
Детская библиотека № 21 им. С. К. Устинова г. Иркутска,им. С. К. Устинова
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Городская библиотека им. А. П. Чехова,им. А. П. Чехова
Библиотека им. К. Маркса г. Новосибирска,им. К. Маркса
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Ростовская городская библиотека им. А. А. Титова,им. А. А. Титова
Детская библиотека им. Ф. Э. Дзержинского,им. Ф. Э. Дзержинского
"Городская библиотека, филиал № 2 им. В. И. Марченко",им. В. И. Марченко
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Библиотека им. Н. К. Крупской г. Краснодара,им. Н. К. Крупской
Центральная детская библиотека им. Л. А. Лихановой,им. Л. А. Лихановой
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. О. М. Куваева пос. Свеча,им. О. М. Куваева пос. Свеча
Центральная районная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека им. Маяковского – филиал № 3,им. В. В. Маяковского
Модельная библиотека-филиал им. Н. К. Крупской,им. Н. К. Крупской
Библиотека № 10 им. С. А. Есенина,им. С. А. Есенина
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Городская библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Пишнурская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина на ул. Советской,им. В. П. Крапивина
Библиотека семейного чтения им. В. Бианки,им. В. В. Бианки
Березовская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Пикшенская библиотека-филиал им. П. К. Любаева,им. П. К. Любаева
Камчатская краевая детская библиотека им. В. Кручины,им. В. Кручины
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Библиотека-филиал № 4 им. Г. К. Дерман,им. Г. К. Дерман
"Центр семейного чтения им. М. Трубиной, филиал № 4",им. М. Трубиной
Межпоселенческая библиотека им. М. А. Ульянова,им. М. А. Ульянова
Детский отдел им. В. В. Олефиренко с. Кагальник,им. В. В. Олефиренко
Модельная центральная библиотека им. В. Н. Татищева,им. В. Н. Татищева
Межпоселенческая центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Детская библиотека им. А. П. Гайдара г. Орла,им. А. П. Гайдара
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Центральная библиотека им. М. В. Наумова,им. М. В. Наумова
Серафимовичская центральная районная библиотека им. А. С. Серафимовича,им. А. С. Серафимовича
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Библиотека им. В. Шишкова,им. В. Я. Шишкова
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Библиотека № 18 им. А. М. Горького,им. А. М. Горького
Библиотека им. Г. Е. Юрова,им. Г. Е. Юрова
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Центральная городская библиотека им. Н. Крупской,им. Н. К. Крупской
Городская библиотека № 4 им. К. С. Бадигина г. Пензы,им. К. С. Бадигина
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная межпоселенческая библиотека им. А. Л. Алейнова,им. А. Л. Алейнова
Локосовская библиотека им. И. Е. Коровина,им. И. Е. Коровина
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
Центральная городская муниципальная библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Модельная библиотека им. Даута Юлтыя г. Белорецка,им. Даута Юлтыя
Клинская городская библиотека им. М. М. Пришвина,им. М. М. Пришвина
Библиотека № 17 им. А. К. Горбунова г. Иркутска,им. А. К. Горбунова
Библиотека-филиал № 4 им. Н. К. Крупской,им. Н. К. Крупской
Вожгальская сельская библиотека им. Ф. И. Шаляпина,им. Ф. И. Шаляпина
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Библиотека № 8 им. В. А. Кораблинова г. Воронежа,им. В. А. Кораблинова
Модельная библиотека-филиал № 7 – Центр башкирской и татарской литературы им. А. Инана,им. А. Инана
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Центральная библиотека им. С. Ю. Володиной,им. С. Ю. Володиной
Центральная городская библиотека им. Н. Байтерякова,им. Н. Байтерякова
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Алтынайская сельская библиотека им. К. А. Некрасовой,им. К. А. Некрасовой
Детская библиотека № 16 им. Аллы Стародубовой,им. А. Стародубовой
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Павловская центральная детская библиотека им. Ф. И. Панферова,им. Ф. И. Панферова
Библиотека им. М. Горького г. Кургана,им. М. Горького
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Черновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Библиотека им. Г. С. Ларковича № 5,им. Г. С. Ларковича
Библиотека № 4 им. М. Соколова,им. М. Соколова
Хватовская сельская библиотека-филиал им. М. В. Шестерикова,им. М. В. Шестерикова
Калужская городская библиотека – филиал № 8 им. Есенина,им. С. А. Есенина
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Шабуровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Национальная библиотека им. А. С. Пушкина Республики Мордовия,им. А. С. Пушкина
Центральная городская библиотека им. Н. К. Крупской г. Дзержинска,им. Н. К. Крупской
Мезенская центральная библиотека им. К. С. Бадигина,им. К. С. Бадигина
Филиал № 2 – библиотека им. Декабристов,им. Декабристов
Центральная библиотека им. В. В. Маяковского г. Котовска,им. В. В. Маяковского
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Центральная городская библиотека им. В. В. Верещагина,им. В. В. Верещагина
Центральная детская библиотека им. Г. Г. Поротова,им. Г. Г. Поротова
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека № 17 им. А. П. Гайдара,им. А. П. Гайдара
Кировская областная библиотека для детей и юношества им. А. С. Грина,им. А. С. Грина
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Библиотека им. Н. Полоруссова-Шелеби,им. Н. Полоруссова-Шелеби
Библиотека им. Р. Солнцева,им. Р. Солнцева
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Библиотека № 90 им. А. С. Неверова г. Москвы,им. А. С. Неверова
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Моргаушская центральная районная детская библиотека им. А. Г. Николаева,им. А. Г. Николаева
Вологодская областная универсальная научная библиотека им. И. В. Бабушкина (здание № 2),им. И. В. Бабушкина
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Центральная универсальная научная библиотека им. Н. А. Некрасова (филиал № 1),им. Н. А. Некрасова
Ряжская городская библиотека № 2 им. В. Силкина,им. В. Силкина
Томская областная библиотека им. А. С. Пушкина (корпус № 2),им. А. С. Пушкина
Библиотека им. Ю. А. Адрианова г. Нижнего Новгорода,им. Ю. А. Адрианова
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Красноярская городская библиотека им. В. Маяковского,им. В. В. Маяковского
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Филиал № 7 – библиотека им. Ф. Э. Дзержинского г. Нижнего Новгорода,им. Ф. Э. Дзержинского
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,им. А. П. Гайдара
Центральная библиотека им. И. А. Мухлынина,им. И. А. Мухлынина
Библиотека им. А. Н. Островского г. Нижнего Новгорода,им. А. Н. Островского
Библиотека им. С. А. Есенина,им. С. А. Есенина
Центральная библиотека им. Н. В. Гоголя г. Александрова,им. Н. В. Гоголя
Центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека-филиал № 7 им. Ф. В. Гладкова,им. Ф. В. Гладкова
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Центральная районная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Библиотека им. М. Светлова – литературно-эстетический центр,им. М. Светлова
Центральная библиотека им. А. Ф. Орлова,им. А. Ф. Орлова
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Красноярская городская библиотека им. И. Тургенева,им. И. С. Тургенева
Библиотека № 35 им. Б. И. Стукалина,им. Б. И. Стукалина
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Филиал № 9 – библиотека им. В. И. Чапаева г. Нижнего Новгорода,им. В. И. Чапаева
Центральная городская библиотека им. К. Т. Хлебникова,им. К. Т. Хлебникова
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Бежецкая центральная библиотека им. В. Я. Шишкова,им. В. Я. Шишкова
Детская библиотека-филиал № 5 им. А. П. Гайдара города Туапсе,им. А. П. Гайдара
Библиотека № 3 им. В. Г. Гордейчева,им. В. Г. Гордейчева
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Алапаевская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Высокомысовская модельная библиотека им. В. П. Замятина,им. В. П. Замятина
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Библиотека № 6 им. К. И. Чуковского г. Саранска,им. К. И. Чуковского
Библиотека им. Н.А. Некрасова,им. Н. А. Некрасова
Центральная библиотека им. С. Сулеймановой,им. С. Сулеймановой
Библиотека – литературный музей им. Н. Н. Блинова,им. Н. Н. Блинова
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
"Детская библиотека им. Х. Степанова, филиал № 11",им. Х. Степанова
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Курская областная универсальная научная библиотека им. Н. Н. Асеева,им. Н. Н. Асеева
Библиотека им. П. П. Бажова г. Новосибирска,им. П. П. Бажова
Лальская городская библиотека им. И. С. Пономарева,им. И. С. Пономарева
Центральная районная детская библиотека им. О. Кошевого,им. О. Кошевого
Детская библиотека № 8 им. П. П. Бажова,им. П. П. Бажова
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Центральная библиотека им. К. Г. Паустовского,им. К. Г. Паустовского
Библиотека № 44 им. В. Г. Короленко (филиал № 3),им. В. Г. Короленко
Библиотека им. М. М. Зощенко,им. М. М. Зощенко
Библиотека № 3 им. К. Я. Мамонтова,им. К. Я. Мамонтова
Библиотека № 19 им. И. С. Тургенева,им. И. С. Тургенева
Национально-краеведческая библиотека – филиал № 42 им. Ф. Шафигуллина,им. Ф. Шафигуллина
Межпоселенческая центральная библиотека им. Александра Кердана г. Коркино,им. А. Кердана
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Центральная библиотека им. Е. И. Аркадьева,им. Е. И. Аркадьева
Библиотека № 7 им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная библиотека им. М. Горького г. Орехово-Зуево,им. М. Горького
Слудская библиотека им. А. В. Некрасова,им. А. В. Некрасова
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. князя Н. Д. Долгорукова,им. князя Н. Д. Долгорукова
Дульдургинская межпоселенческая центральная библиотека им. Ж. Тумунова,им. Ж. Тумунова
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Библиотека № 14 им. Б. А. Порфирьева,им. Б. А. Порфирьева
Филиал № 1 - библиотека им. П. П. Бажова г. Нижнего Новгорода,им. П. П. Бажова
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Цепочкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Библиотека-филиал им. И. А. Наговицына «Библиотека нового поколения»,им. И. А. Наговицына
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Центральная библиотека им. Н. Рубцова,им. Н. М. Рубцова
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Библиотека № 10 им. Фёдора Абрамова округа Варавино-Фактория,им. Ф. А. Абрамова
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Библиотека им. Н. Галушкина,им. Н. Галушкина
Библиотека семейного чтения им. А. С. Пушкина г. Дзержинска,им. А. С. Пушкина
Центральная районная детская библиотека им. В. Г. Белинского г. Нижнего Новгорода,им. В. Г. Белинского
Детская библиотека им. И. В. Александрова,им. И. В. Александрова
Тарусская районная детская библиотека им. Н. В. Богданова,им. Н. В. Богданова
Жулановская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Молодежная библиотека – филиал № 18 им. М. Горького,им. М. Горького
Тамбовская областная универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная модельная детская библиотека им. М. Горького,им. М. Горького
Красноярская городская библиотека им. В. Белинского,им. В. Г. Белинского
Родинская библиотека им. Ю. И. Макарова,им. Ю. И. Макарова
Красноярская городская библиотека им. М. Светлова,им. М. Светлова
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Библиотека-филиал № 3 им. И. П. Котляревского,им. И. П. Котляревского
Модельная библиотека № 14 им. митрополита Макария (Булгакова) г. Старый Оскол,им. митрополита Макария
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Асовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
