corpus,content,n_syllables,duration
Khislavichi,"Никого. Даже кур нема, миленькая, даже курей нема.",18,3.209000000000003
Khislavichi,"То выкапывали чьи косточки. Ну, в общем такая, поверье такое, что кииать эту мелочь уже  в могилу.",35,4.889999999999986
Khislavichi,"Ну, опять же иконку. Если мешает, как  батюшка говорит, куда-то  на полочку. Ну, в общем когда ходил автобус, мы каждый раз посвящали . Ну а теперь вот плохо у нас с автобусом дела.",59,8.799999999999955
Khislavichi,вот такие яички мы,8,1.3999999999999773
Khislavichi,"Ни в отпуск никогда не ходили, никогда.",13,2.801000000000016
Khislavichi,"Житом посыпают, когда  вот шестого",12,2.2129999999999654
Khislavichi,"И под пол, чтоб картошку мыши не грызли.",12,2.2760000000000105
Khislavichi,"Вот так. Заходите, не снимайте свою обувь...",14,2.9499999999999993
Khislavichi,Вот.,1,0.7040000000000006
Khislavichi,"А тогда  в шелухе варим в печи, можно и на газу.",16,3.274000000000001
Khislavichi,"И с, и с веточек, и с коренья раньше плел, когда дети маленькие были. Вот.",23,4.86099999999999
Khislavichi,"Никогда в лес нельзя ходить на Дви=, говорят так, мы никогда не ходили.",22,3.663000000000011
Khislavichi,"Шестакова была, Шестакова.",10,2.2319999999999993
Khislavichi,"Не знаю. Ну, старое поколение, учились. Кто дети, кто невестки учились. Вот так.",27,5.043999999999983
Khislavichi,"Красиво? У нас же, у меня, вот ещё кухня тут  есть .",16,3.189000000000078
Khislavichi,"Ой, праздновали хорошо. Тогда Масленица. Всё праздновали. Всё...",20,4.208000000000084
Khislavichi,"В хлев не носили, ком= не, ни в хлев ни...",10,2.1100000000000136
Khislavichi,"табун коров колхозных был, табун своих овечек был,",16,3.173999999999978
Khislavichi,"Вот и теперь когда надену, в Хиславичи когда езжу, видите.",20,3.119999999999891
Khislavichi,Вот такая кухня.,6,1.1560000000000628
Khislavichi,И те другие ещё там у вас?,10,1.764000000000003
Khislavichi,"Это я не знаю, почему так деревня называется, на а поче= наша? Жигалки.",27,4.029000000000053
Khislavichi,"нехай скажет, пасхи пекли, и теперь пеку всегда.",15,2.6569999999999823
Khislavichi,Чья какая судьба.,6,1.325999999999908
Khislavichi,"собирались, компании были. А теперь уже народу, милая, нема никого.",26,3.655999999999949
Khislavichi,"свекровка со мной,",5,1.1610000000000582
Khislavichi,"Ну вот придёт, может, минутка такая, сказать, ой, у неё корова такая хорошая, молочная, она молока много, вымя всё такое большое.",48,6.935999999999979
Khislavichi,Так и раньше:,4,1.0930000000000746
Khislavichi,Ну вот тканый же у меня половичок лежит. Тут ещё,17,3.1200000000001182
Khislavichi,"И все праздновали, и всё гуляли. Гармонист играли, гармошка была. Мы любили гулять с дедом. Хоть...",31,4.779999999999973
Khislavichi,"А бог её знает, помогало ти или не помога=. Теперь же,",20,3.08299999999997
Khislavichi,"Что нельза ходить на Движенье в церковь , ой, господи, в церкось , в лес.",18,3.75
Khislavichi,в Смоленске. Работали хорошо.,10,2.744
Khislavichi,"Доживаем, милая, свой век, уже сколько придётся. Ну а что делать?",21,3.9669999999999983
Khislavichi,Работать надо было.,7,1.143000000000001
Khislavichi,[Да из кухни.] Сын занялся строительством. Не дает погода ничего делать. Ничего не дает делать.,31,5.589
Khislavichi,Погода-то плохая.,7,1.1879999999999882
Khislavichi,"Вот как, милая, работали.",9,1.3899999999999864
Khislavichi,Да.,1,0.519999999999996
Khislavichi,"Ходить, мы ходили, была ещё ра=",11,2.005999999999858
Khislavichi,Дочка в Жанвили.,5,1.0780000000000314
Khislavichi,"И уже поженились, дети были, а все равно гулянки были, бегали гулять.",25,3.4420000000000073
Khislavichi,Ну.,1,0.29300000000000637
Khislavichi,А все равно жалко. Большой или маленький. Все равно жалко для мамы.,21,3.240000000000009
Khislavichi,"На что нам печка? Дрова палить? Покупаем дрова, всё.",16,3.046000000000049
Khislavichi,"Куда  остальные поехали, она  меня спрашивает, подруга.",21,2.6679999999999993
Khislavichi,"Еловая лапочка, да. Так говорили раньше люди.",17,3.07000000000005
Khislavichi,Это когда своих овец держали.,11,1.8889999999998963
Khislavichi,"одних хватает, нас много развелось.",11,2.5900000000000034
Khislavichi,"А заговаривали. Теперь же заговоры и в газетах, журналах пишут, а раньше бабки знали.",30,5.25
Khislavichi,"Ну, с той деревни, где я была там, она",12,2.334000000000003
