name,dedication
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Модельная библиотека-филиал № 7 – Центр башкирской и татарской литературы им. А. Инана,им. А. Инана
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Библиотека им. И. У. Басаргина,им. И. У. Басаргина
Детский отдел Библиотеки им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Библиотека № 1 им. Н. А. Островского,им. Н. А. Островского
Софринская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Староюрьевская районная библиотека им. Ю. А. Ознобишина,им. Ю. А. Ознобишина
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Н. Н. Старостина,им. Н. Н. Старостина
Филиал № 3 – библиотека им. И. В. Мичурина г. Нижнего Новгорода,им. И. В. Мичурина
Библиотека им. И. Л. Дроздова,им. И. Л. Дроздова
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Судинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. Н. В. Гоголя г. Санкт-Петербурга,им. Н. В. Гоголя
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Библиотека им. Володи Ульянова,им. В. Ульянова
Городская библиотека № 1 им. А. Н. Чепурова,им. А. Н. Чепурова
Библиотека им. А. С. Макаренко,им. А. С. Макаренко
Центральная районная детская библиотека им. О. Кошевого,им. О. Кошевого
Библиотека им. К. Маркса г. Новосибирска,им. К. Маркса
Библиотека № 3 им. В. Г. Гордейчева,им. В. Г. Гордейчева
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Шестаковская сельская библиотека им. А. П. Батуева,им. А. П. Батуева
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Центральная библиотека им. В. Маяковского г. Чебоксары,им. В. В. Маяковского
Библиотека им. Ю. А. Адрианова г. Нижнего Новгорода,им. Ю. А. Адрианова
Библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Библиотека № 8 им. Н. А. Островского г. Перми,им. Н. А. Островского
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Специализированная детская библиотека № 27 им. С. В. Михалкова,им. С. В. Михалкова
"Городская библиотека, филиал № 2 им. В. И. Марченко",им. В. И. Марченко
Филиал № 10 - библиотека им. М. И. Цветаевой,им. М. И. Цветаевой
Викторопольская модельная библиотека – филиал № 1 им. Н. П. Таволжанского,им. Н. П. Таволжанского
Центральная городская библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Библиотечный центр «Дом семьи» им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
Светлогорская центральная библиотека им. А. З. Дмитровского,им. А. З. Дмитровского
Специализированная детская библиотека № 25 им. Б. В. Аржанцева,им. Б. В. Аржанцева
Юношеская библиотека № 14 им. И. Сельвинского,им. И. Сельвинского
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Областная детская библиотека им. И. А. Крылова,им. И. А. Крылова
Библиотека им. С. В. Михалкова,им. С. В. Михалкова
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Онежская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Половодовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Кобринская сельская библиотека им. В. Ю. Дербака,им. В. Ю. Дербака
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Пишнурская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Центральная городская библиотека «Smart-библиотека им. Н. Д. Неустроева»,им. Н. Д. Неустроева
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Библиотека им. М. А. Шолохова г. Новочеркасска,им. М. А. Шолохова
Специализированная библиотека № 4 им. Е. А. Евтушенко,им. Е. А. Евтушенко
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Библиотека им. Мерзликина – филиал № 4,им. Мерзликина
"Библиотека им. М. М. Пришвина, филиал № 4",им. М. М. Пришвина
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 9 им. А. Ахматовой,им. А. А. Ахматовой
Красноярская городская детская библиотека им. З. Портновой,им. З. Портновой
Лузская районная библиотека им. В. А. Меньшикова,им. В. А. Меньшикова
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Библиотека-филиал № 6 им. В. В. Ходарева,им. В. В. Ходарева
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Шабуровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 18 им. А. И. Куприна,им. А. И. Куприна
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Центральная детская библиотека им. Героя Советского Союза А. И. Захарова,им. А. И. Захарова
Городская библиотека им. Ф. Н. Слепушкина,им. Ф. Н. Слепушкина
Библиотека им. Н. Н. Муравьева-Амурского г. Владивостока,им. Н. Н. Муравьева-Амурского
Ставропольская краевая универсальная научная библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Хлевищенская модельная библиотека им. Н. П. Рыжих,им. Н. П. Рыжих
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Библиотека-филиал № 4 им. Г. К. Дерман,им. Г. К. Дерман
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
Библиотека им. Ф. Г. Кедрова г. Ижевска,им. Ф. Г. Кедрова
Библиотека им. А. Л. Барто,им. А. Л. Барто
Библиотека № 11 им. Ф. Ф. Павленкова с. Зипуново,им. Ф. Ф. Павленкова
Сельская библиотека им. Н. А. Некрасова д. Грешнево,им. Н. А. Некрасова
Михайловская центральная библиотека им. Н. М. Перовского,им. Н. М. Перовского
Центральная библиотека им. А. П. Чехова г. Владивостока,им. А. П. Чехова
Центральная городская библиотека им. К. Т. Хлебникова,им. К. Т. Хлебникова
Национальная библиотека Чеченской Республики им. А. А. Айдамирова,им. А. А. Айдамирова
Кировская областная библиотека для детей и юношества им. А. С. Грина,им. А. С. Грина
"Библиотека № 17 им. А. Н. Радищева, г. Кострома",им. А. Н. Радищева
Верхнетагильская городская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Н. Островского,им. Н. А. Островского
Большенеклиновский отдел им. В. Г. Саранских с. Большая Неклиновка,им. В. Г. Саранских
Красноярская городская библиотека им. Т. Шевченко,им. Т. Г. Шевченко
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Библиотека № 3 им. К. Я. Мамонтова,им. К. Я. Мамонтова
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Центральная районная библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Библиотека им. А. Пушкина г. Азова,им. А. С. Пушкина
Библиотека для детей им. В. П. Астафьева г. Барыша,им. В. П. Астафьева
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Центральная районная детская библиотека им. А. В. Кольцова,им. А. В. Кольцова
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Библиотека им. Н. К. Крупской г. Нижнего Новгорода,им. Н. К. Крупской
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Детская библиотека им. И. В. Александрова,им. И. В. Александрова
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Библиотека им. В. В. Бианки г. Новосибирска,им. В. В. Бианки
Центральная городская библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Библиотека-филиал № 39 им. С. Скитальца,им. С. Скитальца
Специализированная библиотека № 15 им. Н. Н. Благова,им. Н. Н. Благова
Районная публичная библиотека им. А. Герцена,им. А. И. Герцена
Межпоселенческая библиотека Касторенского района им. В. Г. Гордейчева,им. В. Г. Гордейчева
Читальный зал периодики Архангельской областной научной библиотеки им. Н. А. Добролюбова,им. Н. А. Добролюбова
Таловская центральная библиотека им. Е. П. Дубровина,им. Е. П. Дубровина
Библиотека-филиал № 4 им. А. С. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека им. П. Хузангая,им. П. Хузангая
"Центр семейного чтения им. М. Трубиной, филиал № 4",им. М. Трубиной
Модельная специализированная детская библиотека № 24 им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека семейного чтения им. Дмитриева,им. Дмитриева
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Детское отделение Мценской межпоселенческой районной библиотеки им. И. С. Тургенева,им. И. С. Тургенева
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Филиал № 1 - библиотека им. П. П. Бажова г. Нижнего Новгорода,им. П. П. Бажова
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Кабардино-Балкарская республиканская детская библиотека им. Бекмурзы Пачева,им. Бекмурзы Пачева
Центральная районная библиотека им. И. П. Мордвинова,им. И. П. Мордвинова
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Модельная детская библиотека-филиал № 17 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека им. К. И. Чуковского,им. К. И. Чуковского
Красноярская городская детская библиотека им. М. Пришвина,им. М. М. Пришвина
Библиотека № 9 им. Федора Наумова,им. Федора Наумова
Городская библиотека-филиал № 7 им. Ф. В. Гладкова,им. Ф. В. Гладкова
Клинская городская библиотека им. М. М. Пришвина,им. М. М. Пришвина
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
Центральная городская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Аспинская модельная сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. Н. Рубцова,им. Н. М. Рубцова
Детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Каскаринская сельская детская библиотека им. А. А. Лиханова,им. А. А. Лиханова
Городская библиотека им. В. А. Замыслова,им. В. А. Замыслова
Городская библиотека им. Ю. Р. Кисловского,им. Ю. Р. Кисловского
Центральная библиотека им. П. И. Федорова,им. П. И. Федорова
Центральная городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Красноярская городская библиотека им. Н. Добролюбова,им. Н. А. Добролюбова
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Центральная районная библиотека им. С. О. Тамба,им. С. О. Тамба
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),им. И. З. Сурикова
Центральная библиотека им. Р. Гамзатова г. Кизилюрта,им. Р. Гамзатова
Красноярская городская детская библиотека им. А. Грина,им. А. С. Грина
Красноярская городская библиотека им. С. Есенина,им. С. А. Есенина
Лесногородская библиотека им. И. А. Новикова,им. И. А. Новикова
Краснодарская краевая универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Калужская городская библиотека – филиал № 8 им. Есенина,им. С. А. Есенина
Детская библиотека № 6 им. В. Г. Короленко,им. В. Г. Короленко
Библиотека-филиал № 15 им. М. С. Петровых,им. М. С. Петровых
Библиотека им. М. Горького г. Новочеркасск,им. М. Горького
Библиотека № 8 для детей и юношества им. А. П. Гайдара г. Кирова,им. А. П. Гайдара
Детская библиотека с. им. Полины Осипенко,им. Полины Осипенко
Курская библиотека слепых им. В. С. Алёхина,им. В. С. Алёхина
Центральная городская библиотека им. Ф. М. Достоевского г. Назарово,им. Ф. М. Достоевского
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Историко-краеведческая библиотека им. И. И. Василёва,им. И. И. Василёва
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Библиотека № 7 им. В. А. Закруткина,им. В. А. Закруткина
Центральная детская библиотека им. К. Минина,им. К. Минина
Центральная детская библиотека им. А. П. Чехова г. Лесосибирска,им. А. П. Чехова
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Библиотека № 2 им. А. А. Гришина,им. А. А. Гришина
Родинская библиотека им. Ю. И. Макарова,им. Ю. И. Макарова
Библиотека № 7 им. И. М. Ермакова,им. И. М. Ермакова
Городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека «Новогородская» им. А. И. Курицына,им. А. И. Курицына
"Городская библиотека им. В. С. Топилина, филиал № 8",им. В. С. Топилина
Библиотека им. Н. В. Волкова села Елового,им. Н. В. Волкова
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Нижне-Сыповская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 4 им. М. Соколова,им. М. Соколова
Библиотека семейного чтения им. В. Д. Берестова,им. В. Д. Берестова
Сардыкская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Центральная библиотека им. Н. Крупской г. Азова,им. Н. К. Крупской
Детская библиотека – филиал № 7 им. Г. А. Черкашина,им. Г. А. Черкашина
Качканарская городская библиотека им. Ф. Т. Селянина,им. Ф. Т. Селянина
Троицкосунгурская модельная библиотека им. М. А. Шолохова,им. М. А. Шолохова
Билярская сельская библиотека им. Кул Гали,им. Кул Гали
Бымовская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. С. Я. Маршака г. Заволжье,им. С. Я. Маршака
Центральная детская библиотека им. А. Г. Казаковой пгт. Емельяново,им. А. Г. Казаковой
Библиотека им. В. В. Маяковского,им. В. В. Маяковского
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Пушкарская сельская библиотека им. Т. Рыжовой,им. Т. Рыжовой
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Межпоселенческая библиотека им. М. А. Ульянова,им. М. А. Ульянова
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Библиотека им. Д. С. Лихачева,им. Д. С. Лихачева
Центральная городская библиотека им. Фадеева,им. А. А. Фадеева
Иркутская областная библиотека им. И. И. Молчанова-Сибирского,им. И. И. Молчанова-Сибирского
Хоринская центральная межпоселенческая библиотека им. Д. З. Жалсараева,им. Д. З. Жалсараева
Городская библиотека им. А. П. Чехова,им. А. П. Чехова
Библиотека-филиал № 17 им. М. А. Шолохова,им. М. А. Шолохова
Детская библиотека-филиал им. А. П. Бринского,им. А. П. Бринского
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Библиотека-филиал № 10 им. А. С. Пушкина,им. А. С. Пушкина
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Центральная детская модельная библиотека им. В. И. Воробьева,им. В. И. Воробьева
Библиотека семейного чтения им. С. Маршака,им. С. Я. Маршака
Новоусадская сельская библиотека-филиал им. В. П. Вахтерова,им. В. П. Вахтерова
Молодежная библиотека им. И. Тургенева – филиал № 18,им. И. С. Тургенева
Центральная межпоселенческая библиотека им. Н. С. Устиновича,им. Н. С. Устиновича
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Библиотека семейного чтения им. А. Г. Николаева г. Новочебоксарска,им. А. Г. Николаева
Асовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Центральная библиотека им. А. Фадеева,им. А. А. Фадеева
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Центральная библиотека им. С. А. Пестунова,им. С. А. Пестунова
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Юрасовская сельская библиотека им. Н. И. Костомарова,им. Н. И. Костомарова
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. К. Симонова г. Нижнего Новгорода,им. К. Симонова
Библиотека-филиал № 4 им. А. С. Пушкина,им. А. С. Пушкина
Детская библиотека-филиал № 15 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека № 6 им. А. М. Колчанова,им. А. М. Колчанова
Центральная библиотека им. А. С. Пушкина г. Старый Оскол,им. А. С. Пушкина
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Введено-Готнянская модельная библиотека – филиал № 8 им. В. В. Курбатова,им. В. В. Курбатова
Библиотека им. М. М. Пришвина г. Тюмени,им. М. М. Пришвина
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. А. С. Пушкина г. Нижний Новгород,им. А. С. Пушкина
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Библиотека № 13 им. Е. Д. Петряева,им. Е. Д. Петряева
Стрельская сельская библиотека – филиал им. В. Л. Волгина,им. В. Л. Волгина
Центральная модельная детская библиотека им. М. Горького,им. М. Горького
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Библиотека № 16 им. Н. А. Добролюбова,им. Н. А. Добролюбова
"Библиотека им. Н. А. Некрасова, филиал № 5 г. Нижнего Новгорода",им. Н. А. Некрасова
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Чернухинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека № 21 им. С. К. Устинова г. Иркутска,им. С. К. Устинова
Библиотека № 44 им. В. Г. Короленко (филиал № 2),им. В. Г. Короленко
Городская детская библиотека – филиал № 2 им. К. И. Чуковского,им. К. И. Чуковского
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Библиотека № 8 им. В. А. Кораблинова г. Воронежа,им. В. А. Кораблинова
Центральная районная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Центральная районная библиотека им. М. Горького,им. М. Горького
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Библиотека-филиал № 3 им. И. А. Бурмистрова,им. И. А. Бурмистрова
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Библиотека № 9 им. М. М. и Е. П. Нарышкиных,им. М. М. и Е. П. Нарышкиных
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Национально-краеведческая библиотека – филиал № 42 им. Ф. Шафигуллина,им. Ф. Шафигуллина
Библиотека № 8 им. П. С. Кириллова,им. П. С. Кириллова
Центральная библиотека им. Н. С. Клестова-Ангарского,им. Н. С. Клестова-Ангарского
Районная библиотека им. А. И. Куприна с. Наровчат,им. А. И. Куприна
Центральная библиотека им. А. Ф. Орлова,им. А. Ф. Орлова
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Библиотека им. Н. Островского,им. Н. А. Островского
Библиотека № 1 им. Валерия Алексеева,им. В. Алексеева
Микуньская библиотека им. Б. А. Старчикова,им. Б. А. Старчикова
Центральная библиотека семейного чтения им. Н. Войновской,им. Н. Войновской
Библиотека № 4 им. В. В. Маяковского г. Перми,им. В. В. Маяковского
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Библиотека им. М. Светлова – литературно-эстетический центр,им. М. Светлова
Центральная районная библиотека им. И. Г. Истомина,им. И. Г. Истомина
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Детская библиотека им. М. М. Пришвина г. Переславля-Залесского,им. М. М. Пришвина
Красноярская городская библиотека им. В. Белинского,им. В. Г. Белинского
Центральная библиотека им. М. Н. Богданова г. Барыша,им. М. Н. Богданова
Центральная районная библиотека им. С. С. Сурун-оола,им. С. С. Сурун-оола
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Городская детская библиотека-филиал № 1 им. С. Я. Маршака,им. С. Я. Маршака
Черновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. О. М. Куваева пос. Свеча,им. О. М. Куваева пос. Свеча
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Библиотека № 19 им. И. С. Тургенева,им. И. С. Тургенева
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Центральная детская библиотека № 46 им. И. З. Сурикова – филиал № 3,им. И. З. Сурикова
Центральная городская библиотека им. Ф. А. Семенова г. Курска,им. Ф. А. Семенова
Новомирская сельская библиотека-филиал им. А. Б. Нейдгарта,им. А. Б. Нейдгарта
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Библиотека им. А. Грина,им. А. С. Грина
Межпоселенческая центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Центральная районная библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Центральная городская библиотека им. А. Вампилова,им. А. Вампилова
Библиотека им. А. В. Селиванова г. Сергиева Посада,им. А. В. Селиванова
Красноярская городская библиотека им. К. Паустовского,им. К. Паустовского
Красноярская городская детская библиотека им. Б. Житкова,им. Б. Житкова
Библиотека семейного чтения им. И. Зуева,им. И. Зуева
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Центральная библиотека им. Л. А. Малюгина,им. Л. А. Малюгина
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 17 им. А. С. Макаренко,им. А. С. Макаренко
Центральная районная библиотека им. А. П. Чехова г. Санкт-Петербурга,им. А. П. Чехова
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Центральная детская библиотека им. Б. С. Рябинина,им. Б. С. Рябинина
Центральная районная библиотека им. К. Мечиева,им. К. Мечиева
Хвалынская межпоселенческая центральная библиотека им. С. С. Наровчатова,им. С. С. Наровчатова
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Астраханская областная научная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека семейного чтения № 2 им. М. Горького,им. М. Горького
Библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Центральная городская библиотека им. Горького,им. М. Горького
Детская библиотека им. Веры Чаплиной,им. В. Чаплиной
Библиотека № 14 им. А. Луначарского г. Тольятти,им. А. В. Луначарского
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Троицкая сельская библиотека им. В. И. Ренова,им. В. И. Ренова
Центральная городская детская библиотека им. Ю. Гагарина,им. Ю. А. Гагарина
Белгородская государственная специальная библиотека для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Библиотека им. В. Шишкова,им. В. Я. Шишкова
Библиотека-филиал им. В. Г. Короленко,им. В. Г. Короленко
Городская библиотека – филиал № 7 им. Некрасова,им. Н. А. Некрасова
Отдел «Общение» Центральной городской библиотеки им. А. М. Каутского,им. А. М. Каутского
Гляденская центральная сельская библиотека – филиал № 1 им. С. Д. Гуляева,им. С. Д. Гуляева
Библиотека № 4 им. М. Г. Исаковой,им. М. Г. Исаковой
Центральная детская библиотека им. Е. И. Чекина,им. Е. И. Чекина
Республиканская детская библиотека Республики Татарстан им. Роберта Миннуллина,им. Роберта Миннуллина
Центральная библиотека им. А. М. Горького,им. А. М. Горького
Библиотека им. А. Н. Островского г. Новошахтинска,им. А. Н. Островского
Центральная библиотека им. Горького,им. М. Горького
Удомельская центральная библиотека им. Н. А. Зворыкина,им. Н. А. Зворыкина
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Красноярская городская библиотека им. А. М. Горького,им. А. М. Горького
Библиотека № 8 им. Ф. Ф. Павленкова с. Вассята,им. Ф. Ф. Павленкова
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Модельная библиотека им. К. Аухатова с. Старый Курдым,им. К. Аухатова
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Красноярская городская детская библиотека им. С. Михалкова,им. С. В. Михалкова
Сорвижская сельская библиотека им. Т. И. Смертиной,им. Т. И. Смертиной
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Городская библиотека им. В. М. Шукшина г. Сосновоборска,им. В. М. Шукшина
Советская центральная библиотека им. А. С. Крупнякова,им. А. С. Крупнякова
Библиотека-филиал № 5 им. В. В. Вишневского,им. В. В. Вишневского
Красноярская городская библиотека им. В. Маяковского,им. В. В. Маяковского
Библиотека им. В. Дубинина,им. В. Дубинина
Библиотека им. М. И. Платова г. Шахты,им. М. И. Платова
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Центральная детская библиотека им. Г. Г. Поротова,им. Г. Г. Поротова
Центральная детская библиотека им. А. Гайдара,им. А. П. Гайдара
Центральная детская библиотека им. Н. Н. Носова г. Тутаева,им. Н. Н. Носова
Юрьевецкая городская библиотека им. Ф. С. Грибунина,им. Ф. С. Грибунина
Библиотека-филиал им. М. Джалиля – Центр татарской культуры и литературы,им. М. Джалиля
