name,dedication
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Туванская сельская библиотека им. Г. И. Федорова,им. Г. И. Федорова
Коношская центральная районная библиотека им. Иосифа Бродского,им. И. Бродского
Библиотека-филиал № 5 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Детская библиотека им. А. М. Матросова,им. А. М. Матросова
Библиотека им. А. С. Макаренко,им. А. С. Макаренко
Филиал № 8 – библиотека им. В. А. Жуковского г. Нижнего Новгорода,им. В. А. Жуковского
Городская детская библиотека им. В. Д. Давыдовой,им. В. Д. Давыдовой
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Детская библиотека № 8 им. Н. Островского,им. Н. А. Островского
Калужская городская библиотека – филиал № 8 им. Есенина,им. С. А. Есенина
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Петровская сельская библиотека им. А. Г. Архангельской,им. А. Г. Архангельской
Библиотека им. Н. Носова г. Новочебоксарска,им. Н. Н. Носова
Библиотека им. С. А. Есенина,им. С. А. Есенина
Центральная межпоселенческая библиотека им. А. Л. Алейнова,им. А. Л. Алейнова
Центральная библиотека им. Н. К. Крупской г. Самары,им. Н. К. Крупской
Библиотека № 44 им. В. Г. Короленко (филиал № 2),им. В. Г. Короленко
Белоевская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Межпоселенческая центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Муниципальная детская библиотека им. П. С. Комарова,им. П. С. Комарова
Библиотека им. А. И. Герцена г. Нижнего Новгорода,им. А. И. Герцена
Центральная библиотека им. С. Ю. Володиной,им. С. Ю. Володиной
Кувинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Карпогорская центральная библиотека им. Ф. А. Абрамова,им. Ф. А. Абрамова
Библиотека им. З. Космодемьянской г. Нижнего Новгорода,им. З. Космодемьянской
Центральная районная библиотека им. Г. А. Пирожникова,им. Г. А. Пирожникова
Центральная детская библиотека № 46 им. И. З. Сурикова – филиал № 3,им. И. З. Сурикова
Библиотека им. Р. Солнцева,им. Р. Солнцева
Центральная библиотека им. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Камчатская краевая научная библиотека им. С. П. Крашенинникова,им. С. П. Крашенинникова
Библиотека им. Ю. П. Кузнецова,им. Ю. П. Кузнецова
Билярская сельская библиотека им. Кул Гали,им. Кул Гали
Староюрьевская районная библиотека им. Ю. А. Ознобишина,им. Ю. А. Ознобишина
Центральная библиотека им. М. Н. Богданова г. Барыша,им. М. Н. Богданова
Центральная библиотека им. С. А. Пестунова,им. С. А. Пестунова
Красноярская городская библиотека им. И. Рождественского,им. И. Рождественского
Центральная библиотека им. А. С. Пушкина г. Сургута,им. А. С. Пушкина
Центральная городская библиотека «Smart-библиотека им. Н. Д. Неустроева»,им. Н. Д. Неустроева
Верещагинская центральная библиотека им. В. Г. Мельчакова,им. В. Г. Мельчакова
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Центральная городская библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Заборьинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Л. Н. Толстого г. Дзержинска,им. Л. Н. Толстого
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Детская библиотека им. Ф. Э. Дзержинского,им. Ф. Э. Дзержинского
Дивногорская городская библиотека им. В. Г. Распутина,им. В. Г. Распутина
Троицко-Печорская межпоселенческая центральная библиотека им. Г. А. Фёдорова,им. Г. А. Фёдорова
Арбажская центральная библиотека им. А. П. Батуева,им. А. П. Батуева
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Библиотека им. Н. Полоруссова-Шелеби,им. Н. Полоруссова-Шелеби
Детская библиотека им. М. М. Пришвина г. Переславля-Залесского,им. М. М. Пришвина
Библиотека им. В. И. Даля,им. В. И. Даля
Библиотека № 8 им. Ф. Ф. Павленкова с. Вассята,им. Ф. Ф. Павленкова
Советская центральная библиотека им. А. С. Крупнякова,им. А. С. Крупнякова
Центральная районная детская библиотека им. О. Кошевого,им. О. Кошевого
Белоярская библиотека им. Г. Г. Кушникова,им. Г. Г. Кушникова
Красноярская городская библиотека им. К. Паустовского,им. К. Паустовского
Алтайская краевая детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная городская библиотека им. П. Л. Проскурина,им. П. Л. Проскурина
Детская библиотека-филиал им. А. П. Бринского,им. А. П. Бринского
Библиотека № 13 им. Е. Д. Петряева,им. Е. Д. Петряева
Библиотека им. Н. Некрасова г. Кургана,им. Н. А. Некрасова
Центральная городская библиотека им. Н. Островского,им. Н. А. Островского
Библиотека им. Н. Галушкина,им. Н. Галушкина
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Судинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 3 им. В. Г. Гордейчева,им. В. Г. Гордейчева
Библиотека им. К. Маркса г. Новосибирска,им. К. Маркса
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Локосовская библиотека им. И. Е. Коровина,им. И. Е. Коровина
Библиотека № 4 им. В. В. Маяковского г. Перми,им. В. В. Маяковского
Центральная городская библиотека им. А. Вампилова,им. А. Вампилова
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Библиотека им. П. Хузангая,им. П. Хузангая
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Кировская ордена Почёта государственная универсальная областная научная библиотека им. А. И. Герцена,им. А. И. Герцена
Опаринская центральная библиотека им. Н. А. Яхлакова,им. Н. А. Яхлакова
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Красненская сельская библиотека-клуб им. Г. С. Малеванкиной,им. Г. С. Малеванкиной
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка г. Ирбита,им. Д. Н. Мамина-Сибиряка
Библиотека № 14 им. А. Луначарского г. Тольятти,им. А. В. Луначарского
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Каскаринская сельская детская библиотека им. А. А. Лиханова,им. А. А. Лиханова
Городская библиотека им. А. Р. Беляева,им. А. Р. Беляева
Центральная модельная детская библиотека им. М. Горького,им. М. Горького
Центральная районная библиотека им. И. Н. Сабирова,им. И. Н. Сабирова
Кайская сельская библиотека-филиал им. М. М. Синцова,им. М. М. Синцова
Слободская городская библиотека им. А. Грина (отдел обслуживания),им. А. С. Грина
Городская библиотека № 1 им. А. П. Чехова,им. А. П. Чехова
Библиотека № 6 им. К. И. Чуковского г. Саранска,им. К. И. Чуковского
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Читальный зал периодики Архангельской областной научной библиотеки им. Н. А. Добролюбова,им. Н. А. Добролюбова
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Молодежная библиотека им. И. Тургенева – филиал № 18,им. И. С. Тургенева
Уинская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 8 им. П. С. Кириллова,им. П. С. Кириллова
Библиотека-филиал им. Н. В. Гоголя г. Нижнего Новгорода,им. Н. В. Гоголя
Чернухинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Библиотека № 5 им. А. И. Герцена г. Перми,им. А. И. Герцена
Красноярская городская детская библиотека им. М. Пришвина,им. М. М. Пришвина
Республиканская детская библиотека Республики Татарстан им. Роберта Миннуллина,им. Роберта Миннуллина
Центральная библиотека им. Виктора Гаврилина,им. В. Гаврилина
Алтынайская сельская библиотека им. К. А. Некрасовой,им. К. А. Некрасовой
Золотухинская детская модельная библиотека им. Героя Советского Союза В. В. Черинова,им. В. В. Черинова
Центральная детская библиотека им. В. С. Рыжакова,им. В. С. Рыжакова
Казачинская межпоселенческая центральная библиотека им. героя советского союза И. П. Герасимова,им. И. П. Герасимова
"Городская библиотека, филиал № 2 им. В. И. Марченко",им. В. И. Марченко
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Л. Агакова − филиал № 17,им. Л. Агакова
Межпоселенческая центральная библиотека им. Александра Кердана г. Коркино,им. А. Кердана
Библиотека им. А. Пискунова,им. А. Пискунова
Детская библиотека № 10 им. М. М. Пришвина,им. М. М. Пришвина
Центральная городская библиотека им. А. И. Солженицына,им. А. И. Солженицына
Чистопольский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная детская библиотека им. А. Гайдара,им. А. П. Гайдара
Черкизовская библиотека им. Д. Кедрина,им. Д. Кедрина
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Библиотека им. М. А. Лаврентьева,им. М. А. Лаврентьева
Районная детская библиотека им. С. В. Ягуповой,им. С. В. Ягуповой
Центральная детская библиотека им. А. П. Чехова г. Лесосибирска,им. А. П. Чехова
Синегорская сельская библиотека им. Е. И. Кострова,им. Е. И. Кострова
Библиотека для детей им. В. П. Астафьева г. Барыша,им. В. П. Астафьева
Аспинская модельная сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 1 им. А. С. Грибоедова. Отдел чтения для детей и юношества,им. А. С. Грибоедова
Жешартская библиотека им. С. А. Попова,им. С. А. Попова
"Городская библиотека им. Э. Н. Успенского, филиал № 6",им. Э. Н. Успенского
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Модельная библиотека им. Даута Юлтыя г. Белорецка,им. Даута Юлтыя
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Специализированная детская библиотека № 27 им. С. В. Михалкова,им. С. В. Михалкова
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Красноярская городская библиотека им. М. Булгакова,им. М. Булгакова
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Библиотека им. А. И. Недогонова,им. А. И. Недогонова
Черновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красноярская городская детская библиотека им. О. Кошевого,им. О. Кошевого
Библиотека им. М. Е. Салтыкова-Щедрина города Ельца,им. М. Е. Салтыкова-Щедрина
Библиотека им. А. Пушкина г. Азова,им. А. С. Пушкина
Библиотека № 1 им. Н. А. Островского,им. Н. А. Островского
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,им. А. П. Гайдара
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Просветительский центр им. С. Т. Аксакова «Аленький цветочек»,им. С. Т. Аксакова
Родинская библиотека им. Ю. И. Макарова,им. Ю. И. Макарова
Филиал Вологодской библиотеки им. И. В. Бабушкина,им. И. В. Бабушкина
Библиотека № 5 им. Николая Рубцова г. Санкт-Петербурга,им. Н. М. Рубцова
Тумботинская поселковая библиотека им. В. В. Березина,им. В. В. Березина
Городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная библиотека им. А. Г. Дементьева,им. А. Г. Дементьева
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Грайворонская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Центральная библиотека им. Александра Ероховца,им. А. Ероховца
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Библиотека – литературный музей им. Н. Н. Блинова,им. Н. Н. Блинова
Красноярская городская библиотека им. Н. Добролюбова,им. Н. А. Добролюбова
Октябрьская библиотека № 2 им. Н. К. Жернакова,им. Н. К. Жернакова
Специализированная детская библиотека № 28 им. А. А. Пластова,им. А. А. Пластова
Библиотека им. Н. Островского,им. Н. А. Островского
Мезенская центральная библиотека им. К. С. Бадигина,им. К. С. Бадигина
Библиотека № 4 им. М. Г. Исаковой,им. М. Г. Исаковой
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Бородулинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. С. Есенина г. Азова,им. С. А. Есенина
Центральная городская библиотека им. Гоголя,им. Н. В. Гоголя
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Сельская библиотека им. Н. А. Некрасова д. Грешнево,им. Н. А. Некрасова
Библиотека им. И. Л. Дроздова,им. И. Л. Дроздова
Центральная детская библиотека им. Гайдара г. Зеленодольска,им. А. П. Гайдара
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
Юрасовская сельская библиотека им. Н. И. Костомарова,им. Н. И. Костомарова
Жулановская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 37 им. В. А. Добрякова,им. В. А. Добрякова
Библиотека им. С. Я. Маршака г. Санкт-Петербурга,им. С. Я. Маршака
Красноярская городская библиотека им. М. Светлова,им. М. Светлова
Центральная улусная модельная библиотека им. Н. М. Рыкунова,им. Н. М. Рыкунова
Межпоселенческая центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. М. Е. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Детская библиотека им. А. П. Гайдара г. Орла,им. А. П. Гайдара
Центральная библиотека им. К. Г. Паустовского,им. К. Г. Паустовского
Центральная детская библиотека им. Л. Чайкиной,им. Л. Чайкиной
Центральная библиотека им. Н. И. Кочина,им. Н. И. Кочина
Детская библиотека им. Зои Космодемьянской,им. З. Космодемьянской
Городская библиотека № 4 им. В. П. Астафьева,им. В. П. Астафьева
Библиотека № 1 им. П. А. Столыпина,им. П. А. Столыпина
Детская библиотека им. Афанасия Никитина,им. Афанасия Никитина
Модельная библиотека им. Николая Килькеева,им. Николая Килькеева
Центральная районная библиотека им. И. П. Мордвинова,им. И. П. Мордвинова
Мокинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Н. К. Крупской г. Тамбова,им. Н. К. Крупской
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Томская областная библиотека им. А. С. Пушкина (корпус № 2),им. А. С. Пушкина
Библиотека № 16 им. А. М. Горького г. Саранска,им. А. М. Горького
Библиотека семейного чтения им. А. С. Неверова,им. А. С. Неверова
Библиотека-филиал № 4 им. А. С. Пушкина,им. А. С. Пушкина
Новосильский библиотечный филиал им. А. А. Ростовцевой,им. А. А. Ростовцевой
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
Городская детская библиотека им. Н. Носова г. Шарыпово,им. Н. Н. Носова
Городская библиотека-филиал № 4 им. В. В. Маяковского,им. В. В. Маяковского
Красноярская городская библиотека им. А. Пушкина,им. А. С. Пушкина
Центральная библиотека им. А. С. Пушкина п. Переволоцкого,им. А. С. Пушкина
Городская библиотека – филиал № 9 им. Пушкина,им. А. С. Пушкина
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Центральная городская библиотека им. К. Т. Хлебникова,им. К. Т. Хлебникова
Кирсинская центральная библиотека им. Г. М. Вяземского,им. Г. М. Вяземского
Центральная библиотека им. князя Н. Д. Долгорукова,им. князя Н. Д. Долгорукова
Детская библиотека им. С. Я. Маршака г. Заволжье,им. С. Я. Маршака
Красноярская городская библиотека им. Я. Свердлова,им. Я. Свердлова
Центральная городская библиотека им. П. П. Бажова,им. П. П. Бажова
Библиотека № 17 им. Ф. Ф. Павленкова с. Фоки,им. Ф. Ф. Павленкова
Библиотека-филиал № 16 «Зал семейного чтения им. А. П. Гайдара»,им. А. П. Гайдара
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 1),им. Л. А. Кассиля
Городская библиотека-филиал № 7 им. Ф. В. Гладкова,им. Ф. В. Гладкова
Красноярская городская библиотека им. И. Тургенева,им. И. С. Тургенева
Детская библиотека им. И. В. Александрова,им. И. В. Александрова
Центральная районная библиотека им. А. П. Чехова г. Санкт-Петербурга,им. А. П. Чехова
Центральная городская библиотека им. А. С. Пушкина г. Симферополя,им. А. С. Пушкина
Библиотека Петровского сельского поселения им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Тавровская поселенческая библиотека им. Ю. Н. Говорухо-Отрока – филиал № 27,им. Ю. Н. Говорухо-Отрока
Молодежная библиотека им. К. Чуковского – филиал № 1,им. К. И. Чуковского
Библиотека № 9 им. А. М. Васнецова г. Кирова,им. А. М. Васнецова
Центральная библиотека им. А. Н. Островского,им. А. Н. Островского
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Центральная межпоселенческая библиотека им. И. А. Куратова,им. И. А. Куратова
Модельная библиотека № 32 им. Г. Н. Троепольского,им. Г. Н. Троепольского
Вологодская областная универсальная научная библиотека им. И. В. Бабушкина (здание № 2),им. И. В. Бабушкина
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
Специальная городская библиотека искусств им. А. С. Пушкина,им. А. С. Пушкина
Белгородская государственная специальная библиотека для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Центральная городская библиотека им. А. Н. Арцибашева,им. А. Н. Арцибашева
Библиотека-филиал № 3 им. И. П. Котляревского,им. И. П. Котляревского
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
"Детская библиотека им. Х. Степанова, филиал № 11",им. Х. Степанова
Городская библиотека им. Е. Е. Аксеновой,им. Е. Е. Аксеновой
Центральная библиотека им. Н. В. Гоголя г. Александрова,им. Н. В. Гоголя
Арзамасская центральная районная библиотека им. И. Н. Сахарова,им. И. Н. Сахарова
Модельная специализированная детская библиотека № 24 им. А. С. Пушкина,им. А. С. Пушкина
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Красноярская городская детская библиотека им. С. Михалкова,им. С. В. Михалкова
Калужская областная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Калужская областная специальная библиотека для слепых им. Н. Островского,им. Н. А. Островского
Библиотека им. П. Васильева,им. П. Васильева
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека – филиал № 7 им. Г. А. Черкашина,им. Г. А. Черкашина
Филиал № 9 – библиотека им. В. И. Чапаева г. Нижнего Новгорода,им. В. И. Чапаева
Библиотека им. Н. Н. Муравьева-Амурского г. Владивостока,им. Н. Н. Муравьева-Амурского
Центральная библиотека им. П. И. Федорова,им. П. И. Федорова
Центральная межпоселенческая библиотека им. В. В. Юхнина с. Объячево,им. В. В. Юхнина
Филиал № 6 – библиотека им. Г. И. Успенского г. Нижнего Новгорода,им. Г. И. Успенского
Кобринская сельская библиотека им. В. Ю. Дербака,им. В. Ю. Дербака
Библиотека-филиал им. И. А. Наговицына «Библиотека нового поколения»,им. И. А. Наговицына
Библиотека им. Г. Е. Николаевой,им. Г. Е. Николаевой
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Карьерская сельская библиотека – филиал им. И. И. Куренкова,им. И. И. Куренкова
Библиотека-филиал им. М. В. Ломоносова г. Нижнего Новгорода,им. М. В. Ломоносова
Библиотека-филиал № 5 им. В. В. Вишневского,им. В. В. Вишневского
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Барсаевская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Библиотека-филиал им. Ленинского комсомола,им. Ленинского комсомола
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Библиотека № 8 для детей и юношества им. А. П. Гайдара г. Кирова,им. А. П. Гайдара
Библиотека им. И. А. Гончарова,им. И. А. Гончарова
Детская библиотека № 5 им. Е. Ф. Трутневой,им. Е. Ф. Трутневой
Детская библиотека им. Н. Н. Носова,им. Н. Н. Носова
Библиотека-филиал № 7 им. Гайдара г. Орска,им. А. П. Гайдара
Библиотека им. А. С. Пушкина г. Октябрьска,им. А. С. Пушкина
Библиотека семейного чтения им. П. П. Бажова,им. П. П. Бажова
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Научная педагогическая библиотека им. К.Д. Ушинского  ,им. К.Д. Ушинского
Ясногорская центральная библиотека им. В. В. Вересаева,им. В. В. Вересаева
Центральная районная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Детская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Городская библиотека им. А. П. Чехова,им. А. П. Чехова
Библиотека-филиал № 5 им. А. П. Чехова,им. А. П. Чехова
Нюрбинская центральная библиотека им. Ф. Г. Сафронова,им. Ф. Г. Сафронова
Центральная городская библиотека им. А. М. Горького,им. А. М. Горького
Камчатская краевая детская библиотека им. В. Кручины,им. В. Кручины
Городская библиотека им. Я. И. Бередникова – филиал № 1,им. Я. И. Бередникова
Сысертская библиотека для детей и юношества им. П. П. Бажова,им. П. П. Бажова
Библиотека-филиал № 17 им. А. С. Грина,им. А. С. Грина
Городская библиотека № 17 г. Пензы им. А. Б. Мариенгофа,им. А. Б. Мариенгофа
Центральная районная библиотека им. А. С. Пушкина г. Сухой Лог,им. А. С. Пушкина
Центральная детская библиотека им. А. С. Пушкина г. Сарова,им. А. С. Пушкина
Городская центральная библиотека им. Г. Н. Айги,им. Г. Н. Айги
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Юношеская модельная библиотека им. А. С. Васильева № 1,им. А. С. Васильева
Библиотека № 19 им. И. С. Тургенева,им. И. С. Тургенева
Центральная городская детская библиотека им. Е. А. Пермяка,им. Е. А. Пермяка
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Городищенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Библиотека-филиал № 6 им. В. В. Ходарева,им. В. В. Ходарева
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Турочакская центральная библиотека им. В. М. Башунова,им. В. М. Башунова
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Пинюгская библиотека семейного чтения им. А. И. Суворова,им. А. И. Суворова
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Центральная библиотека № 15 им. В. О. Ключевского,им. В. О. Ключевского
Рудничная городская библиотека им. Л. А. Сафронова,им. Л. А. Сафронова
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Библиотека для детей № 16 им. Л. В. Дьяконова,им. Л. В. Дьяконова
Библиотека-филиал № 1 им. П. А. Павленко,им. П. А. Павленко
Раздольненская центральная районная библиотека им. А. И. Домбровского,им. А. И. Домбровского
Городская библиотека-филиал № 3 им. М. Сеспеля,им. М. Сеспеля
Культурный центр семейного чтения и досуга им. П. А. Михина,им. П. А. Михина
Библиотека-филиал № 13 им. Н. М. Овчинникова,им. Н. М. Овчинникова
Центральная районная библиотека им. С. С. Сурун-оола,им. С. С. Сурун-оола
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
Детский информационный центр им. А. Гайдара,им. А. П. Гайдара
Библиотека им. А. С. Пушкина г. Новосибирска,им. А. С. Пушкина
Библиотека № 4 им. А. А. Прокофьева,им. А. А. Прокофьева
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека № 2 им. Федора Абрамова г. Санкт-Петербурга,им. Ф. А. Абрамова
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Областная юношеская библиотека им. А. А. Суркова,им. А. А. Суркова
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),им. И. З. Сурикова
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Высокомысовская модельная библиотека им. В. П. Замятина,им. В. П. Замятина
Городская библиотека № 1 им. А. Н. Чепурова,им. А. Н. Чепурова
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Иванцевская библиотека-филиал им. А. М. Бастракова,им. А. М. Бастракова
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Модельная библиотека-филиал им. Н. К. Крупской,им. Н. К. Крупской
Детская библиотека № 1 им. А. П. Гайдара г. Перми,им. А. П. Гайдара
Национальная детская библиотека Республики Коми им. С. Я. Маршака,им. С. Я. Маршака
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
"Центр семейного чтения им. М. Трубиной, филиал № 4",им. М. Трубиной
