first_author,title,year,character,gender,n_words,play_total_words
"Княжнин, Яков Борисович","Траур, или Утешенная вдова",1789,Постан,MALE,420,5686
"Княжнин, Яков Борисович","Траур, или Утешенная вдова",1789,Милена,FEMALE,314,5686
"Княжнин, Яков Борисович","Траур, или Утешенная вдова",1789,Изабелла,FEMALE,277,5686
"Петров, Евгений Петрович",Остров мира,1947,Майкрофт,MALE,248,11777
"Петров, Евгений Петрович",Остров мира,1947,Экономка,FEMALE,585,11777
"Петров, Евгений Петрович",Остров мира,1947,М-сс Джекобс,FEMALE,619,11777
"Петров, Евгений Петрович",Остров мира,1947,Доктор,MALE,155,11777
"Петров, Евгений Петрович",Остров мира,1947,М-р Джекобс,MALE,4216,11777
"Петров, Евгений Петрович",Остров мира,1947,Голос из радио (I/6),UNKNOWN,223,11777
"Петров, Евгений Петрович",Остров мира,1947,Полковник,MALE,339,11777
"Петров, Евгений Петрович",Остров мира,1947,Памела,FEMALE,847,11777
"Петров, Евгений Петрович",Остров мира,1947,Ламперти,MALE,412,11777
"Петров, Евгений Петрович",Остров мира,1947,Фрэнк,MALE,1672,11777
"Петров, Евгений Петрович",Остров мира,1947,Артур,MALE,615,11777
"Петров, Евгений Петрович",Остров мира,1947,М-сс Симпсон,FEMALE,481,11777
"Петров, Евгений Петрович",Остров мира,1947,Адмирал,MALE,113,11777
"Петров, Евгений Петрович",Остров мира,1947,М-р Джекобс-старший,MALE,19,11777
"Петров, Евгений Петрович",Остров мира,1947,М-р Симпсон,MALE,52,11777
"Петров, Евгений Петрович",Остров мира,1947,Полицейский офицер,MALE,19,11777
"Петров, Евгений Петрович",Остров мира,1947,Голоса (I/20),UNKNOWN,14,11777
"Петров, Евгений Петрович",Остров мира,1947,Голос из радио (II/2),UNKNOWN,162,11777
"Петров, Евгений Петрович",Остров мира,1947,Царь,MALE,41,11777
"Петров, Евгений Петрович",Остров мира,1947,Баба,MALE,242,11777
"Петров, Евгений Петрович",Остров мира,1947,Голос из радио (III),UNKNOWN,231,11777
"Петров, Евгений Петрович",Остров мира,1947,Горничная,FEMALE,6,11777
"Петров, Евгений Петрович",Остров мира,1947,Джефрис,MALE,192,11777
"Петров, Евгений Петрович",Остров мира,1947,Священник,MALE,28,11777
"Петров, Евгений Петрович",Остров мира,1947,Голос из радио (IV/2),UNKNOWN,237,11777
"Петров, Евгений Петрович",Остров мира,1947,Майкл,MALE,3,11777
"Петров, Евгений Петрович",Остров мира,1947,Солдат,MALE,6,11777
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Зоя,FEMALE,2582,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Манюшка,FEMALE,724,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Аллилуя,MALE,883,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Обольянинов,MALE,963,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Газолин,MALE,338,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Херувим,MALE,546,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Аметистов,MALE,3791,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Первая,FEMALE,99,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Закройщица,FEMALE,75,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Вторая,FEMALE,240,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Третья,FEMALE,106,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Голос,UNKNOWN,64,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Швея,FEMALE,37,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Агнесса,FEMALE,102,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Алла,FEMALE,533,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Мымра,FEMALE,97,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Лизанька,FEMALE,90,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Иванова,FEMALE,101,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Гусь,MALE,1119,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Толстяк,MALE,176,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Пеструхин,MALE,257,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Ванечка,MALE,86,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Роббер,MALE,284,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Поэт,MALE,152,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Курильщик,MALE,20,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Фокстротчик,MALE,22,13730
"Булгаков, Михаил Афанасьевич",Зойкина квартира,1926,Мертвое тело,MALE,243,13730
"Сумароков, Александр Петрович",Тресотиниус,1750,Клариса,FEMALE,346,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Оронт,MALE,324,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Тресотиниус,MALE,678,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Бобембиус,MALE,336,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Кимар,MALE,201,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Брамарбас,MALE,740,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Сержант,MALE,45,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Подьячий,MALE,213,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Ераст,MALE,98,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Ксаксоксимениус,MALE,17,3026
"Сумароков, Александр Петрович",Тресотиниус,1750,Дорант,MALE,28,3026
"Некрасов, Николай Алексеевич",Юность Ломоносова,1840,Старик,MALE,377,1760
"Некрасов, Николай Алексеевич",Юность Ломоносова,1840,Женщина,FEMALE,177,1760
"Некрасов, Николай Алексеевич",Юность Ломоносова,1840,Михаил (Ломоносов),MALE,1142,1760
"Некрасов, Николай Алексеевич",Юность Ломоносова,1840,Извозчик,MALE,64,1760
"Сумароков, Александр Петрович",Чудовищи,1750,Гидима,FEMALE,643,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Бармас,MALE,422,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Хабзей,MALE,679,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Дюлиж,MALE,655,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Критициондиус,MALE,976,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Арликин,MALE,769,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Финетта,FEMALE,495,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Инфимена,FEMALE,234,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Валер,MALE,189,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Додон,MALE,236,5506
"Сумароков, Александр Петрович",Чудовищи,1750,Финист,MALE,208,5506
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Ниса,FEMALE,675,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Егерь,MALE,540,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Викул,MALE,1047,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Хавронья,FEMALE,1110,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Дворецкий,MALE,466,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Флориза,FEMALE,724,5286
"Сумароков, Александр Петрович",Рогоносец по воображению,1782,Касандр,MALE,724,5286
"Сумароков, Александр Петрович",Пустая ссора,1781,Финета,FEMALE,189,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Фатюй,MALE,664,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Салмина,FEMALE,547,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Кимар,MALE,371,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Оронт,MALE,214,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Дюлиж,MALE,385,2526
"Сумароков, Александр Петрович",Пустая ссора,1781,Деламида,FEMALE,156,2526
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Финета,FEMALE,365,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Фатюй,MALE,741,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Салмина,FEMALE,524,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Кимар,MALE,375,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Оронт,MALE,219,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Дюлиж,MALE,734,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Деламида,FEMALE,456,3826
"Сумароков, Александр Петрович",Ссора у мужа с женой,1751,Дюфиза,FEMALE,412,3826
"Сумароков, Александр Петрович",Опекун,1765,Пасквин,MALE,1622,6725
"Сумароков, Александр Петрович",Опекун,1765,Сострата,FEMALE,1190,6725
"Сумароков, Александр Петрович",Опекун,1765,Ниса,FEMALE,873,6725
"Сумароков, Александр Петрович",Опекун,1765,Чужехват,MALE,2158,6725
"Сумароков, Александр Петрович",Опекун,1765,Валерий,MALE,505,6725
"Сумароков, Александр Петрович",Опекун,1765,Палемон,MALE,116,6725
"Сумароков, Александр Петрович",Опекун,1765,Старуха,FEMALE,179,6725
"Сумароков, Александр Петрович",Опекун,1765,Секретарь,MALE,82,6725
"Сумароков, Александр Петрович",Приданое обманом,1756,Пасквин,MALE,1181,3428
"Сумароков, Александр Петрович",Приданое обманом,1756,Салидар,MALE,1847,3428
"Сумароков, Александр Петрович",Приданое обманом,1756,Мирсан,MALE,110,3428
"Сумароков, Александр Петрович",Приданое обманом,1756,Телида,FEMALE,185,3428
"Сумароков, Александр Петрович",Приданое обманом,1756,Подьячий,MALE,105,3428
"Сумароков, Александр Петрович",Вздорщица,1770,Бурда,FEMALE,994,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Финетта,FEMALE,629,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Розмарин,MALE,494,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Дурак,MALE,1277,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Асир,MALE,517,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Ераст,MALE,176,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Розалия,FEMALE,273,4617
"Сумароков, Александр Петрович",Вздорщица,1770,Ворожея,FEMALE,257,4617
"Островский, Александр Николаевич",Невольницы,1881,Мирон,MALE,2362,15406
"Островский, Александр Николаевич",Невольницы,1881,Марфа,FEMALE,2984,15406
"Островский, Александр Николаевич",Невольницы,1881,Стыров,MALE,2276,15406
"Островский, Александр Николаевич",Невольницы,1881,Коблов,MALE,946,15406
"Островский, Александр Николаевич",Невольницы,1881,Мулин,MALE,1368,15406
"Островский, Александр Николаевич",Невольницы,1881,Евлалия,FEMALE,3851,15406
"Островский, Александр Николаевич",Невольницы,1881,Софья,FEMALE,1619,15406
"Островский, Александр Николаевич",Шутники,1864,Оброшенов,MALE,3448,11208
"Островский, Александр Николаевич",Шутники,1864,Анна Павловна,FEMALE,1726,11208
"Островский, Александр Николаевич",Шутники,1864,Гольцов,MALE,1863,11208
"Островский, Александр Николаевич",Шутники,1864,Верочка,FEMALE,1047,11208
"Островский, Александр Николаевич",Шутники,1864,Хрюков,MALE,1590,11208
"Островский, Александр Николаевич",Шутники,1864,Недоносков,MALE,198,11208
"Островский, Александр Николаевич",Шутники,1864,Недоростков,MALE,150,11208
"Островский, Александр Николаевич",Шутники,1864,Первый чиновник,MALE,22,11208
"Островский, Александр Николаевич",Шутники,1864,Второй чиновник,MALE,29,11208
"Островский, Александр Николаевич",Шутники,1864,Девушка,FEMALE,56,11208
"Островский, Александр Николаевич",Шутники,1864,Молодой человек,MALE,5,11208
"Островский, Александр Николаевич",Шутники,1864,Солидный человек,MALE,29,11208
"Островский, Александр Николаевич",Шутники,1864,Шилохвостов,MALE,319,11208
"Островский, Александр Николаевич",Шутники,1864,Маменька,FEMALE,69,11208
"Островский, Александр Николаевич",Шутники,1864,Дочка,FEMALE,15,11208
"Островский, Александр Николаевич",Шутники,1864,Татарин,MALE,8,11208
"Островский, Александр Николаевич",Шутники,1864,Лакей,MALE,3,11208
"Островский, Александр Николаевич",Шутники,1864,Важная особа,MALE,31,11208
"Островский, Александр Николаевич",Шутники,1864,Салопница,FEMALE,3,11208
"Островский, Александр Николаевич",Шутники,1864,Один из толпы,MALE,3,11208
"Островский, Александр Николаевич",Шутники,1864,Другой,MALE,3,11208
"Островский, Александр Николаевич",Шутники,1864,Певица,FEMALE,39,11208
"Островский, Александр Николаевич",Шутники,1864,Шарманщик,MALE,4,11208
"Островский, Александр Николаевич",Шутники,1864,Улита Прохоровна,FEMALE,530,11208
"Островский, Александр Николаевич",Шутники,1864,Молодец,MALE,18,11208
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Оленька,FEMALE,1975,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Татьяна Никоновна,FEMALE,2048,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Пульхерия Андревна,FEMALE,2415,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Васютин,MALE,4,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Прохор Гаврилыч,MALE,1429,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Орест,MALE,760,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Анфиса Карповна,FEMALE,1158,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Гаврила Прохорыч,MALE,100,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Купец,MALE,726,10625
"Островский, Александр Николаевич",Старый друг лучше новых двух,1860,Проситель,MALE,10,10625
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Иван Ксенофонтыч,MALE,682,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Аграфена Платоновна,FEMALE,1425,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Лизавета Ивановна,FEMALE,599,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Андрей Титыч,MALE,1231,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Тит Титыч,MALE,1272,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Капитон Титыч,MALE,104,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Луша,FEMALE,28,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Настасья Панкратьевна,FEMALE,752,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Ненила Сидоровна,FEMALE,335,6534
"Островский, Александр Николаевич",В чужом пиру похмелье,1856,Захар Захарыч,MALE,106,6534
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Бальзаминова,FEMALE,740,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Бальзаминов,MALE,1028,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Матрена,FEMALE,127,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Красавина,FEMALE,702,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Ничкина,FEMALE,659,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Капочка,FEMALE,694,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Устинька,FEMALE,638,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Маланья,FEMALE,23,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Юша,FEMALE,59,5549
"Островский, Александр Николаевич",Праздничный сон — до обеда,1857,Неуеденов,MALE,879,5549
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Бальзаминова,FEMALE,1143,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Матрена,FEMALE,143,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Устрашимов,MALE,419,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Бальзаминов,MALE,1848,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Красавина,FEMALE,964,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Маша,FEMALE,376,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Антрыгина,FEMALE,999,6700
"Островский, Александр Николаевич","Свои собаки грызутся, чужая не приставай",1861,Пионова,FEMALE,808,6700
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Бальзаминова,FEMALE,1835,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Матрена,FEMALE,531,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Бальзаминов,MALE,3500,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Красавина,FEMALE,2266,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Чебаков,MALE,493,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Белотелова,FEMALE,209,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Раиса,FEMALE,523,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Анфиса,FEMALE,649,10060
"Островский, Александр Николаевич","За чем пойдешь, то и найдешь (Женитьба Бальзаминова)",1861,Химка,FEMALE,54,10060
"Островский, Александр Николаевич",Богатые невесты,1875,Бедонегова,FEMALE,985,11725
"Островский, Александр Николаевич",Богатые невесты,1875,Пирамидалов,MALE,1734,11725
"Островский, Александр Николаевич",Богатые невесты,1875,Гневышов,MALE,2492,11725
"Островский, Александр Николаевич",Богатые невесты,1875,Белесова,FEMALE,3020,11725
"Островский, Александр Николаевич",Богатые невесты,1875,Цыплунова,FEMALE,1391,11725
"Островский, Александр Николаевич",Богатые невесты,1875,Цыплунов,MALE,2103,11725
"Островский, Александр Николаевич",Утро молодого человека,1850,Иван,MALE,699,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Сидорыч,MALE,60,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Гришка,MALE,63,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Лисавский,MALE,855,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,2-й молодой человек,MALE,103,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,1-й молодой человек,MALE,209,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Недопекин,MALE,409,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Смуров,MALE,415,2925
"Островский, Александр Николаевич",Утро молодого человека,1850,Вася,MALE,112,2925
"Островский, Александр Николаевич",Семейная картина,1847,Марья Антиповна,FEMALE,217,4571
"Островский, Александр Николаевич",Семейная картина,1847,Матрена Савишна,FEMALE,250,4571
"Островский, Александр Николаевич",Семейная картина,1847,Дарья,FEMALE,270,4571
"Островский, Александр Николаевич",Семейная картина,1847,Антип Антипыч,MALE,1226,4571
"Островский, Александр Николаевич",Семейная картина,1847,Степанида Трофимовна,FEMALE,1118,4571
"Островский, Александр Николаевич",Семейная картина,1847,Ширялов,MALE,1490,4571
"Островский, Александр Николаевич",Неожиданный случай,1851,Розовый,MALE,2560,5747
"Островский, Александр Николаевич",Неожиданный случай,1851,Дружнин,MALE,2502,5747
"Островский, Александр Николаевич",Неожиданный случай,1851,Софья Антоновна,FEMALE,677,5747
"Островский, Александр Николаевич",Неожиданный случай,1851,Маша,FEMALE,8,5747
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Элен,FEMALE,20,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Пьер,MALE,1350,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Анатоль,MALE,99,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Марья,FEMALE,509,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Андрей,MALE,771,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Наташа,FEMALE,658,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Чтец,MALE,2149,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Голос I,UNKNOWN,13,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Голос II,UNKNOWN,10,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Голос III,UNKNOWN,7,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Графиня,FEMALE,222,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Хор,UNKNOWN,1,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Петя,MALE,270,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Граф,MALE,316,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Шиншин,MALE,52,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Соня,FEMALE,225,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Моряк-либерал,MALE,95,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Сенатор,MALE,61,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Степан Степанович Апраксин,MALE,70,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Нехороший игрок,MALE,54,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Глинка,MALE,24,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Растопчин,MALE,41,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Голоса,UNKNOWN,1,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Голос,UNKNOWN,2,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Александр,MALE,39,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Откупщик,MALE,7,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Наполеон,MALE,31,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Бертье,MALE,16,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Лаврушка,MALE,86,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Лелорм-Дидевиль,MALE,56,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Болконский,MALE,226,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Тихон,MALE,9,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Алпатыч,MALE,169,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Дуняша,FEMALE,21,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Дрон,MALE,27,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Ильин,MALE,38,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Ростов,MALE,319,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Длинный мужик,MALE,38,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Один мужик,MALE,26,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Небольшой мужик,MALE,26,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Карп,MALE,11,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Круглолицый мужик,MALE,4,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Адъютант,MALE,9,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Кутузов,MALE,398,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Другой адъютант,MALE,4,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Еще адъютант,MALE,4,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Свита,UNKNOWN,3,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Щербинин,MALE,3,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Вольцоген,MALE,44,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Раевский,MALE,15,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Черноволосый унтер-офицер,MALE,36,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Раненый солдат,MALE,8,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Доктор,MALE,12,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Солдат с котелком,MALE,34,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Берейтор,MALE,6,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Мавра Кузьминишна,FEMALE,64,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Бледный офицер,MALE,32,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Майор,MALE,10,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Васильич,MALE,52,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Почтенный камердинер,MALE,24,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Денщик,MALE,2,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Матрена Тимофеевна,FEMALE,39,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Горничная,FEMALE,21,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Герасим,MALE,69,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Макар Алексеевич,MALE,28,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Кухарка,FEMALE,6,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Рамбаль,MALE,121,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Mорeль,MALE,52,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Марья Николаевна,FEMALE,73,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Человек в вицмундире,MALE,12,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Рябая баба,FEMALE,21,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Маленький мародер,MALE,4,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Улан,MALE,5,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Офицер-улан,MALE,51,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Маленький человечек,MALE,17,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Даву,MALE,43,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Адъютант Даву,MALE,5,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Толь,MALE,6,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Болховитинов,MALE,12,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Эсаул,MALE,25,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Денисов,MALE,118,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Босс,MALE,2,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Долохов,MALE,67,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Каратаев,MALE,75,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Французский конвоир,MALE,14,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Пленный русский солдат,MALE,9,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Официант,MALE,4,10116
"Булгаков, Михаил Афанасьевич",Война и мир,1932,Генерал,MALE,4,10116
