first_author,title,year,character,gender,n_words,play_total_words
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Мирволин,MALE,472,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Герасим,MALE,64,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Балагалаев,MALE,2166,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Вельвицкий,MALE,106,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Алупкин,MALE,800,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Суслов,MALE,306,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Каурова,FEMALE,1263,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Карп,MALE,14,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Беспандин,MALE,522,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Пехтерьев,MALE,531,6310
"Тургенев, Иван Сергеевич",Завтрак у предводителя,1849,Нагланович,MALE,66,6310
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Аваков,MALE,1179,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Слуга,MALE,29,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,M-r Рореlin,MALE,91,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Надежда Павловна,FEMALE,761,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Бельский,MALE,680,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Мария Петровна,FEMALE,204,2959
"Тургенев, Иван Сергеевич",Вечер в Сорренте,1852,Голос певца,MALE,15,2959
"Тургенев, Иван Сергеевич",Разговор на большой дороге,1851,Михрюткин,MALE,1884,3708
"Тургенев, Иван Сергеевич",Разговор на большой дороге,1851,Ефрем,MALE,1386,3708
"Тургенев, Иван Сергеевич",Разговор на большой дороге,1851,Селивёрст,MALE,438,3708
"Тургенев, Иван Сергеевич",Провинциалка,1851,Дарья Ивановна,FEMALE,3082,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Миша,MALE,667,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Ступендьев,MALE,1340,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Васильевна,FEMALE,49,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Аполлон,MALE,32,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Лакей,MALE,30,7627
"Тургенев, Иван Сергеевич",Провинциалка,1851,Граф Любин,MALE,2427,7627
"Тургенев, Иван Сергеевич",Неосторожность,1843,Донья Долорес,FEMALE,2067,8469
"Тургенев, Иван Сергеевич",Неосторожность,1843,Дон Рафаэль,MALE,2109,8469
"Тургенев, Иван Сергеевич",Неосторожность,1843,Дон Бальтазар,MALE,1178,8469
"Тургенев, Иван Сергеевич",Неосторожность,1843,Маргарита,FEMALE,627,8469
"Тургенев, Иван Сергеевич",Неосторожность,1843,Дон Пабло,MALE,2484,8469
"Тургенев, Иван Сергеевич",Неосторожность,1843,Секретарь,MALE,4,8469
"Тургенев, Иван Сергеевич",Холостяк,1849,Стратилат,MALE,256,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Мошкин,MALE,7153,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Маланья,FEMALE,35,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Шпуньдик,MALE,1825,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Пряжкина,FEMALE,1399,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Маша,FEMALE,1249,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Вилицкий,MALE,2611,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Фонк,MALE,2392,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Митька,MALE,381,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Созомэнос,MALE,119,17437
"Тургенев, Иван Сергеевич",Холостяк,1849,Почтальон,MALE,17,17437
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Горский,MALE,4350,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Мухин,MALE,414,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,M-lle Bienaimé,FEMALE,145,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Вера,FEMALE,1470,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Г-жа Либанова,FEMALE,663,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Варвара Ивановна,FEMALE,27,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Дворецкий,MALE,16,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Чуханов,MALE,288,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Слуга,MALE,3,7785
"Тургенев, Иван Сергеевич","Где тонко, там и рвётся",1848,Станицын,MALE,409,7785
"Сумароков, Александр Петрович",Семира,1751,Семира,FEMALE,3733,9710
"Сумароков, Александр Петрович",Семира,1751,Избрана,FEMALE,280,9710
"Сумароков, Александр Петрович",Семира,1751,Оскольд,MALE,2016,9710
"Сумароков, Александр Петрович",Семира,1751,Первый воин,MALE,66,9710
"Сумароков, Александр Петрович",Семира,1751,Другой воин,MALE,27,9710
"Сумароков, Александр Петрович",Семира,1751,Ростислав,MALE,1941,9710
"Сумароков, Александр Петрович",Семира,1751,Олег,MALE,1418,9710
"Сумароков, Александр Петрович",Семира,1751,Витозар,MALE,116,9710
"Сумароков, Александр Петрович",Семира,1751,Возвед,MALE,79,9710
"Сумароков, Александр Петрович",Семира,1751,Воин,MALE,34,9710
"Сумароков, Александр Петрович",Хорев,1747,Астрада,FEMALE,386,8042
"Сумароков, Александр Петрович",Хорев,1747,Оснельда,FEMALE,2758,8042
"Сумароков, Александр Петрович",Хорев,1747,Хорев,MALE,1804,8042
"Сумароков, Александр Петрович",Хорев,1747,Кий,MALE,1677,8042
"Сумароков, Александр Петрович",Хорев,1747,Сталверх,MALE,470,8042
"Сумароков, Александр Петрович",Хорев,1747,Велькар,MALE,563,8042
"Сумароков, Александр Петрович",Хорев,1747,Страж темниц,MALE,11,8042
"Сумароков, Александр Петрович",Хорев,1747,Страж градских ворот,MALE,21,8042
"Сумароков, Александр Петрович",Хорев,1747,Невольник,MALE,135,8042
"Сумароков, Александр Петрович",Хорев,1747,Посланный,MALE,98,8042
"Сумароков, Александр Петрович",Хорев,1747,Завлох,MALE,99,8042
"Сумароков, Александр Петрович",Хорев,1747,Единый воин,MALE,20,8042
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Пармен,MALE,804,6749
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Димитрий,MALE,2563,6749
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Начальник,MALE,204,6749
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Шуйский,MALE,611,6749
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Ксения,FEMALE,1397,6749
"Сумароков, Александр Петрович",Димитрий Самозванец,1771,Георгий,MALE,1170,6749
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Атуева,FEMALE,1948,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Тишка,MALE,192,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Муромский,MALE,2228,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Лидочка,FEMALE,731,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Нелькин,MALE,821,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Кречинский,MALE,4327,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Федор,MALE,844,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Расплюев,MALE,3341,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Щебнев,MALE,204,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Бек,MALE,73,14741
"Сухово-Кобылин, Александр Васильевич",Свадьба Кречинского,1856,Полицейский чиновник,MALE,32,14741
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Тарелкин,MALE,2359,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Мавруша,FEMALE,187,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Варравин,MALE,2101,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Чиновники,MALE,33,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Чибисов,MALE,40,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Ибисов,MALE,22,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Третий чиновник,MALE,7,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Четвертый чиновник,MALE,6,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Омега,MALE,14,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Расплюев,MALE,3399,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Людмила,FEMALE,375,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,1-й кредитор,MALE,49,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,2-й кредитор,MALE,43,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,3-й кредитор,MALE,18,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,4-й кредитор,MALE,12,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Кредиторы,MALE,11,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Качала,MALE,50,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Ох,MALE,961,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Крестьян Крестьянович,MALE,129,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Чванкин,MALE,384,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Попугайчиков,MALE,60,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Ванечка,MALE,23,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Пахомов,MALE,169,10506
"Сухово-Кобылин, Александр Васильевич",Смерть Тарелкина,1869,Шатала,MALE,54,10506
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Нелькин,MALE,1156,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Анна Антоновна Атуева,FEMALE,1908,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Лидочка,FEMALE,955,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Петр Константинович Муромский,MALE,3144,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Тишка,MALE,40,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Иван Сидоров Разуваев,MALE,2459,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Кандид Касторович Тарелкин,MALE,3164,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Голос (за дверью),MALE,33,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Ибисов,MALE,175,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Касьян Касьянович Шило,MALE,223,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Чибисов,MALE,51,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Шерц,MALE,16,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Шмерц,MALE,13,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Максим Кузьмич Варравин,MALE,3002,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Чиновник Омега,MALE,56,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Парамонов,MALE,83,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Князь,MALE,933,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Герц,MALE,9,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Иван Андреевич Живец,MALE,313,17903
"Сухово-Кобылин, Александр Васильевич",Дело,1861,Важное лицо,MALE,170,17903
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Мартын,MALE,475,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Франц,MALE,884,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Бертольд,MALE,312,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Альбер,MALE,363,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Клотильда,FEMALE,224,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Берта,FEMALE,95,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Ротенфельд,MALE,252,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Карл,MALE,202,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Косари,MALE,19,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Рыцари,MALE,52,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Один рыцарь,MALE,6,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Другой,MALE,5,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Вассалы,MALE,18,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Один из них,MALE,7,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Другой,MALE,6,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Рыцари,MALE,47,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Рыцарь,MALE,5,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Другой,MALE,18,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Один из рыцарей,MALE,66,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Один рыцарь,MALE,8,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Один из рыцарей,MALE,23,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Рыцарь,MALE,17,3109
"Пушкин, Александр Сергеевич",Сцены из рыцарских времен,1837,Другой,MALE,5,3109
"Пушкин, Александр Сергеевич",Скупой рыцарь,1836,Альбер,MALE,645,2232
"Пушкин, Александр Сергеевич",Скупой рыцарь,1836,Иван,MALE,73,2232
"Пушкин, Александр Сергеевич",Скупой рыцарь,1836,Жид,MALE,265,2232
"Пушкин, Александр Сергеевич",Скупой рыцарь,1836,Барон,MALE,939,2232
"Пушкин, Александр Сергеевич",Скупой рыцарь,1836,Герцог,MALE,310,2232
"Пушкин, Александр Сергеевич",Русалка,1837,Мельник,MALE,651,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Дочь (Русалка),FEMALE,785,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Князь,MALE,630,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Сват,MALE,77,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Хор,FEMALE,41,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Один голос,FEMALE,42,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Девушки,FEMALE,6,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Конюший,MALE,9,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Гость,MALE,19,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Дружко,MALE,65,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Сваха,FEMALE,49,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Княгиня,FEMALE,160,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Мамка,FEMALE,92,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Ловчий,MALE,25,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Русалки,FEMALE,70,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Одна,FEMALE,12,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Другая,FEMALE,19,2813
"Пушкин, Александр Сергеевич",Русалка,1837,Дочь,FEMALE,61,2813
"Пушкин, Александр Сергеевич",Моцарт и Сальери,1831,Сальери,MALE,822,1298
"Пушкин, Александр Сергеевич",Моцарт и Сальери,1831,Моцарт,MALE,476,1298
"Пушкин, Александр Сергеевич",Каменный гость,1839,Дон Гуан,MALE,1536,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Лепорелло,MALE,366,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Монах,MALE,95,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Дона Анна,FEMALE,594,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Первый гость,MALE,83,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Второй,MALE,25,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Третий,MALE,12,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Лаура,FEMALE,365,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Дон Карлос,MALE,138,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Гость,MALE,12,3240
"Пушкин, Александр Сергеевич",Каменный гость,1839,Статуя,MALE,14,3240
"Блок, Александр Александрович",Балаганчик,1906,Первый мистик,MALE,52,1274
"Блок, Александр Александрович",Балаганчик,1906,Второй мистик,MALE,44,1274
"Блок, Александр Александрович",Балаганчик,1906,Третий мистик,MALE,53,1274
"Блок, Александр Александрович",Балаганчик,1906,Пьеро,MALE,383,1274
"Блок, Александр Александрович",Балаганчик,1906,Автор,MALE,181,1274
"Блок, Александр Александрович",Балаганчик,1906,Председатель,MALE,121,1274
"Блок, Александр Александрович",Балаганчик,1906,Коломбина,FEMALE,4,1274
"Блок, Александр Александрович",Балаганчик,1906,Арлекин,MALE,96,1274
"Блок, Александр Александрович",Балаганчик,1906,Она,FEMALE,47,1274
"Блок, Александр Александрович",Балаганчик,1906,Он,MALE,28,1274
"Блок, Александр Александрович",Балаганчик,1906,Он,MALE,86,1274
"Блок, Александр Александрович",Балаганчик,1906,Она,FEMALE,66,1274
"Блок, Александр Александрович",Балаганчик,1906,Он,MALE,70,1274
"Блок, Александр Александрович",Балаганчик,1906,Она,FEMALE,7,1274
"Блок, Александр Александрович",Балаганчик,1906,Паяц,MALE,4,1274
"Блок, Александр Александрович",Балаганчик,1906,Хор,UNKNOWN,32,1274
"Прутков, Козьма",Спор древних греческих философов об изящном,1854,Клефистон,MALE,78,161
"Прутков, Козьма",Спор древних греческих философов об изящном,1854,Стиф,MALE,83,161
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Иванов,MALE,115,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Шишкенгольм,MALE,477,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Лиза,FEMALE,307,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Мина Христиановна,FEMALE,180,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Касимов,MALE,520,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Вихорин,MALE,87,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Фриц,MALE,107,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Густав,MALE,107,2066
"Прутков, Козьма","Черепослов, сиречь Френолог",1860,Курцгалоп,MALE,166,2066
"Прутков, Козьма",Блонды,1854,Княгиня,FEMALE,503,1232
"Прутков, Козьма",Блонды,1854,Князь,MALE,420,1232
"Прутков, Козьма",Блонды,1854,Барон,MALE,309,1232
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Жена его,FEMALE,508,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Преслеп,MALE,1079,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Парасковья,FEMALE,193,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Еремеевна,FEMALE,330,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Пимен,MALE,470,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Неох,MALE,112,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Скотинин,MALE,620,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Цыфиркин,MALE,126,3623
"Плавильщиков, Пётр Алексеевич",Сговор Кутейкина,1789,Кутейкин,MALE,185,3623
"Островский, Александр Николаевич",Волки и овцы,1875,Павлин,MALE,1033,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Столяр,MALE,45,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Маляр,MALE,54,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Староста,MALE,62,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Подрядчик,MALE,52,20035
"Островский, Александр Николаевич",Волки и овцы,1875,1-й крестьянин,MALE,15,20035
"Островский, Александр Николаевич",Волки и овцы,1875,2-й крестьянин,MALE,24,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Чугунов,MALE,2159,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Мурзавецкий,MALE,1486,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Влас,MALE,13,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Глафира,FEMALE,2664,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Мурзавецкая,FEMALE,4186,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Лыняев,MALE,2191,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Анфуса,FEMALE,242,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Купавина,FEMALE,2410,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Горецкий,MALE,671,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Лакей,MALE,30,20035
"Островский, Александр Николаевич",Волки и овцы,1875,Беркутов,MALE,2698,20035
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Липочка (Олимпиада Самсоновна),FEMALE,2028,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Аграфена Кондратьевна,FEMALE,1834,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Фоминишна,FEMALE,579,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Устинья Наумовна,FEMALE,1946,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Рисположенский,MALE,1790,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Большов,MALE,3287,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Подхалюзин,MALE,4309,16134
"Островский, Александр Николаевич",Свои люди – сочтемся,1850,Тишка,MALE,361,16134
"Островский, Александр Николаевич",Бесприданница,1878,Иван,MALE,464,15325
"Островский, Александр Николаевич",Бесприданница,1878,Гаврило,MALE,431,15325
"Островский, Александр Николаевич",Бесприданница,1878,Вожеватов,MALE,2381,15325
"Островский, Александр Николаевич",Бесприданница,1878,Кнуров,MALE,1546,15325
"Островский, Александр Николаевич",Бесприданница,1878,Огудалова,FEMALE,1447,15325
"Островский, Александр Николаевич",Бесприданница,1878,Карандышев,MALE,2029,15325
"Островский, Александр Николаевич",Бесприданница,1878,Лариса,FEMALE,2459,15325
"Островский, Александр Николаевич",Бесприданница,1878,Паратов,MALE,2694,15325
"Островский, Александр Николаевич",Бесприданница,1878,Робинзон,MALE,1121,15325
"Островский, Александр Николаевич",Бесприданница,1878,Илья,MALE,316,15325
"Островский, Александр Николаевич",Бесприданница,1878,Евфросинья Потаповна,FEMALE,437,15325
"Островский, Александр Николаевич",Бедность не порок,1854,Егорушка,MALE,299,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Митя,MALE,1743,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Пелагея Егоровна,FEMALE,1596,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Гуслин,MALE,346,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Разлюляев,MALE,573,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Гордей Карпыч,MALE,1072,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Анна Ивановна,FEMALE,367,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Любовь Гордеевна,FEMALE,705,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Маша,FEMALE,40,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Лиза,FEMALE,110,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Любим Карпыч,MALE,1546,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Арина,FEMALE,414,10240
"Островский, Александр Николаевич",Бедность не порок,1854,1-я гостья,FEMALE,46,10240
"Островский, Александр Николаевич",Бедность не порок,1854,2-я гостья,FEMALE,15,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Девушки,FEMALE,134,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Старик,MALE,133,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Вожак,MALE,46,10240
"Островский, Александр Николаевич",Бедность не порок,1854,Коршунов,MALE,1055,10240
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Алексей,MALE,919,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Акулина,FEMALE,25,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Ванюшин,MALE,1844,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Арина Ивановна,FEMALE,1697,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Константин,MALE,1761,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Лена,FEMALE,444,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Авдотья,FEMALE,297,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Катя,FEMALE,244,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Аня,FEMALE,714,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Щеткин,MALE,599,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Клавдия,FEMALE,762,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Людмила,FEMALE,503,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Красавин,MALE,486,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Инна,FEMALE,290,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Кукарникова,FEMALE,181,10769
"Найдёнов, Сергей Александрович",Дети Ванюшина,1901,Старик в лохмотьях,MALE,3,10769
"Маяковский, Владимир Владимирович",Баня,1929,Велосипедкин,MALE,1012,9614
"Маяковский, Владимир Владимирович",Баня,1929,Чудаков,MALE,877,9614
"Маяковский, Владимир Владимирович",Баня,1929,Фоскин,MALE,79,9614
"Маяковский, Владимир Владимирович",Баня,1929,Мезальянсова,FEMALE,421,9614
"Маяковский, Владимир Владимирович",Баня,1929,Иван Иванович,MALE,552,9614
"Маяковский, Владимир Владимирович",Баня,1929,Моментальников,MALE,137,9614
"Маяковский, Владимир Владимирович",Баня,1929,Понт Кич,MALE,67,9614
"Маяковский, Владимир Владимирович",Баня,1929,Поля,FEMALE,281,9614
"Маяковский, Владимир Владимирович",Баня,1929,Преддомкома,MALE,41,9614
