corpus,content,n_syllables,duration
Khislavichi,"Русские оставались которые, поутекли.",15,2.7199999999999704
Khislavichi,А уже в сорок третьем нас освободили от немцев.,16,2.9400000000000546
Khislavichi,Все= даже.,3,1.103999999999928
Khislavichi,В рожь.,1,0.5199999999999818
Khislavichi,У меня тоже большая семья.,10,1.6299999999999957
Khislavichi,А к кому-то в один дом.,7,1.558999999999969
Khislavichi,"Не оставались, повырастили уже.",12,2.1499999999999773
Khislavichi,Куда заставят.,5,1.4420000000000073
Khislavichi,А потом уже помалу стали и тракторы.,14,2.4680000000000177
Khislavichi,А так такие... Такие ставни и снуешь и ткешь.,15,5.403999999999996
Khislavichi,"Навоз возили, стали сеять.",9,2.1229999999999905
Khislavichi,И учили.,4,1
Khislavichi,"Котор=, этот был старший, этот идет.",11,2.742999999999995
Khislavichi,"Ходили, не на чем, лошадей же,",10,2.6500000000000057
Khislavichi,"ужики во дворе, во дворе, на лугу где.",13,2.8339999999999463
Khislavichi,А теперь ленюсь. Не хочу.,8,1.953000000000088
Khislavichi,А Мстиславль - Белоруссия.,8,1.5299999999999727
Khislavichi,Поросята тоже не держим.,9,1.5359999999999443
Khislavichi,"Где твои сыновья ? Она говорит, где мои сыновья ? Я ж не знаю, где мои сыновья , на войне.",30,4.5
Khislavichi,У нас там перестрелка была.,9,1.850999999999999
Khislavichi,"А картошка вся не копаная  была. Дак замерзала уже, копали.",22,3.70799999999997
Khislavichi,"Ходят. А там, а в Николаеве там по рвам  паствили, по горам .",19,3.8339999999999463
Khislavichi,А эти работали.,7,1.2650000000000432
Khislavichi,Мама уже болела.,7,1.3269999999999982
Khislavichi,"Было там, наверно, километра два.",11,2.2060000000000173
Khislavichi,"Говорит, у всехные дети приходят.",12,2.6749999999999545
Khislavichi,"И все, а эта.",5,1.6040000000000418
Khislavichi,Побили ж на войне.,6,1.2989999999999782
Khislavichi,"кишки, говорит, выпустит. Я говорю: она меня не ударит.",20,3.05499999999995
Khislavichi,А потом в колхоз пошла работать.,10,2.1230000000000473
Khislavichi,"П= сходишь, воды возьмешь, и всё пройдет.",10,2.6499999999999773
Khislavichi,А потом преснушки пекли и ели.,11,2.530000000000001
Khislavichi,"Покупали, глиняную. Кто-то делал, а кто-то покупал.",18,3.620999999999867
Khislavichi,Стали нам за лен давать масло.,9,2.15300000000002
Khislavichi,"Свиней, что здесь тот  скот оставался.",10,2.5780000000000314
Khislavichi,"Они были померши, а я их не знаю.",13,2.289999999999992
Khislavichi,"Убирали всё колхозом, это ж колхозное.",14,2.8299999999999272
Khislavichi,В этой.,2,0.9220000000000256
Khislavichi,В другую деревню.,6,1.2919999999999732
Khislavichi,"Так и, так были ко мне привязаны коровы, что вообще.",18,4.230000000000018
Khislavichi,"В своем хозяйстве сам не уберешь, значит не будет.",15,4.558999999999969
Khislavichi,Ветье. Там рябина цветущая.,10,3.140000000000001
Khislavichi,Уж я забы=.,4,1.24
Khislavichi,"Обгледишься, что ты не туда  попал, назад вернешься, и пошел.",19,4.789999999999964
Khislavichi,Ну он на...,3,0.7989999999999782
Khislavichi,"Что заставят, то и будешь делать.",10,1.8299999999999272
Khislavichi,"Которые брали хозяева , у хозяев  работали.",18,2.9939999999999145
Khislavichi,Покуля поубрали все.,8,1.5649999999999975
Khislavichi,"Это на Духа. Это Троица, Духа.",12,2.9799999999999898
Khislavichi,"Никого, ничего не было остававши.",13,2.3180000000000405
Khislavichi,Да.,1,0.3899999999999864
Khislavichi,Учительница с Мазык.,7,1.7599999999999998
Khislavichi,Захватится.,4,1.072999999999979
Khislavichi,А то не с чем было учиться.,9,1.6629999999998972
Khislavichi,Впереди.,3,0.7079999999998563
Khislavichi,"Пахать. Это надо работать, держать скот. Надо покормить и сварить,",20,4.505999999999972
Khislavichi,А что им стало?,5,1.3500000000001364
Khislavichi,Тогда варенье варить не варили. Сахару не было и...,18,3.625
Khislavichi,Бывало и такое.,7,1.2339999999999804
Khislavichi,Да.,1,0.4549999999999272
Khislavichi,Сколько.,2,0.6750000000001819
Khislavichi,"Она родом из Пирян, это вон из-за Сожа.",14,2.3999999999999773
Khislavichi,Покуль ему надоест.,7,1.6879999999999882
Khislavichi,"Да. За Сожом, там деревня.",8,2.200000000000017
Khislavichi,"Ажно по троих, а надо же и воды и еды взять детям.",18,3.359999999999985
Khislavichi,Так они ж не опасные.,8,1.467999999999961
Khislavichi,Косу клепал.,4,1.1169999999999618
Khislavichi,"А ну, такая деревянная.",10,1.856999999999999
Khislavichi,"Где, где.",2,1.4220000000000257
Khislavichi,"В войну жерны были, сами мололи.",11,2.185999999999922
Khislavichi,"Через дорожку жила, и мы.",9,1.5
Khislavichi,Вот и коровка.,5,1.016999999999939
Khislavichi,Её мужик служит по контракту.,10,2.4300000000000637
Khislavichi,Четверо на войне было.,8,1.5599999999999454
Khislavichi,"Ветеринар тут у нас был Моисеенко, и нога у нее,",19,3.73599999999999
Khislavichi,Все знаю.,3,0.9800000000000182
Khislavichi,"Сейчас молодежь и не знают тоже, что это такое.",17,2.8380000000000223
Khislavichi,"Вот завезет, встанет, и ему ничего не сделаешь, покуль.",18,3.1299999999999955
Khislavichi,"Едим, а потом я спеку так же само.",12,2.564000000000078
Khislavichi,Их.,1,0.9399999999999976
Khislavichi,Скрывал их всю войну.,6,1.4160000000001671
Khislavichi,"У них, я только с папой осталось, сейчас...",12,3.1030000000000655
Khislavichi,Со льна тогда мы не умели его есть даже.,14,2.564000000000078
Khislavichi,Табун.,2,0.5450000000000728
Khislavichi,Готовили.,4,1.0450000000000728
Khislavichi,"Получалась мука, ну крупновата.",11,2.7180000000000746
Khislavichi,"Сейчас, дык сена бери, сколько хочешь. А тогда не было.",17,3.0579999999999927
Khislavichi,Брат пришел с войны побитый.,8,2.300000000000068
Khislavichi,"Только образовывались, мы малы были, коров доили, и...",19,3.2250000000000227
Khislavichi,У каждого по-своему.,8,1.4920000000000757
Khislavichi,Из одной деревни в другую,9,1.63900000000001
Khislavichi,"Тогда, после войны, было много детей.",12,2.505999999999972
Khislavichi,А одинаково все разговаривали.,13,2.2649999999999864
Khislavichi,"Овец держали, и чесали, и пряли и.",13,2.441000000000031
Khislavichi,"У кого там шерсть есть , или что так.",10,1.867999999999995
Khislavichi,А вот один сын со мной.,7,2.030000000000001
Khislavichi,"Хлеба не было, траву собирали.",11,2.1030000000000086
Khislavichi,Отмечают праздник.,6,1.5370000000000346
Khislavichi,"Так же как  и человек заболеет, так и скотина же видно.",19,2.79200000000003
Khislavichi,"Партизаны, ну свои солдаты. И где-то в лесе были, а тогда уже.",22,4.324999999999989
Khislavichi,"Ездили когда больницу, а то и дома рожали.",16,2.7450000000000045
Khislavichi,Присядьте на стул .,5,2.549999999999997
Khislavichi,"И там в Заречье была мельница, а уже.",13,2.2870000000000346
Khislavichi,Сколько.,2,0.7239999999999327
Khislavichi,Когда первое время.,7,2.4489999999998417
Khislavichi,"И я ухожу утром, и только прихожу вечером. Потому что тяжело ж.",23,3.794999999999987
Khislavichi,Стали все учиться.,6,1.551000000000002
Khislavichi,И к маме так само пришли в хату.,10,2.01299999999992
Khislavichi,Ставы такие.,5,0.9110000000000014
Khislavichi,Где-то у которых деревнях делали на базар возили. И на базаре покупали.,27,4.204999999999927
Khislavichi,"Так кирмаш когда-то был, не до меня.",11,2.0939999999998236
Khislavichi,Раньше и хлеб свой пекли.,7,1.6840000000000828
Khislavichi,Этот .,2,0.7540000000000191
Khislavichi,Надо где-то делать было.,8,2.41599999999994
Khislavichi,тут тоже клуб есть  вот в Стайках.,8,1.9450000000000216
Khislavichi,"Поехал туда в гости, там и остался.",12,2.299000000000092
Khislavichi,Тогда .,2,0.6100000000000136
Khislavichi,Помесят и на сковородах.,9,2.1299999999999955
Khislavichi,"Эта старшая, в Заречье дочка старшая. Двое средних.",17,3.506999999999948
Khislavichi,Бабка это не поможет.,8,1.3959999999999582
Khislavichi,Есть хотелось.,4,1.1749999999999543
Khislavichi,"А что евреи, ну и что?",8,1.81899999999996
Khislavichi,Не-а.,2,0.625
Khislavichi,Отец был.,3,0.831000000000131
Khislavichi,"Видно, что-то отбил.",6,1.4809999999999943
Khislavichi,"Все началось, и стали фермы.",9,2.1299999999999955
Khislavichi,Пели песни.,4,1.119000000000142
Khislavichi,"А тогда ж после, стали.",7,2.125
Khislavichi,Маленьких с собой.,5,1.837999999999994
Khislavichi,"Телят растили, свиней.",7,1.7899999999999636
Khislavichi,"Выгнали вроде бы гонять, один настигал и...",14,3.0839999999999463
Khislavichi,А.,1,0.33900000000016917
Khislavichi,Где переехать.,5,1.1949999999999932
Khislavichi,А после войны тогда уже.,9,1.669000000000004
Khislavichi,Да.,1,0.39999999999997726
Khislavichi,Сурочат. Вот з= еще так з=,7,3.7620000000000577
Khislavichi,И гуляют.,4,1.0810000000000173
Khislavichi,Забирали их и...,6,1.311999999999898
Khislavichi,"Может быть , и укус= укусят когда.",11,2.633999999999901
Khislavichi,И дочка там.,4,1.0710000000000264
Khislavichi,А?,1,0.4410000000000309
Khislavichi,"Сколько? Километров пять отвели от деревни, да кончили.",18,3.269999999999982
Khislavichi,Уже картошка была не копаная  гречиха на поле была не убрана .,24,4.8700000000000045
Khislavichi,Для скота.,3,0.8960000000000008
Khislavichi,"Не пролезет про траву, заплачет.",10,1.9339999999999975
Khislavichi,"Белая мука, учиняют на дрожжах.",12,2.6499999999999773
Khislavichi,Нам уже 56 годов.,5,1.8770000000000664
Khislavichi,А дети.,3,0.8900000000000148
Khislavichi,Бродяжничали.,5,1.259999999999998
Khislavichi,"Там, в Белоруси, другой разговор.",10,2.368000000000052
Khislavichi,"Вот, делегацию.",6,1.3700000000000043
Khislavichi,"Так оттуда - партизаны, отсюда - наши, рус=.",14,2.714999999999975
Khislavichi,Скрывал евреев несколько.,8,2.2660000000000764
Khislavichi,Где твои сыновья ?,6,1.3049999999998363
Khislavichi,Коней же ночью стерегли.,8,1.7210000000000036
Khislavichi,"Так давно, сейчас уже таких нема.",11,2.092999999999961
Khislavichi,"Спечется , два часа должен сидеть хлеб.",11,3.259999999999991
Khislavichi,"Я больше месяца была, у нее тоже две девочки.",17,3.006999999999948
Khislavichi,"Юбки шили, штаны шили.",8,1.8310000000000173
Khislavichi,"Завязывает и через сколько время,",12,2.0219999999999345
Khislavichi,Уничтожали евреев немцы. Невинных людей побили сколько.,20,4.324000000000069
Khislavichi,А один у нас тут в Колобынине отчаялся.,15,2.9500000000000455
Khislavichi,А младшие это няньчили один одного.,14,2.573000000000036
Khislavichi,"Ещё я, малая, ходила туда в гости.",13,2.4099999999999966
Khislavichi,"в кастрюлю. На верх донышко наставишь, постоят.",14,4.2900000000000205
Khislavichi,Что осталось после немцев .,8,2.149000000000001
Khislavichi,Да за=.,2,0.4479999999998654
Khislavichi,"А до войны ходили в, этот , школу мы в Колобынино.",17,3.604000000000042
Khislavichi,"И у нас была учительница, тут рядом, с Мазык.",15,2.8769999999999527
Khislavichi,Это на Ивана Купала молодежь хулиганила .,17,3.2089999999999996
Khislavichi,"В войну ж нам никакого  не материла не было, ничего. Дык после войны.",23,3.925999999999988
Khislavichi,"А при чем евреи? Нация ихная такая, и всё.",17,2.87700000000018
Khislavichi,"Ну первый отряд шел , и звались карательные.",14,3.050000000000182
Khislavichi,"Пошли картошку собирать, дык зато я.",12,2.75
Khislavichi,Ну как .,2,1.2570000000000618
Khislavichi,Керасину ж не было в войну.,9,1.7700000000000389
Khislavichi,"Загадывали, как, что, ду=.",8,2.185999999999922
Khislavichi,"Веретяно, одной рукой крути, другой.",12,2.815999999999974
Khislavichi,У моих родителей было семеро детей.,14,2.5190000000000055
Khislavichi,"Я знаю, что такое голод.",9,1.9599999999999795
Khislavichi,"Так, кто пять, кто шесть классов кончали.",10,2.6600000000000037
Khislavichi,Двери закроют - не выйдешь.,8,1.9499999999999993
Khislavichi,Двое были отслуживши .,8,1.7010000000000218
Khislavichi,Толкли в ступах.,4,1.3100000000000025
Khislavichi,Спекся - вынимаешь.,6,1.3159999999999172
Khislavichi,Что детей нема.,5,1.058999999999969
Khislavichi,Лесные орехи.,6,1.41599999999994
Khislavichi,"То так обозначало, а как  оно было.",13,2.269999999999982
Khislavichi,А дети играют под бабкой.,9,2
Khislavichi,"И съ= пъ= по, за слу=, выслугой лет.",8,3.149000000000001
Khislavichi,Дети уже все повыросли.,9,1.8199999999999932
Khislavichi,"Значит, молоко дает в голову, и корова всё. Валится.",18,4.809999999999945
Khislavichi,"Говорит, кто не гребовал, приносили какого-то  коня дохлого кусок, ели.",25,4.389000000000124
Khislavichi,В школу ходить.,4,1.0949999999999989
Khislavichi,У нас там ёжики в лесу.,8,1.7309999999999943
Khislavichi,"Лошадь пускаешь, она сама пойдет по дороге и вывезет.",19,3.088999999999998
Khislavichi,Теперь я бомж.,4,1.2590000000000003
Khislavichi,"И что-то там скажут, чи что и... Бывает всё.",13,4.269999999999982
Khislavichi,Купляли.,3,0.8160000000000309
Khislavichi,Уберут.,3,0.8460000000000036
Khislavichi,Уборочную.,5,0.9780000000000656
Khislavichi,"Держали всё время, и по многу держали.",13,2.5450000000000728
Khislavichi,А?,1,0.4090000000001055
Khislavichi,Покупали.,4,0.6949999999999363
Khislavichi,Давали машину и ездили.,10,1.6299999999999957
Khislavichi,"Не ёжики, а...",5,1.2899999999999636
Khislavichi,"И они тогда в Москву уехали, они его отблагодарили.",21,3.880000000000109
Khislavichi,Да.,1,0.43499999999994543
Khislavichi,Сельсовет и клуб был.,6,2.170000000000016
Khislavichi,"и соль, со= посолишь хорошо, поваришь и",13,5.076000000000022
Khislavichi,"В город, в тот , уе=, поуехали отсюда.",13,3.130000000000109
Khislavichi,А как же?,3,0.9189999999999828
Khislavichi,"Ну, она же боле= будет болеть, молока не даст. Оно же видно.",20,4.864000000000033
Khislavichi,"Это компот, кисель.",6,1.4939999999999714
Khislavichi,В общем.,2,0.7470000000000709
Khislavichi,Что она не в порядке.,7,1.5199999999999818
Khislavichi,Бутылку берут.,5,1.2870000000000346
Khislavichi,Братьев на войне.,5,1.4300000000000637
Khislavichi,"Были уже кото= те , средь=, много было ж детей.",14,3.6549999999999727
Khislavichi,"Явор рвали, приносили домой.",10,2.049999999999997
Khislavichi,поросенка зарежут и...,8,1.5790000000000646
Khislavichi,"А осенью опята бывают, маслята.",13,3.990000000000009
Khislavichi,"Подберезовики, подосиновики,",12,2.106999999999971
Khislavichi,Во что нам было играть?,7,1.769999999999996
Khislavichi,"На производстве, на заводе, на заводе на каком  работали.",20,3.2999999999999545
Khislavichi,А что им сделаешь?,6,1.5659999999999172
Khislavichi,"Это тут, так тут было, когда мы.",10,2.5289999999999964
Khislavichi,"Многие че= были такие, что помогали.",14,2.910000000000082
Khislavichi,"Так он его колом как  ударил по спине. Унесли, три дня побыл, дыхал, и всё.",24,4.565000000000055
Khislavichi,Где вытягнешь которую не собирать в осень.,14,2.9000000000000057
Khislavichi,И пряли там.,4,1.1389999999999532
Khislavichi,"И тогда можно было заблудиться, и сейчас можно заблудиться.",20,3.4259999999999877
Khislavichi,"Ни ест, ни пьет. И...",5,1.2039999999999509
Khislavichi,"Я самая младшая, я одна осталась. Уже все померли.",19,3.4220000000000255
Khislavichi,Сама.,2,0.6560000000000628
Khislavichi,"Первую, первую машину привезли в колхоз.",14,2.9499999999999886
Khislavichi,Да.,1,0.47400000000016007
Khislavichi,"Да было большое хозяйство, ещё тут  две коровы было.",18,3.8029999999999977
Khislavichi,"Дык все ж, это, было.",6,2.3100000000000023
Khislavichi,"Наподобие как  хохлы, разговаривают.",14,2.75
Khislavichi,Так сами по себе выходили.,10,2.312000000000012
Khislavichi,Да.,1,0.5189999999997781
Khislavichi,Где твоя семья?,5,1.3099999999999454
Khislavichi,"Люба, а одного несу на руках.",11,2.9410000000000025
Khislavichi,Кому что надо. Покупают.,9,2.310000000000059
Khislavichi,Ходили.,3,0.7599999999999909
Khislavichi,Газом был отравленный.,7,1.7010000000000218
Khislavichi,По деревнях ходили.,7,1.5670000000000073
Khislavichi,"Там, корова, поросенок.",8,1.643000000000029
Khislavichi,"Ну, вернулись.",4,1.7300000000000182
Khislavichi,"Привозили м= материала, там ситец или что.",15,3.26400000000001
Khislavichi,"Подошел, кис, утром замесишь. Он подходит.",13,3.019999999999982
Khislavichi,"А теперь на выслугу, на, за пенсию пошел.",14,2.6860000000000355
Khislavichi,Специально.,4,0.9039999999999964
Khislavichi,Народное это.,6,1.8600000000000136
Khislavichi,Тогда ж деревни ж были.,7,1.6879999999999882
Khislavichi,"Могла, конечно.",5,1.1299999999999957
Khislavichi,"А тут, м-м, в деревнях не было никакого базару.",15,3.2560000000000855
Khislavichi,"В колх=, в деревне. А сейчас, наверное, штук пятнадцать осталось.",18,3.699000000000069
Khislavichi,"Каждый сам знает, ну в колхозе.",9,2.492999999999938
Khislavichi,На мельнице дык она меленькая.,11,2.019999999999982
Khislavichi,"Ну вот, коровы ходят на лугу.",10,2.326999999999998
Khislavichi,Бегали под окна.,6,1.5389999999999873
Khislavichi,"И с собою брала, носила с собою.",12,2.4200000000000017
Khislavichi,В Германию отправляли многих.,10,2.2590000000000146
Khislavichi,Ткала.,2,0.6979999999999791
Khislavichi,"Значит, мне некогда было бегать, я.",11,2.0829999999998563
Khislavichi,"Покупали, кто не держал коров, тот продавал.",14,2.9220000000000255
Khislavichi,"Он уже так помер, дык.",7,1.6890000000000782
Khislavichi,Всё уже позабыла за это время.,12,2
Khislavichi,Тут местная была у нас.,8,2.01
